idx,p_yes,rank_yes,rank_no
90,0.0010283248266205192,4,1
91,0.0003613940498325974,8,1
92,0.018268371000885963,5,1
93,0.001350710983388126,6,1
94,0.002121560974046588,5,1
95,0.00026819953927770257,9,1
96,0.0022612891625612974,5,1
97,0.000294877594569698,7,1
98,0.0009277135250158608,4,1
99,0.00020353184663690627,9,1
100,0.9831480979919434,1,3
101,0.9089695811271667,1,3
102,0.9810577034950256,1,3
103,0.9940187335014343,1,3
104,0.0014679157175123692,5,1
105,0.0002659636957105249,8,1
106,0.0005738182808272541,5,1
107,0.00012194474402349442,9,1
108,0.00267191044986248,5,1
109,0.0005155130638740957,6,1
110,0.0019320878200232983,5,1
111,0.0001859289623098448,7,1
112,0.9997110962867737,1,3
113,0.9999632835388184,1,6
114,0.9999520182609558,1,4
115,0.9999653100967407,1,6
116,0.05608713999390602,3,1
117,0.023603111505508423,4,1
118,0.3714287579059601,2,1
119,0.0037326232995837927,5,1
120,0.006241107825189829,5,1
121,0.002083398401737213,5,1
122,0.0016679230611771345,4,1
123,0.0005444912821985781,7,1
124,0.010139405727386475,5,1
125,0.004205199424177408,5,1
126,0.0010283248266205192,4,1
127,0.0003613940498325974,8,1
128,0.018268371000885963,5,1
129,0.001350710983388126,6,1
130,0.002121560974046588,5,1
131,0.00026819953927770257,9,1
132,0.0022612891625612974,5,1
133,0.000294877594569698,7,1
134,0.0009277135250158608,4,1
135,0.00020353184663690627,9,1
136,0.9831480979919434,1,3
137,0.9089695811271667,1,3
138,0.9810577034950256,1,3
139,0.9940187335014343,1,3
140,0.0014679157175123692,5,1
141,0.0002659636957105249,8,1
142,0.0005738182808272541,5,1
143,0.00012194474402349442,9,1
144,0.00267191044986248,5,1
145,0.0005155130638740957,6,1
146,0.0019320878200232983,5,1
147,0.0001859289623098448,7,1
148,0.12245924025774002,2,1
149,0.03337156027555466,3,1
150,0.01077711395919323,3,1
151,0.004157670773565769,5,1
152,0.0013773529790341854,5,1
153,8.477082155877724e-05,7,1
154,0.0004921132931485772,5,1
155,7.52766354708001e-05,7,1
156,0.02606174163520336,3,1
157,0.002733538392931223,6,1
158,0.09861410409212112,3,1
159,0.00017650981317274272,9,1
160,0.0007796204299665987,4,1
161,0.0003326979640405625,7,1
162,0.0005185726913623512,5,1
163,0.00015185920346993953,7,1
164,0.0029782175552099943,4,1
165,0.0007392793777398765,6,1
166,0.00041391808190383017,5,1
167,8.564118616050109e-05,8,1
168,0.988116979598999,1,3
169,0.9966628551483154,1,3
170,0.7404787540435791,1,3
171,0.9814093708992004,1,3
172,0.008032850921154022,5,1
173,0.001798998680897057,5,1
174,0.0006966384244151413,6,1
175,0.0002504653239157051,9,1
176,0.0008400438819080591,6,1
177,0.02192901447415352,4,1
178,0.03586624935269356,4,1
179,0.006442198064178228,5,1
180,0.0015163954813033342,7,1
181,0.0002570397045928985,10,1
182,0.0028525572270154953,4,1
183,0.00026540184626355767,9,1
184,0.006127850152552128,5,1
185,0.00343874073587358,5,1
186,0.0006810115883126855,6,1
187,0.0003282679826952517,9,1
188,0.9858145713806152,1,2
189,0.9974648952484131,1,3
190,0.9920840859413147,1,3
191,0.9965431094169617,1,3
192,0.0004637209349311888,6,1
193,0.000348681234754622,7,1
194,0.0006751699838787317,4,1
195,0.00011257328151259571,8,1
196,0.03897787630558014,3,1
197,0.09388669580221176,2,1
198,0.044228676706552505,3,1
199,0.06126980483531952,3,1
200,0.0003297470975667238,6,1
201,0.0001497562334407121,7,1
202,0.0002702475758269429,6,1
203,5.2941995818400756e-05,8,1
204,0.0006496509886346757,6,1
205,0.000336338096531108,7,1
206,0.00012874833191744983,7,1
207,3.9079186535673216e-05,9,1
208,0.7526331543922424,1,2
209,0.7551133036613464,1,2
210,0.3060103952884674,3,1
211,0.5687710046768188,1,2
212,0.24848692119121552,3,1
213,0.079825758934021,3,1
214,0.13346591591835022,3,1
215,0.15469993650913239,3,1
216,0.0009805060690268874,4,1
217,0.0006887796916998923,8,1
218,0.024205097928643227,4,1
219,0.0024209595285356045,6,1
220,0.006628890987485647,3,1
221,0.00045280338963493705,7,1
222,0.00492275133728981,3,1
223,0.00013066436804365367,8,1
224,0.005603750701993704,4,1
225,0.00020034171757288277,9,1
226,0.004237564280629158,4,1
227,6.709399895044044e-05,9,1
228,0.007536550518125296,4,1
229,9.919016883941367e-05,8,1
230,0.0007306220941245556,5,1
231,4.443834404810332e-05,11,1
232,0.06918080896139145,3,1
233,0.0007232781499624252,8,1
234,0.006188537459820509,4,1
235,0.0002431631291983649,8,1
236,0.42985671758651733,2,1
237,0.23894566297531128,2,1
238,0.13349732756614685,3,1
239,0.024784203618764877,3,1
240,0.0011635691625997424,4,1
241,6.941216997802258e-05,9,1
242,0.0007551684975624084,5,1
243,4.3873653339687735e-05,9,1
244,0.9230344295501709,1,2
245,0.9895161390304565,1,3
246,0.9557369947433472,1,3
247,0.9984474182128906,1,3
248,0.24848692119121552,3,1
249,0.079825758934021,3,1
250,0.13346591591835022,3,1
251,0.15469993650913239,3,1
252,0.0009805060690268874,4,1
253,0.0006887796916998923,8,1
254,0.024205097928643227,4,1
255,0.0024209595285356045,6,1
256,0.006628890987485647,3,1
257,0.00045280338963493705,7,1
258,0.00492275133728981,3,1
259,0.00013066436804365367,8,1
260,0.005603750701993704,4,1
261,0.00020034171757288277,9,1
262,0.004237564280629158,4,1
263,6.709399895044044e-05,9,1
264,0.007536550518125296,4,1
265,9.919016883941367e-05,8,1
266,0.0007306220941245556,5,1
267,4.443834404810332e-05,11,1
268,0.06918080896139145,3,1
269,0.0007232781499624252,8,1
270,0.006188537459820509,4,1
271,0.0002431631291983649,8,1
272,0.42985671758651733,2,1
273,0.23894566297531128,2,1
274,0.13349732756614685,3,1
275,0.024784203618764877,3,1
276,0.0011635691625997424,4,1
277,6.941216997802258e-05,9,1
278,0.0007551684975624084,5,1
279,4.3873653339687735e-05,9,1
280,0.6184839010238647,2,3
281,0.00961990561336279,5,1
282,0.0022889922838658094,6,1
283,0.0012537520378828049,7,1
284,0.0014262525364756584,7,1
285,0.0012830611085519195,7,1
286,0.0009134963038377464,7,1
287,0.0002464897697791457,8,1
288,0.004681882914155722,7,1
289,0.0005979878478683531,7,1
290,0.0015295202611014247,7,1
291,0.00039157934952527285,7,1
292,0.0039056900423020124,5,1
293,0.0005900903488509357,6,1
294,0.00036271949647925794,6,1
295,8.177818381227553e-05,8,1
296,0.006036445032805204,5,1
297,0.0016218131640926003,5,1
298,0.0005840868107043207,5,1
299,0.0003829091729130596,6,1
300,0.02247852459549904,6,2
301,0.00020185035828035325,11,1
302,0.006292111240327358,6,1
303,0.00015750840248074383,11,1
304,0.0019942468497902155,5,1
305,0.0021806887816637754,6,1
306,0.0009223941015079618,5,1
307,0.0004931677249260247,6,1
308,0.00922074168920517,6,2
309,0.0006662192172370851,9,1
310,0.5632979273796082,2,3
311,0.258344441652298,3,2
312,0.009707827121019363,9,2
313,0.001277209259569645,5,1
314,0.0010561521630734205,6,1
315,0.00026836959295906126,6,1
316,0.0002568043419159949,7,1
317,4.31322114309296e-05,12,1
318,8.540456474293023e-05,8,1
319,2.8083522920496762e-05,14,1
320,0.5840446949005127,1,2
321,0.9924477934837341,1,3
322,0.2891366481781006,3,1
323,0.9968910813331604,1,3
324,0.0014262525364756584,7,1
325,0.0012830611085519195,7,1
326,0.0009134963038377464,7,1
327,0.0002464897697791457,8,1
328,0.004681882914155722,7,1
329,0.0005979878478683531,7,1
330,0.0015295202611014247,7,1
331,0.00039157934952527285,7,1
332,0.0039056900423020124,5,1
333,0.0005900903488509357,6,1
334,0.00036271949647925794,6,1
335,8.177818381227553e-05,8,1
336,0.006036445032805204,5,1
337,0.0016218131640926003,5,1
338,0.0005840868107043207,5,1
339,0.0003829091729130596,6,1
340,0.02247852459549904,6,2
341,0.00020185035828035325,11,1
342,0.006292111240327358,6,1
343,0.00015750840248074383,11,1
344,0.0019942468497902155,5,1
345,0.0021806887816637754,6,1
346,0.0009223941015079618,5,1
347,0.0004931677249260247,6,1
348,0.00922074168920517,6,2
349,0.0006662192172370851,9,1
350,0.5632979273796082,2,3
351,0.258344441652298,3,2
352,0.009707827121019363,9,2
353,0.001277209259569645,5,1
354,0.0010561521630734205,6,1
355,0.00026836959295906126,6,1
356,0.0002568043419159949,7,1
357,4.31322114309296e-05,12,1
358,8.540456474293023e-05,8,1
359,2.8083522920496762e-05,14,1
360,0.897113561630249,1,3
361,0.9971008896827698,1,5
362,0.9779201149940491,1,3
363,0.9982191324234009,1,5
364,0.09026182442903519,4,1
365,0.36052873730659485,4,1
366,0.05583956837654114,3,1
367,0.5676972270011902,1,2
368,0.004664118867367506,5,1
369,0.0016259741969406605,5,1
370,0.0036795232445001602,5,1
371,0.000768539379350841,7,1
372,0.10229094326496124,4,1
373,0.054239530116319656,5,1
374,0.01969926245510578,3,1
375,0.025143183767795563,5,1
376,0.9994496703147888,1,3
377,0.9997121095657349,1,3
378,0.9371646046638489,1,2
379,0.9915184378623962,1,3
380,6.931125972187147e-05,9,1
381,8.966028690338135e-05,8,1
382,2.296360798936803e-05,9,1
383,6.04893357376568e-05,9,1
384,9.463278547627851e-05,9,1
385,0.0001392942067468539,8,1
386,2.3982127459021285e-05,8,1
387,7.319726864807308e-05,8,1
388,0.0004914696328341961,6,1
389,0.0010569888399913907,6,1
390,0.00016265216981992126,7,1
391,0.0002332174190087244,8,1
392,2.2853129848954268e-05,9,1
393,4.632907803170383e-05,8,1
394,7.041167918941937e-06,10,1
395,3.310162355774082e-05,8,1
396,0.9999492764472961,1,5
397,0.999910295009613,1,7
398,0.9966943860054016,1,3
399,0.9985861778259277,1,4
400,0.0008564448799006641,5,1
401,0.0011452453909441829,6,1
402,0.0008225110941566527,7,1
403,0.0012548621743917465,6,1
404,0.000282884604530409,7,1
405,8.85431218193844e-05,10,1
406,0.0002115491806762293,8,1
407,6.711377500323579e-05,10,1
408,0.0014312873827293515,6,1
409,0.0006951087852939963,8,1
410,0.0011007143184542656,7,1
411,0.00032599197584204376,9,1
412,0.0013074654852971435,5,1
413,0.0007952220621518791,8,1
414,0.0013809893280267715,5,1
415,0.0004915617755614221,8,1
416,0.9391735792160034,1,2
417,0.9982312321662903,1,3
418,0.9978264570236206,1,3
419,0.9980470538139343,1,3
420,0.00612659240141511,3,1
421,0.004910838790237904,5,1
422,0.001519752200692892,5,1
423,0.00041863854858092964,7,1
424,0.00013652206689585,4,1
425,0.00012173073628218845,7,1
426,5.805076580145396e-05,7,1
427,0.00011415447079343721,7,1
428,6.675301847280934e-05,8,1
429,9.962313197320327e-05,9,1
430,9.003569721244276e-05,8,1
431,6.655037577729672e-05,9,1
432,0.00045956397661939263,6,1
433,0.0002858403604477644,7,1
434,0.00017671736713964492,7,1
435,0.00012380463886074722,9,1
436,0.0022923508659005165,4,1
437,0.2320355623960495,2,1
438,0.07782542705535889,3,1
439,0.08518298715353012,3,1
440,0.03633441776037216,3,1
441,0.024306174367666245,3,1
442,0.01513951737433672,3,1
443,0.00186454551294446,6,1
444,0.0016810864908620715,6,1
445,0.0002526211610529572,8,1
446,0.0015544744674116373,6,1
447,0.00017501016554888338,8,1
448,0.001185318804346025,4,1
449,0.0003132853889837861,6,1
450,0.0004288197960704565,5,1
451,9.195657912641764e-05,8,1
452,0.9993464946746826,1,3
453,0.9993970394134521,1,3
454,0.9968835115432739,1,3
455,0.9978166818618774,1,3
456,0.00612659240141511,3,1
457,0.004910838790237904,5,1
458,0.001519752200692892,5,1
459,0.00041863854858092964,7,1
460,0.00013652206689585,4,1
461,0.00012173073628218845,7,1
462,5.805076580145396e-05,7,1
463,0.00011415447079343721,7,1
464,6.675301847280934e-05,8,1
465,9.962313197320327e-05,9,1
466,9.003569721244276e-05,8,1
467,6.655037577729672e-05,9,1
468,0.00045956397661939263,6,1
469,0.0002858403604477644,7,1
470,0.00017671736713964492,7,1
471,0.00012380463886074722,9,1
472,0.0022923508659005165,4,1
473,0.2320355623960495,2,1
474,0.07782542705535889,3,1
475,0.08518298715353012,3,1
476,0.03633441776037216,3,1
477,0.024306174367666245,3,1
478,0.01513951737433672,3,1
479,0.00186454551294446,6,1
480,0.0016810864908620715,6,1
481,0.0002526211610529572,8,1
482,0.0015544744674116373,6,1
483,0.00017501016554888338,8,1
484,0.001185318804346025,4,1
485,0.0003132853889837861,6,1
486,0.0004288197960704565,5,1
487,9.195657912641764e-05,8,1
488,0.94234299659729,1,3
489,0.7413498163223267,1,2
490,0.8629932999610901,1,3
491,0.7528639435768127,1,2
492,0.010060982778668404,5,1
493,0.00011068287130910903,9,1
494,0.0004979749792255461,5,1
495,3.917447247658856e-05,10,1
496,0.023201746866106987,3,1
497,0.008824445307254791,5,1
498,0.2729874849319458,3,1
499,0.004776433575898409,5,1
500,0.0022300088312476873,5,1
501,0.0003103794006165117,7,1
502,0.0004878029285464436,5,1
503,5.12316073582042e-05,9,1
504,0.08232097327709198,3,1
505,0.003911716863512993,5,1
506,0.020148975774645805,5,1
507,0.0010204971767961979,7,1
508,0.9996501803398132,1,3
509,0.9994184970855713,1,3
510,0.9991263151168823,1,4
511,0.9984380602836609,1,3
512,0.01717989146709442,6,1
513,0.006541360169649124,6,1
514,0.025922933593392372,5,1
515,0.0017702042823657393,7,1
516,0.0010063165100291371,10,1
517,0.0001419746840838343,9,1
518,0.00027880477136932313,10,1
519,7.640642434125766e-05,10,1
520,0.002623417880386114,7,1
521,0.0011365549871698022,8,1
522,0.002104218350723386,7,1
523,0.0007726072217337787,7,1
524,0.4028758704662323,3,1
525,0.9292170405387878,1,2
526,0.975239098072052,1,3
527,0.9925059080123901,1,3
528,0.007742805872112513,5,1
529,0.007972431369125843,5,1
530,0.003048688406124711,5,1
531,0.0033554071560502052,5,1
532,0.06682029366493225,5,2
533,0.014557383954524994,6,1
534,0.012550209648907185,5,1
535,0.01669914461672306,5,1
536,0.08031923323869705,4,1
537,0.0333876796066761,5,1
538,0.02662545070052147,4,1
539,0.013497520238161087,5,1
540,0.0028463706839829683,5,1
541,0.0006086741923354566,7,1
542,0.00030931501532904804,6,1
543,0.0003748224407900125,9,1
544,0.0010877621825784445,5,1
545,0.005456085782498121,7,1
546,0.0003196087491232902,7,1
547,0.0028284008149057627,6,1
548,0.000837049272377044,7,1
549,0.00025791735970415175,9,1
550,5.490226612892002e-05,7,1
551,0.0006045736954547465,8,1
552,0.9943978786468506,1,4
553,0.9984167218208313,1,4
554,0.9824948906898499,1,3
555,0.9984995126724243,1,4
556,0.007742805872112513,5,1
557,0.007972431369125843,5,1
558,0.003048688406124711,5,1
559,0.0033554071560502052,5,1
560,0.06682029366493225,5,2
561,0.014557383954524994,6,1
562,0.012550209648907185,5,1
563,0.01669914461672306,5,1
564,0.08031923323869705,4,1
565,0.0333876796066761,5,1
566,0.02662545070052147,4,1
567,0.013497520238161087,5,1
568,0.0028463706839829683,5,1
569,0.0006086741923354566,7,1
570,0.00030931501532904804,6,1
571,0.0003748224407900125,9,1
572,0.0010877621825784445,5,1
573,0.005456085782498121,7,1
574,0.0003196087491232902,7,1
575,0.0028284008149057627,6,1
576,0.000837049272377044,7,1
577,0.00025791735970415175,9,1
578,5.490226612892002e-05,7,1
579,0.0006045736954547465,8,1
580,0.9721044301986694,1,2
581,0.9728304743766785,1,2
582,0.9971937537193298,1,3
583,0.9878941774368286,1,3
584,0.012506745755672455,5,1
585,0.00388911971822381,6,1
586,0.006225175224244595,6,1
587,0.004639983177185059,5,1
588,0.0013187259901314974,6,1
589,0.029916664585471153,5,1
590,0.0003167305258102715,7,1
591,0.0004875869199167937,8,1
592,0.0006539999740198255,5,1
593,0.0009502538596279919,6,1
594,0.00019923523359466344,7,1
595,0.00019240894471295178,8,1
596,0.001381789450533688,5,1
597,0.00026597632677294314,6,1
598,0.00023892133322078735,6,1
599,0.00017123993893619627,8,1
600,0.0004441067867446691,6,1
601,0.0017783408984541893,6,1
602,0.00020911845786031336,7,1
603,0.0005007503204979002,6,1
604,0.0023064601700752974,6,1
605,0.001554852002300322,8,1
606,0.0010932765435427427,7,1
607,0.0005560646532103419,8,1
608,0.9882044792175293,1,3
609,0.997783362865448,1,3
610,0.7827434539794922,1,2
611,0.9692734479904175,1,3
612,0.012506745755672455,5,1
613,0.00388911971822381,6,1
614,0.006225175224244595,6,1
615,0.004639983177185059,5,1
616,0.0013187259901314974,6,1
617,0.029916664585471153,5,1
618,0.0003167305258102715,7,1
619,0.0004875869199167937,8,1
620,0.0006539999740198255,5,1
621,0.0009502538596279919,6,1
622,0.00019923523359466344,7,1
623,0.00019240894471295178,8,1
624,0.001381789450533688,5,1
625,0.00026597632677294314,6,1
626,0.00023892133322078735,6,1
627,0.00017123993893619627,8,1
628,0.0004441067867446691,6,1
629,0.0017783408984541893,6,1
630,0.00020911845786031336,7,1
631,0.0005007503204979002,6,1
632,0.0023064601700752974,6,1
633,0.001554852002300322,8,1
634,0.0010932765435427427,7,1
635,0.0005560646532103419,8,1
636,0.20315060019493103,3,1
637,0.13068662583827972,2,1
638,0.9099624752998352,1,3
639,0.1255044937133789,2,1
640,0.03287707269191742,3,1
641,0.0013162357499822974,6,1
642,0.042866092175245285,3,1
643,0.00310850259847939,5,1
644,0.004796476569026709,5,1
645,0.0009977915324270725,6,1
646,0.0008149243658408523,5,1
647,0.00027844897704198956,6,1
648,0.0015553934499621391,5,1
649,0.001635477296076715,6,1
650,0.0002072696079267189,6,1
651,0.00021412978821899742,6,1
652,0.008515684865415096,5,1
653,0.00152515375521034,6,1
654,0.006617964245378971,4,1
655,0.0009599643526598811,6,1
656,0.002695769537240267,5,1
657,0.002865420887246728,5,1
658,0.012502215802669525,3,1
659,0.0005836241762153804,6,1
660,0.0013812698889523745,5,1
661,0.0007480159401893616,7,1
662,0.0008386526606045663,5,1
663,0.00015325474669225514,10,1
664,0.9971840381622314,1,3
665,0.997938871383667,1,3
666,0.9713411331176758,1,3
667,0.9934731721878052,1,3
668,0.03287707269191742,3,1
669,0.0013162357499822974,6,1
670,0.042866092175245285,3,1
671,0.00310850259847939,5,1
672,0.004796476569026709,5,1
673,0.0009977915324270725,6,1
674,0.0008149243658408523,5,1
675,0.00027844897704198956,6,1
676,0.0015553934499621391,5,1
677,0.001635477296076715,6,1
678,0.0002072696079267189,6,1
679,0.00021412978821899742,6,1
680,0.008515684865415096,5,1
681,0.00152515375521034,6,1
682,0.006617964245378971,4,1
683,0.0009599643526598811,6,1
684,0.002695769537240267,5,1
685,0.002865420887246728,5,1
686,0.012502215802669525,3,1
687,0.0005836241762153804,6,1
688,0.0013812698889523745,5,1
689,0.0007480159401893616,7,1
690,0.0008386526606045663,5,1
691,0.00015325474669225514,10,1
692,0.4910031855106354,3,2
693,0.9644179940223694,1,4
694,0.03603144362568855,4,1
695,0.9771558046340942,1,3
696,0.000545634247828275,8,1
697,0.00013033272989559919,8,1
698,4.8083489673445e-05,11,1
699,0.000103405473055318,8,1
700,0.0002898454258684069,7,1
701,0.0002522834111005068,9,1
702,0.00013803037290927023,7,1
703,0.00013380666496232152,9,1
704,9.62379272095859e-05,8,1
705,0.00024091603700071573,7,1
706,3.1416831916430965e-05,14,1
707,0.00020173989469185472,9,1
708,0.011160134337842464,6,1
709,0.01785949058830738,5,1
710,0.00036717296461574733,7,1
711,0.0019364171894267201,7,1
712,0.9995123744010925,1,6
713,0.9984656572341919,1,6
714,0.9970864653587341,1,4
715,0.99906325340271,1,5
716,0.0004461882926989347,9,1
717,0.000410449254559353,7,1
718,0.00022429885575547814,10,1
719,0.00024992157705128193,10,1
720,0.9573948383331299,1,3
721,0.9059546589851379,1,3
722,0.9970712065696716,1,3
723,0.9468730688095093,1,2
724,0.14678752422332764,3,1
725,0.008566251024603844,5,1
726,0.005913844332098961,4,1
727,0.007357362657785416,5,1
728,0.9321928024291992,1,3
729,0.9898484945297241,1,5
730,0.9560257792472839,1,3
731,0.9672790169715881,1,3
732,0.0021609733812510967,9,1
733,0.000731467385776341,9,1
734,0.008248137310147285,7,1
735,0.011602607555687428,7,1
736,0.996468186378479,1,5
737,0.994106650352478,1,5
738,0.9984732270240784,1,4
739,0.9984029531478882,1,5
740,0.0004461882926989347,9,1
741,0.000410449254559353,7,1
742,0.00022429885575547814,10,1
743,0.00024992157705128193,10,1
744,0.9573948383331299,1,3
745,0.9059546589851379,1,3
746,0.9970712065696716,1,3
747,0.9468730688095093,1,2
748,0.14678752422332764,3,1
749,0.008566251024603844,5,1
750,0.005913844332098961,4,1
751,0.007357362657785416,5,1
752,0.9321928024291992,1,3
753,0.9898484945297241,1,5
754,0.9560257792472839,1,3
755,0.9672790169715881,1,3
756,0.0021609733812510967,9,1
757,0.000731467385776341,9,1
758,0.008248137310147285,7,1
759,0.011602607555687428,7,1
760,0.9919195175170898,1,3
761,0.9994586110115051,1,3
762,0.9690649509429932,1,3
763,0.9922682642936707,1,3
764,0.002225099364295602,6,1
765,0.001786199864000082,5,1
766,0.0002986981417052448,8,1
767,0.00016269191110040992,9,1
768,0.025088518857955933,5,1
769,0.004287987016141415,5,1
770,0.0015870151109993458,7,1
771,0.0004703823069576174,7,1
772,0.8132032155990601,2,3
773,0.9400457143783569,1,3
774,0.9830112457275391,1,3
775,0.09719560295343399,3,1
776,0.9892014265060425,1,4
777,0.9996817708015442,1,5
778,0.9774115085601807,1,4
779,0.9996088147163391,1,5
780,0.005759520921856165,6,1
781,0.0013626170111820102,8,1
782,0.00034762528957799077,9,1
783,7.273606752278283e-05,12,1
784,0.0008518414688296616,8,1
785,0.0001532530295662582,11,1
786,0.0008340177591890097,8,1
787,4.646169691113755e-05,15,1
788,0.0002466153528075665,11,1
789,4.952570088789798e-05,13,1
790,5.033937850384973e-05,12,1
791,1.9222836272092536e-05,14,1
792,0.035347066819667816,6,2
793,0.02724558673799038,5,2
794,0.0031955039594322443,7,1
795,0.00010053300502477214,12,1
796,0.45715704560279846,3,2
797,0.9932083487510681,1,4
798,0.9254380464553833,1,3
799,0.9974017143249512,1,4
800,0.9789746403694153,1,3
801,0.9920458793640137,1,3
802,0.9756190776824951,1,3
803,0.9846990704536438,1,3
804,0.000592694734223187,10,1
805,0.00014451210154220462,12,1
806,0.006868035066872835,6,1
807,0.00012016512482659891,13,1
808,0.0011876551434397697,7,1
809,4.4705688196700066e-05,10,1
810,0.00014458953228313476,10,1
811,1.566305581945926e-05,14,1
812,0.0009019231656566262,7,1
813,0.007547114510089159,5,1
814,0.0009243179811164737,7,1
815,0.011340023018419743,5,1
816,0.2830027639865875,2,1
817,0.9977943301200867,1,4
818,0.04054955020546913,4,1
819,0.9966252446174622,1,4
820,0.0015836983220651746,7,1
821,0.6325176358222961,1,2
822,0.020252520218491554,4,1
823,0.14031371474266052,3,1
824,0.1736050248146057,3,1
825,0.9948948621749878,1,4
826,0.07726854830980301,3,1
827,0.9960787296295166,1,4
828,0.005759520921856165,6,1
829,0.0013626170111820102,8,1
830,0.00034762528957799077,9,1
831,7.273606752278283e-05,12,1
832,0.0008518414688296616,8,1
833,0.0001532530295662582,11,1
834,0.0008340177591890097,8,1
835,4.646169691113755e-05,15,1
836,0.0002466153528075665,11,1
837,4.952570088789798e-05,13,1
838,5.033937850384973e-05,12,1
839,1.9222836272092536e-05,14,1
840,0.035347066819667816,6,2
841,0.02724558673799038,5,2
842,0.0031955039594322443,7,1
843,0.00010053300502477214,12,1
844,0.45715704560279846,3,2
845,0.9932083487510681,1,4
846,0.9254380464553833,1,3
847,0.9974017143249512,1,4
848,0.9789746403694153,1,3
849,0.9920458793640137,1,3
850,0.9756190776824951,1,3
851,0.9846990704536438,1,3
852,0.000592694734223187,10,1
853,0.00014451210154220462,12,1
854,0.006868035066872835,6,1
855,0.00012016512482659891,13,1
856,0.0011876551434397697,7,1
857,4.4705688196700066e-05,10,1
858,0.00014458953228313476,10,1
859,1.566305581945926e-05,14,1
860,0.0009019231656566262,7,1
861,0.007547114510089159,5,1
862,0.0009243179811164737,7,1
863,0.011340023018419743,5,1
864,0.2830027639865875,2,1
865,0.9977943301200867,1,4
866,0.04054955020546913,4,1
867,0.9966252446174622,1,4
868,0.0015836983220651746,7,1
869,0.6325176358222961,1,2
870,0.020252520218491554,4,1
871,0.14031371474266052,3,1
872,0.003479287726804614,6,1
873,0.08653732389211655,3,1
874,0.0022020984906703234,7,1
875,0.15286538004875183,3,1
876,0.005759520921856165,6,1
877,0.0013626170111820102,8,1
878,0.00034762528957799077,9,1
879,7.273606752278283e-05,12,1
880,0.0008518414688296616,8,1
881,0.0001532530295662582,11,1
882,0.0008340177591890097,8,1
883,4.646169691113755e-05,15,1
884,0.0002466153528075665,11,1
885,4.952570088789798e-05,13,1
886,5.033937850384973e-05,12,1
887,1.9222836272092536e-05,14,1
888,0.035347066819667816,6,2
889,0.02724558673799038,5,2
890,0.0031955039594322443,7,1
891,0.00010053300502477214,12,1
892,0.45715704560279846,3,2
893,0.9932083487510681,1,4
