idx,p_yes,rank_yes,rank_no
210,0.9999449849128723,1,2
211,0.9999998807907104,1,2
212,3.7800180763269964e-08,7,1
213,2.5783435830817325e-08,4,1
214,1.700061247333906e-08,9,1
215,1.057604670506862e-09,8,1
216,2.3891087153060653e-07,5,1
217,1.0734265032397161e-08,6,1
218,2.6257775953553164e-09,8,1
219,1.6099838129335353e-09,6,1
220,5.0731028267136935e-08,7,1
221,7.329495588237478e-08,2,1
222,3.1476968587185183e-08,8,1
223,3.945775706171162e-09,7,1
224,3.967956629935543e-09,11,1
225,2.2810409117113295e-09,6,1
226,1.8934709355988844e-09,10,1
227,1.1653306097869631e-09,7,1
228,2.5047665275224062e-08,7,1
229,1.077152589346042e-09,6,1
230,5.735025232489477e-10,9,1
231,6.460397772301008e-10,6,1
232,1.8740398672889569e-06,3,1
233,7.632365850440692e-08,3,1
234,1.3888607952594612e-07,5,1
235,1.5280873455481014e-08,6,1
236,1.810791036405135e-05,3,1
237,0.013836320489645004,2,1
238,1.1703428981491015e-06,3,1
239,0.02314426563680172,2,1
240,2.4232296169657275e-08,6,1
241,3.671888570977444e-09,6,1
242,1.861482856746477e-09,9,1
243,1.445461195181963e-09,6,1
244,1.0,1,4
245,1.0,1,4
246,1.0,1,3
247,1.0,1,4
248,3.7800180763269964e-08,7,1
249,2.5783435830817325e-08,4,1
250,1.700061247333906e-08,9,1
251,1.057604670506862e-09,8,1
252,2.3891087153060653e-07,5,1
253,1.0734265032397161e-08,6,1
254,2.6257775953553164e-09,8,1
255,1.6099838129335353e-09,6,1
256,5.0731028267136935e-08,7,1
257,7.329495588237478e-08,2,1
258,3.1476968587185183e-08,8,1
259,3.945775706171162e-09,7,1
260,3.967956629935543e-09,11,1
261,2.2810409117113295e-09,6,1
262,1.8934709355988844e-09,10,1
263,1.1653306097869631e-09,7,1
264,2.5047665275224062e-08,7,1
265,1.077152589346042e-09,6,1
266,5.735025232489477e-10,9,1
267,6.460397772301008e-10,6,1
268,1.8740398672889569e-06,3,1
269,7.632365850440692e-08,3,1
270,1.3888607952594612e-07,5,1
271,1.5280873455481014e-08,6,1
272,1.810791036405135e-05,3,1
273,0.013836320489645004,2,1
274,1.1703428981491015e-06,3,1
275,0.02314426563680172,2,1
276,2.4232296169657275e-08,6,1
277,3.671888570977444e-09,6,1
278,1.861482856746477e-09,9,1
279,1.445461195181963e-09,6,1
280,0.9999923706054688,1,2
281,0.9999948143959045,1,2
282,0.9999588131904602,1,2
283,0.9999931454658508,1,2
284,0.0017443549586459994,2,1
285,1.4931297300790902e-06,3,1
286,4.623872769116133e-07,3,1
287,7.46945545415656e-08,2,1
288,8.235073067908161e-08,4,1
289,1.365451485213498e-08,8,1
290,1.6231817667744508e-08,8,1
291,9.965877012518831e-09,8,1
292,3.7247027648845688e-06,4,1
293,1.5189684745564591e-06,3,1
294,2.960217102554452e-07,4,1
295,9.284759983074764e-08,5,1
296,6.562945600308012e-07,3,1
297,2.8111847427680914e-07,3,1
298,8.999136724696655e-08,4,1
299,4.3185231390907575e-08,6,1
300,2.003601373701258e-08,7,1
301,1.427124800557067e-07,5,1
302,2.4967773626372036e-08,8,1
303,1.4115201452113979e-08,8,1
304,2.569549224062939e-06,4,1
305,2.3700241058577376e-07,3,1
306,2.8229743520569173e-07,4,1
307,6.961051468579171e-08,4,1
308,2.3263257844519103e-06,3,1
309,3.978443146479549e-06,2,1
310,4.7925818869032355e-09,7,1
311,3.5356553240717403e-09,6,1
312,9.54794927565672e-07,3,1
313,2.3953600702952826e-07,3,1
314,1.2050119835294026e-07,4,1
315,5.027464666795822e-08,5,1
316,6.290068199632515e-08,3,1
317,1.1805624211547183e-07,3,1
318,1.0506508552055038e-08,9,1
319,7.524719514151457e-09,9,1
320,1.0,1,3
321,1.0,1,4
322,1.0,1,4
323,1.0,1,5
324,0.0017443549586459994,2,1
325,1.4931297300790902e-06,3,1
326,4.623872769116133e-07,3,1
327,7.46945545415656e-08,2,1
328,8.235073067908161e-08,4,1
329,1.365451485213498e-08,8,1
330,1.6231817667744508e-08,8,1
331,9.965877012518831e-09,8,1
332,3.7247027648845688e-06,4,1
333,1.5189684745564591e-06,3,1
334,2.960217102554452e-07,4,1
335,9.284759983074764e-08,5,1
336,6.562945600308012e-07,3,1
337,2.8111847427680914e-07,3,1
338,8.999136724696655e-08,4,1
339,4.3185231390907575e-08,6,1
340,2.003601373701258e-08,7,1
341,1.427124800557067e-07,5,1
342,2.4967773626372036e-08,8,1
343,1.4115201452113979e-08,8,1
344,2.569549224062939e-06,4,1
345,2.3700241058577376e-07,3,1
346,2.8229743520569173e-07,4,1
347,6.961051468579171e-08,4,1
348,2.3263257844519103e-06,3,1
349,3.978443146479549e-06,2,1
350,4.7925818869032355e-09,7,1
351,3.5356553240717403e-09,6,1
352,9.54794927565672e-07,3,1
353,2.3953600702952826e-07,3,1
354,1.2050119835294026e-07,4,1
355,5.027464666795822e-08,5,1
356,6.290068199632515e-08,3,1
357,1.1805624211547183e-07,3,1
358,1.0506508552055038e-08,9,1
359,7.524719514151457e-09,9,1
360,1.0,1,3
361,1.0,1,5
362,1.0,1,5
363,1.0,1,6
364,6.882407433295157e-06,3,1
365,6.223334025889926e-08,3,1
366,2.863972667910275e-06,2,1
367,2.872052959901339e-07,3,1
368,2.553772674218635e-06,4,1
369,1.512423253302586e-08,5,1
370,2.179739233554301e-08,7,1
371,5.605703901068182e-09,6,1
372,1.0255354787602755e-08,6,1
373,2.1687274198711748e-09,6,1
374,3.5127338815499343e-09,5,1
375,1.8027282999710792e-09,7,1
376,1.0,1,3
377,1.0,1,6
378,1.0,1,2
379,1.0,1,6
380,6.514364159215802e-09,10,1
381,6.647350403454766e-08,4,1
382,9.5673069466784e-09,9,1
383,1.5025527488887747e-08,8,1
384,3.157886112603592e-07,4,1
385,2.9913940124970395e-07,3,1
386,1.4618454891035526e-08,9,1
387,2.394637199643057e-08,6,1
388,1.6818265891060946e-08,10,1
389,1.1456814164034768e-08,8,1
390,1.4087007116359018e-09,10,1
391,2.068352822348629e-09,9,1
392,1.2360148460288656e-09,9,1
393,2.902792450854008e-09,9,1
394,5.459638852123305e-10,9,1
395,7.395687950939589e-10,9,1
396,1.0,1,4
397,1.0,1,3
398,1.0,1,3
399,1.0,1,2
400,9.929548383524889e-08,6,1
401,8.017025976414516e-08,2,1
402,4.878459236579147e-08,8,1
403,4.5223469413713246e-08,3,1
404,2.415693600710256e-08,3,1
405,6.239450556222437e-08,2,1
406,3.561578587607528e-09,7,1
407,1.333795296432072e-08,3,1
408,9.617055241051276e-08,5,1
409,1.9646424220809422e-07,3,1
410,2.2448475078817864e-08,8,1
411,4.6177124346513665e-08,2,1
412,0.9933740496635437,1,3
413,0.1569843292236328,2,1
414,7.622161774634151e-06,3,1
415,2.221998784079915e-06,3,1
416,0.9997908473014832,1,2
417,1.0,1,4
418,1.0,1,5
419,1.0,1,4
420,3.720423046615906e-05,2,1
421,6.207974365679547e-06,2,1
422,1.039327457874606e-06,2,1
423,1.3519398578409891e-07,2,1
424,9.380038967776727e-09,9,1
425,3.1447910942006274e-09,8,1
426,2.1143189421479747e-09,8,1
427,1.0383462978325042e-09,8,1
428,1.8214919350612035e-07,7,1
429,2.3066807131044698e-08,10,1
430,1.9554828867285323e-08,9,1
431,6.213938696930654e-09,9,1
432,1.6167888361451332e-08,6,1
433,1.4768584577495858e-08,4,1
434,9.825003033370194e-09,7,1
435,7.967630999416997e-09,6,1
436,3.743912202480715e-08,4,1
437,4.3467018429055315e-08,3,1
438,4.953502941162924e-09,6,1
439,1.7571869515009553e-09,8,1
440,2.900170784414513e-06,2,1
441,2.5139328840850794e-07,2,1
442,1.9136783180329076e-07,3,1
443,8.092735725995226e-08,2,1
444,3.845548519620934e-07,4,1
445,7.395596668402504e-08,2,1
446,1.3529282227864314e-07,3,1
447,1.4452001373399526e-08,5,1
448,2.3572644280989152e-08,5,1
449,3.456785435673737e-08,3,1
450,1.0888425272526092e-08,7,1
451,4.41789627103617e-09,7,1
452,1.0,1,5
453,1.0,1,6
454,1.0,1,2
455,1.0,1,5
456,3.720423046615906e-05,2,1
457,6.207974365679547e-06,2,1
458,1.039327457874606e-06,2,1
459,1.3519398578409891e-07,2,1
460,9.380038967776727e-09,9,1
461,3.1447910942006274e-09,8,1
462,2.1143189421479747e-09,8,1
463,1.0383462978325042e-09,8,1
464,1.8214919350612035e-07,7,1
465,2.3066807131044698e-08,10,1
466,1.9554828867285323e-08,9,1
467,6.213938696930654e-09,9,1
468,1.6167888361451332e-08,6,1
469,1.4768584577495858e-08,4,1
470,9.825003033370194e-09,7,1
471,7.967630999416997e-09,6,1
472,3.743912202480715e-08,4,1
473,4.3467018429055315e-08,3,1
474,4.953502941162924e-09,6,1
475,1.7571869515009553e-09,8,1
476,2.900170784414513e-06,2,1
477,2.5139328840850794e-07,2,1
478,1.9136783180329076e-07,3,1
479,8.092735725995226e-08,2,1
480,3.845548519620934e-07,4,1
481,7.395596668402504e-08,2,1
482,1.3529282227864314e-07,3,1
483,1.4452001373399526e-08,5,1
484,2.3572644280989152e-08,5,1
485,3.456785435673737e-08,3,1
486,1.0888425272526092e-08,7,1
487,4.41789627103617e-09,7,1
488,0.9999916553497314,1,2
489,1.0,1,5
490,1.0,1,3
491,1.0,1,6
492,6.153214826554176e-08,4,1
493,4.9500211929398574e-08,2,1
494,1.7213649172731493e-08,8,1
495,1.0898171254325462e-08,7,1
496,4.4017469917889684e-05,2,1
497,2.0398717026637314e-07,2,1
498,3.852139585092118e-08,2,1
499,2.090451811653793e-09,4,1
500,1.638120352254191e-06,4,1
501,2.615782932480215e-07,4,1
502,3.26662245697662e-07,3,1
503,3.486370658833948e-08,5,1
504,1.1035811553483654e-07,6,1
505,6.319362455542432e-08,4,1
506,2.524984665797092e-08,8,1
507,8.931651862553736e-09,8,1
508,0.9999998807907104,1,2
509,0.0009839616250246763,2,1
510,0.9999997615814209,1,2
511,0.7350966930389404,1,2
512,4.642253514930417e-08,5,1
513,9.44908435940306e-08,3,1
514,6.905438887372384e-09,4,1
515,5.177701822844938e-08,2,1
516,7.2610468748735e-09,9,1
517,3.702327333598987e-08,3,1
518,2.148450528594026e-09,10,1
519,1.373137603621899e-08,4,1
520,1.903693869209633e-09,6,1
521,5.7450240120715534e-09,4,1
522,1.5957007937217327e-09,5,1
523,4.20197920902865e-09,4,1
524,0.9999998807907104,1,2
525,1.0,1,3
526,1.0,1,4
527,1.0,1,5
528,4.149247612161844e-09,11,1
529,1.917128678030622e-09,9,1
530,3.0319280419632832e-09,11,1
531,3.728154673865447e-09,6,1
532,0.00048458410310558975,3,2
533,7.262991061907087e-07,3,1
534,7.994394763954915e-07,4,1
535,3.554122685045513e-08,5,1
536,0.0002142447337973863,2,1
537,4.781345523952041e-07,3,1
538,1.5522843455073598e-08,7,1
539,1.1607637517840885e-08,4,1
540,6.86952660089446e-07,5,1
541,1.4309397329270723e-06,6,1
542,2.8675255947518963e-08,8,1
543,2.45133179532786e-07,3,1
544,1.5070905874381424e-06,5,1
545,1.0619394430477769e-07,5,1
546,2.4460206304866006e-08,8,1
547,9.978449178049686e-09,6,1
548,5.551809678649988e-09,10,1
549,1.8100809739962642e-09,7,1
550,6.602736690730637e-10,11,1
551,9.775108500420515e-10,7,1
552,1.0,1,4
553,1.0,1,5
554,1.0,1,2
555,1.0,1,5
556,4.149247612161844e-09,11,1
557,1.917128678030622e-09,9,1
558,3.0319280419632832e-09,11,1
559,3.728154673865447e-09,6,1
560,0.00048458410310558975,3,2
561,7.262991061907087e-07,3,1
562,7.994394763954915e-07,4,1
563,3.554122685045513e-08,5,1
564,0.0002142447337973863,2,1
565,4.781345523952041e-07,3,1
566,1.5522843455073598e-08,7,1
567,1.1607637517840885e-08,4,1
568,6.86952660089446e-07,5,1
569,1.4309397329270723e-06,6,1
570,2.8675255947518963e-08,8,1
571,2.45133179532786e-07,3,1
572,1.5070905874381424e-06,5,1
573,1.0619394430477769e-07,5,1
574,2.4460206304866006e-08,8,1
575,9.978449178049686e-09,6,1
576,5.551809678649988e-09,10,1
577,1.8100809739962642e-09,7,1
578,6.602736690730637e-10,11,1
579,9.775108500420515e-10,7,1
580,1.0,1,2
581,1.0,1,5
582,1.0,1,2
583,1.0,1,5
584,2.70655655185692e-05,3,1
585,9.45071442401968e-05,3,1
586,2.9312084848243103e-07,4,1
587,1.796878564164217e-06,3,1
588,1.9388080545468256e-05,3,1
589,0.00020522726117633283,2,1
590,9.412250960849633e-07,3,1
591,1.5685674270571326e-06,3,1
592,3.943183912724635e-07,2,1
593,5.837528078700416e-05,2,1
594,8.225418923757388e-08,3,1
595,1.1795228260780277e-07,2,1
596,7.154945080856123e-08,4,1
597,2.0275754764043086e-07,2,1
598,3.0040006038234424e-08,5,1
599,2.820711308970658e-08,5,1
600,7.688618808288084e-08,2,1
601,8.087519631772011e-08,2,1
602,3.674803350506295e-09,4,1
603,4.454253410557385e-09,4,1
604,1.1266167376788871e-07,8,1
605,5.076734623798984e-07,5,1
606,2.2434988977693138e-08,10,1
607,3.723957320289628e-08,8,1
608,1.0,1,4
609,1.0,1,5
610,1.0,1,4
611,1.0,1,4
612,2.70655655185692e-05,3,1
613,9.45071442401968e-05,3,1
614,2.9312084848243103e-07,4,1
615,1.796878564164217e-06,3,1
616,1.9388080545468256e-05,3,1
617,0.00020522726117633283,2,1
618,9.412250960849633e-07,3,1
619,1.5685674270571326e-06,3,1
620,3.943183912724635e-07,2,1
621,5.837528078700416e-05,2,1
622,8.225418923757388e-08,3,1
623,1.1795228260780277e-07,2,1
624,7.154945080856123e-08,4,1
625,2.0275754764043086e-07,2,1
626,3.0040006038234424e-08,5,1
627,2.820711308970658e-08,5,1
628,7.688618808288084e-08,2,1
629,8.087519631772011e-08,2,1
630,3.674803350506295e-09,4,1
631,4.454253410557385e-09,4,1
632,1.1266167376788871e-07,8,1
633,5.076734623798984e-07,5,1
634,2.2434988977693138e-08,10,1
635,3.723957320289628e-08,8,1
636,0.0002338841586606577,2,1
637,0.9998281002044678,1,2
638,1.0,1,5
639,1.0,1,4
640,7.711864924431211e-09,6,1
641,8.987800503845733e-10,6,1
642,5.0945492269249826e-09,9,1
643,6.281153375198301e-10,6,1
644,8.92890099635224e-08,9,1
645,8.80317045925949e-08,6,1
646,5.0672831264364504e-08,7,1
647,1.936682281211688e-08,8,1
648,5.748097464675084e-08,6,1
649,1.4811242010637216e-07,4,1
650,9.281166768460025e-08,4,1
651,1.8482278818510167e-08,7,1
652,2.8662951123692437e-08,7,1
653,6.690403342446416e-09,6,1
654,1.886662381878068e-08,4,1
655,3.289702288356011e-09,8,1
656,6.508346359623829e-07,4,1
657,8.135947382470476e-08,2,1
658,9.331221662023381e-08,6,1
659,1.061046273065358e-08,4,1
660,1.4247560784497182e-06,6,1
661,4.161414835834876e-06,5,1
662,1.3549659172440442e-07,7,1
663,1.9507440995880643e-08,6,1
664,1.0,1,6
665,1.0,1,7
666,1.0,1,4
667,1.0,1,6
668,7.711864924431211e-09,6,1
669,8.987800503845733e-10,6,1
670,5.0945492269249826e-09,9,1
671,6.281153375198301e-10,6,1
672,8.92890099635224e-08,9,1
673,8.80317045925949e-08,6,1
674,5.0672831264364504e-08,7,1
675,1.936682281211688e-08,8,1
676,5.748097464675084e-08,6,1
677,1.4811242010637216e-07,4,1
678,9.281166768460025e-08,4,1
679,1.8482278818510167e-08,7,1
680,2.8662951123692437e-08,7,1
681,6.690403342446416e-09,6,1
682,1.886662381878068e-08,4,1
683,3.289702288356011e-09,8,1
684,6.508346359623829e-07,4,1
685,8.135947382470476e-08,2,1
686,9.331221662023381e-08,6,1
687,1.061046273065358e-08,4,1
688,1.4247560784497182e-06,6,1
689,4.161414835834876e-06,5,1
690,1.3549659172440442e-07,7,1
691,1.9507440995880643e-08,6,1
692,1.0,1,3
693,0.9999998807907104,1,2
694,1.0,1,2
695,0.9999840259552002,1,2
696,2.2410182154430913e-08,7,1
697,3.2799363225421985e-08,2,1
698,1.4499600631268095e-08,5,1
699,9.919622456777688e-09,4,1
700,1.616221290134945e-08,6,1
701,7.555221337440798e-09,4,1
702,1.6949316394843095e-09,7,1
703,3.0440212572813152e-09,4,1
704,1.3437565726803768e-08,6,1
705,8.255165440118617e-09,5,1
706,2.4912008012023534e-09,8,1
707,3.144940752264347e-09,7,1
708,9.98083251602111e-08,3,1
709,7.964228529999673e-07,2,1
710,1.6016507231597643e-08,3,1
711,5.229200894518726e-08,2,1
712,1.0,1,9
713,1.0,1,7
714,1.0,1,7
715,1.0,1,7
716,7.497646947740577e-08,5,1
717,1.4216930743771172e-08,8,1
718,4.371993878038438e-09,10,1
719,3.904704115598179e-09,8,1
720,0.01874978095293045,2,1
721,2.5378349164384417e-05,3,1
722,2.103652363416586e-08,5,1
723,1.4598758468764572e-07,3,1
724,2.2633649621184304e-08,8,1
725,4.087905569605255e-09,8,1
726,1.0909665393299406e-09,10,1
727,1.3865197878715207e-09,7,1
728,0.27008751034736633,2,1
729,0.9999875426292419,1,2
730,1.9652430637506768e-05,2,1
731,0.025602111592888832,2,1
732,1.168871932577531e-07,15,1
733,6.567588428652016e-08,11,1
734,6.534377661182589e-08,10,1
735,2.0479214768442944e-08,7,1
736,1.0,1,5
737,0.9999999403953552,1,4
738,1.0,1,4
739,1.0,1,5
740,7.497646947740577e-08,5,1
741,1.4216930743771172e-08,8,1
742,4.371993878038438e-09,10,1
743,3.904704115598179e-09,8,1
744,0.01874978095293045,2,1
745,2.5378349164384417e-05,3,1
746,2.103652363416586e-08,5,1
747,1.4598758468764572e-07,3,1
748,2.2633649621184304e-08,8,1
749,4.087905569605255e-09,8,1
750,1.0909665393299406e-09,10,1
751,1.3865197878715207e-09,7,1
752,0.27008751034736633,2,1
753,0.9999875426292419,1,2
754,1.9652430637506768e-05,2,1
755,0.025602111592888832,2,1
756,1.168871932577531e-07,15,1
757,6.567588428652016e-08,11,1
758,6.534377661182589e-08,10,1
759,2.0479214768442944e-08,7,1
760,1.0,1,3
761,1.0,1,6
762,1.0,1,4
763,1.0,1,6
764,1.416112951346804e-07,3,1
765,2.1771461078401444e-08,3,1
766,1.2113482661391117e-08,6,1
767,7.581320460303687e-09,4,1
768,1.6593801319686463e-06,4,1
769,6.373809924298257e-08,5,1
770,9.518056742763292e-08,5,1
771,3.1590221993837986e-08,3,1
772,0.0024149504024535418,2,1
773,7.997359716682695e-06,2,1
774,1.8809025448263128e-08,4,1
775,1.2554703054945549e-08,3,1
776,1.0,1,5
777,0.9999990463256836,1,2
778,1.0,1,5
779,0.9999486804008484,1,2
780,8.305158189614303e-06,3,1
781,1.1695065893491119e-07,3,1
782,2.7179708013136405e-06,2,1
783,1.6058372693805723e-06,2,1
784,8.826840058873131e-08,5,1
785,1.9047737609412252e-08,3,1
786,7.168751814390362e-09,6,1
787,3.47322171023734e-08,2,1
788,7.092916831652474e-08,2,1
789,6.200819413493264e-09,4,1
790,1.8539189738930872e-08,7,1
791,2.3641024693432655e-09,6,1
792,0.00012767745647579432,3,1
793,2.7090971343568526e-05,2,1
794,3.2468170729771373e-07,5,1
795,1.693915265832402e-07,2,1
796,0.4683536887168884,2,1
797,0.8367781639099121,1,2
798,0.9986175894737244,1,2
799,0.2601926028728485,2,1
800,0.9999995231628418,1,2
801,1.0,1,4
802,1.0,1,6
803,1.0,1,5
804,1.8737662088597062e-08,7,1
805,3.812454796303655e-09,6,1
806,0.0002531235513743013,2,1
807,1.7648670791459153e-07,3,1
808,9.671597211990957e-08,5,1
809,7.252949796310304e-09,5,1
810,1.4678158244407769e-08,7,1
811,1.0081869561417989e-08,5,1
812,1.421652218169811e-08,4,1
813,2.5290622929219353e-08,2,1
814,0.9979444146156311,1,2
815,9.189735283143818e-05,2,1
816,2.170877905882662e-06,2,1
817,0.800092339515686,1,2
818,0.0028039016760885715,2,1
819,0.9978762865066528,1,2
820,2.0010270773695993e-08,5,1
821,0.999998927116394,1,2
822,1.7209845282195602e-07,3,1
823,0.8885515332221985,1,2
824,0.9996808171272278,1,2
825,0.9493482112884521,1,2
826,1.0,1,2
827,0.9727213382720947,1,2
828,8.305158189614303e-06,3,1
829,1.1695065893491119e-07,3,1
830,2.7179708013136405e-06,2,1
831,1.6058372693805723e-06,2,1
832,8.826840058873131e-08,5,1
833,1.9047737609412252e-08,3,1
834,7.168751814390362e-09,6,1
835,3.47322171023734e-08,2,1
836,7.092916831652474e-08,2,1
837,6.200819413493264e-09,4,1
838,1.8539189738930872e-08,7,1
839,2.3641024693432655e-09,6,1
840,0.00012767745647579432,3,1
841,2.7090971343568526e-05,2,1
842,3.2468170729771373e-07,5,1
843,1.693915265832402e-07,2,1
844,0.4683536887168884,2,1
845,0.8367781639099121,1,2
846,0.9986175894737244,1,2
847,0.2601926028728485,2,1
848,0.9999995231628418,1,2
849,1.0,1,4
