run_name,overall,total_illegal_ratio,mammal,animal,hardware item,musical,electronic device,furniture,car part,footwear,vehicle,watercraft,seafood,weapon,piece of jewelry,plant,garden tool,source of light,protective clothing item,item of clothing,drink,medical equipment,headwear,toy,personal hygiene item,game,outerwear,clothing accessory,sports equipment,insect,school supply,construction equipment,container,scientific equipment,breakfast food,food,fruit,piece of women's clothing,condiment,sea animal,home decor item,safety equipment,office supply item,fastener,arts and crafts item,vegetable,dessert,tool,candy,kitchen appliance,body part,farm animal,bird,kitchen tool,home appliance
align-dinov2+1b-things+hyp-abl30-42-random,0.995004873294347,0.0,1.0,1.0,0.981042654028436,1.0,0.9949494949494948,1.0,0.9847328244274808,1.0,1.0,1.0,1.0,0.9938271604938272,0.9883720930232558,1.0,1.0,0.991869918699187,1.0,1.0,1.0,0.9944444444444444,1.0,1.0,1.0,0.9859154929577464,1.0,0.9929078014184396,0.995967741935484,1.0,1.0,0.9848484848484848,0.9806949806949808,0.978494623655914,0.9917355371900828,1.0,0.992063492063492,1.0,0.9903846153846154,0.9807692307692308,0.9883720930232558,1.0,1.0,1.0,0.9883040935672516,1.0,0.9934640522875816,0.9953271028037384,1.0,0.9917355371900828,0.9888888888888888,0.9891304347826086,1.0,0.9805825242718448,0.9930555555555556
align-siglip+1b-things+hyp-abl90-218-random,0.9898373983739838,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,0.9285714285714286,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.9375,,1.0,1.0,1.0,1.0,,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.9,1.0,1.0,1.0,1.0
align-siglip+1b-things+hyp-abl50-42-random,0.9981957600360848,0.0,1.0,1.0,0.9917355371900828,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.989010989010989,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9871794871794872,1.0,1.0,1.0,1.0,1.0,1.0,0.9726027397260274,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9912280701754386,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9830508474576272,0.9848484848484848
align-siglip+500m-things+hyp-abl50-42-random,0.9959404600811907,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9302325581395348,1.0,1.0,1.0,1.0,1.0,0.9878048780487804,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9743589743589745,0.9876543209876544,1.0,1.0,1.0,1.0,1.0,0.9863013698630136,0.9901477832512317,0.9253731343283582,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.984126984126984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9661016949152542,1.0
align-dinov2+500m-things+hyp-abl30-7-random,0.9908625730994152,0.0,0.9950738916256158,0.9973821989528796,0.976303317535545,0.9738562091503268,0.98989898989899,1.0,0.9770992366412212,0.981981981981982,0.991869918699187,0.9852941176470588,1.0,0.9876543209876544,0.9767441860465116,1.0,1.0,0.991869918699187,0.9905660377358492,1.0,0.9855072463768116,0.9833333333333332,1.0,0.9850746268656716,0.986206896551724,0.9788732394366196,0.9921259842519684,0.9858156028368794,0.9919354838709676,0.9906542056074766,0.9925925925925926,0.9924242424242424,0.9884169884169884,0.989247311827957,1.0,0.9982046678635548,0.984126984126984,0.9925925925925926,0.9903846153846154,1.0,0.994186046511628,1.0,1.0,0.9915966386554622,0.9766081871345028,0.9921259842519684,0.9869281045751634,0.985981308411215,1.0,1.0,0.9888888888888888,1.0,1.0,0.9805825242718448,0.9791666666666666
align-dinov2+500m-things+hyp-abl10-218-random,0.9921217683952884,0.0,1.0,1.0,0.9772079772079773,0.9914893617021276,0.9933554817275748,0.99581589958159,0.9901960784313726,1.0,1.0,0.9777777777777776,1.0,0.9766536964980544,0.9822485207100592,0.9923076923076924,0.9930555555555556,1.0,0.9870967741935484,0.9953917050691244,0.9906103286384976,0.990909090909091,0.9937106918238994,0.991304347826087,0.9895287958115184,0.9842105263157894,0.994475138121547,0.9815668202764976,0.9774011299435028,1.0,0.9906542056074766,0.9906542056074766,0.9872448979591836,0.985781990521327,1.0,0.998803827751196,1.0,0.9861751152073732,0.9936305732484076,0.9798994974874372,1.0,0.9948717948717948,0.993975903614458,1.0,0.9959514170040484,1.0,0.9911111111111112,0.989247311827957,0.9902912621359224,1.0,0.968503937007874,1.0,0.996268656716418,0.989010989010989,0.9831932773109244
align-dinov2+1b-things+hyp-abl30-218-random,0.993664717348928,0.0,1.0,1.0,0.995260663507109,0.9803921568627452,0.98989898989899,0.993006993006993,0.9923664122137404,0.990990990990991,1.0,0.9852941176470588,1.0,0.9814814814814816,0.9883720930232558,1.0,1.0,0.991869918699187,0.981132075471698,1.0,0.9710144927536232,1.0,0.9910714285714286,0.9925373134328358,1.0,0.9929577464788732,0.9921259842519684,1.0,0.9919354838709676,0.9906542056074766,1.0,0.9924242424242424,0.9806949806949808,1.0,1.0,1.0,0.992063492063492,1.0,1.0,1.0,0.994186046511628,1.0,1.0,0.9915966386554622,0.9883040935672516,1.0,1.0,0.9813084112149532,0.9824561403508772,1.0,0.9777777777777776,1.0,1.0,0.9805825242718448,0.9861111111111112
align-dinov2+500m-things+hyp-abl10-42-random,0.9925042068227016,0.0,1.0,1.0,0.9886039886039886,1.0,0.9900332225913622,1.0,0.9950980392156864,1.0,0.99438202247191,0.9944444444444444,1.0,0.9766536964980544,0.9763313609467456,1.0,1.0,0.9901960784313726,0.9870967741935484,0.9976958525345622,0.9906103286384976,0.9818181818181818,1.0,0.9739130434782608,0.9790575916230366,0.9736842105263158,1.0,0.9815668202764976,0.9774011299435028,1.0,0.9953271028037384,0.9813084112149532,0.9897959183673468,0.995260663507109,1.0,1.0,0.995575221238938,0.9907834101382488,1.0,0.9899497487437184,0.9923664122137404,0.9846153846153848,0.993975903614458,0.9882352941176472,0.9959514170040484,1.0,1.0,0.9865591397849462,0.9951456310679612,1.0,0.9763779527559056,0.9939024390243902,0.996268656716418,0.989010989010989,0.9915966386554622
align-dinov2+500m-things+hyp-abl10-7-random,0.9944928866452502,0.0,1.0,1.0,0.9857549857549858,1.0,0.9933554817275748,0.99581589958159,1.0,1.0,1.0,1.0,1.0,0.9688715953307392,1.0,1.0,1.0,1.0,0.9870967741935484,0.9976958525345622,1.0,0.990909090909091,1.0,0.9869565217391304,0.9895287958115184,0.9789473684210528,0.9834254143646408,0.9953917050691244,0.9830508474576272,1.0,1.0,0.985981308411215,0.9821428571428572,1.0,1.0,0.9964114832535884,1.0,0.9953917050691244,0.9936305732484076,0.9899497487437184,0.9961832061068704,1.0,1.0,1.0,0.9959514170040484,0.9956331877729258,0.9911111111111112,0.9973118279569892,1.0,1.0,0.984251968503937,0.9878048780487804,0.996268656716418,0.9945054945054944,0.9873949579831932
align-dinov2+1b-things+hyp-abl40cat-7-random,0.99553770638108,0.0,,,,,1.0,0.9963898916967509,,,0.9951807228915662,,,0.9803921568627452,,,,,,,,,,,,,1.0,0.9855072463768116,,,,,,,,0.9990176817288802,0.9961089494163424,,,,,,,0.9951219512195122,1.0,,,0.9956521739130436,,,0.9937106918238994,,,0.9956140350877192,
align-dinov2+500m-things+hyp-abl10cat-7-random,0.992877269881027,0.0,0.9958333333333332,1.0,0.9826732673267328,0.996309963099631,0.9971910112359552,,,0.9908256880733946,0.9975903614457832,0.9956140350877192,1.0,0.9803921568627452,0.9851485148514852,1.0,,0.9914529914529916,0.9844559585492229,,0.9961538461538462,0.9772727272727272,1.0,0.9854545454545456,,0.971563981042654,1.0,0.9855072463768116,0.9902912621359224,1.0,1.0,0.9846743295019156,,,,0.9990176817288802,1.0,0.9920948616600792,1.0,,0.9897260273972602,0.9960629921259844,1.0,1.0,0.9863945578231292,1.0,,0.9869565217391304,0.9877049180327868,0.9953488372093025,0.9748427672955976,0.9912280701754386,0.9931972789115646,0.986842105263158,0.9963369963369964
align-dinov2+500m-things+hyp-abl20cat-7-random,0.9922054561806736,0.0,,0.9987357774968394,,,0.9971910112359552,1.0,0.9955156950672646,0.9862385321100916,,0.9956140350877192,,0.9738562091503268,0.9801980198019802,0.9966442953020134,0.995049504950495,0.9871794871794872,,1.0,0.9923076923076924,,0.9948717948717948,,,0.971563981042654,0.9956709956709956,0.9855072463768116,,,0.9918367346938776,,0.989106753812636,,,0.9990176817288802,0.9961089494163424,0.9881422924901184,,,,0.9960629921259844,,,0.9931972789115646,0.9965635738831616,0.9706959706959708,,0.9918032786885246,0.9953488372093025,0.981132075471698,0.9956140350877192,0.9965986394557824,0.986842105263158,0.9816849816849816
align-dinov2+1b-things+hyp-abl10cat-218-random,0.9936599874765184,0.0,1.0,1.0,0.99009900990099,1.0,0.9971910112359552,,,1.0,1.0,1.0,1.0,0.9705882352941176,0.995049504950495,1.0,,1.0,0.9740932642487048,,0.9923076923076924,0.9886363636363636,1.0,0.9890909090909092,,0.985781990521327,0.9956709956709956,0.9891304347826086,0.9951456310679612,1.0,0.9836734693877552,0.9808429118773946,,,,0.9970530451866404,1.0,0.984189723320158,0.9950248756218906,,1.0,0.9881889763779528,0.9948717948717948,0.9853658536585366,0.9863945578231292,1.0,,0.9847826086956522,0.9959016393442623,1.0,0.9748427672955976,1.0,1.0,0.9956140350877192,0.989010989010989
align-dinov2+1b-things+hyp-abl50-218-random,0.9882724402345512,0.0,0.9736842105263158,1.0,0.9586776859504132,0.9906542056074766,0.9823008849557522,0.986842105263158,0.984375,0.9767441860465116,0.9936708860759492,1.0,1.0,0.956043956043956,1.0,0.9634146341463414,1.0,0.9891304347826086,1.0,0.9856115107913668,0.9659090909090908,0.978021978021978,1.0,0.9894736842105264,0.9743589743589745,0.9753086419753086,1.0,1.0,1.0,1.0,0.9852941176470588,0.9863013698630136,0.9901477832512317,0.9850746268656716,1.0,1.0,0.9833333333333332,1.0,1.0,1.0,0.9912280701754386,1.0,1.0,0.9682539682539684,1.0,1.0,1.0,1.0,1.0,0.9772727272727272,0.896551724137931,1.0,0.9855072463768116,0.9830508474576272,0.9696969696969696
align-dinov2+1b-things+hyp-abl10-42-random,0.99303962062108,0.0,0.9973753280839897,1.0,0.9914529914529916,0.9914893617021276,0.9966777408637874,0.99581589958159,1.0,1.0,1.0,1.0,1.0,0.9766536964980544,0.9881656804733728,0.9961538461538462,1.0,1.0,0.9741935483870968,0.9976958525345622,0.9906103286384976,0.9727272727272728,1.0,0.9695652173913044,0.9895287958115184,0.9947368421052633,0.994475138121547,0.967741935483871,0.9858757062146892,1.0,0.9953271028037384,0.9813084112149532,0.9897959183673468,0.976303317535545,0.9946808510638298,0.9976076555023924,0.991150442477876,0.9907834101382488,1.0,0.9899497487437184,0.9923664122137404,0.9897435897435898,1.0,0.9941176470588236,0.9878542510121456,1.0,1.0,0.9973118279569892,1.0,1.0,0.9921259842519684,0.9939024390243902,1.0,0.989010989010989,0.9915966386554622
align-dinov2+500m-things+hyp-abl70-218-random,0.984189723320158,0.0,1.0,1.0,0.9850746268656716,0.9782608695652174,1.0,1.0,0.9032258064516128,1.0,0.989010989010989,1.0,1.0,1.0,1.0,0.975609756097561,1.0,1.0,0.9714285714285714,1.0,0.9285714285714286,0.9830508474576272,1.0,0.951219512195122,1.0,1.0,1.0,1.0,0.9775280898876404,1.0,0.925925925925926,1.0,0.9891304347826086,1.0,1.0,0.9924812030075189,1.0,1.0,0.9565217391304348,0.8,0.9636363636363636,1.0,0.9,0.9444444444444444,1.0,1.0,0.9583333333333334,0.9629629629629628,0.96,1.0,0.9583333333333334,0.967741935483871,1.0,1.0,1.0
align-dinov2+500m-things+hyp-abl30cat-7-random,0.9918999573681968,0.0,1.0,0.9974715549936788,0.9826732673267328,0.985239852398524,0.9915730337078652,0.9891696750902528,0.9730941704035876,0.9954128440366972,0.9903614457831326,0.9956140350877192,1.0,0.9738562091503268,0.995049504950495,0.9899328859060402,1.0,0.9957264957264956,0.9792746113989638,0.9980544747081712,0.9923076923076924,0.9962121212121212,1.0,0.9927272727272728,0.98744769874477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
align-dinov2+1b-things+hyp-abl20cat-42-random,0.9944039172579194,0.0,,1.0,,,0.9971910112359552,0.9963898916967509,1.0,1.0,,1.0,,0.9869281045751634,0.99009900990099,0.9966442953020134,0.995049504950495,1.0,,0.9961089494163424,0.9923076923076924,,1.0,,,0.976303317535545,0.9956709956709956,0.9782608695652174,,,0.9918367346938776,,0.982570806100218,,,0.9980353634577604,0.9922178988326849,0.9920948616600792,,,,0.9960629921259844,,,0.9863945578231292,1.0,1.0,,1.0,0.9953488372093025,0.9874213836477987,1.0,1.0,0.9824561403508772,0.9926739926739928
align-siglip+500m-things+hyp-abl90-218-random,0.9857723577235772,0.0,,1.0,1.0,1.0,1.0,0.9,0.8888888888888888,1.0,0.9583333333333334,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.9333333333333332,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,0.972972972972973,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0
align-dinov2+500m-things+hyp-abl20cat-218-random,0.9946037773558508,0.0,,1.0,,,0.99438202247191,0.9963898916967509,0.9910313901345292,0.9954128440366972,,0.9956140350877192,,0.9803921568627452,1.0,0.9966442953020134,0.995049504950495,0.9957264957264956,,1.0,0.9923076923076924,,1.0,,,0.990521327014218,1.0,0.9891304347826086,,,0.9918367346938776,,0.989106753812636,,,1.0,0.9961089494163424,0.9920948616600792,,,,1.0,,,0.9761904761904762,0.9965635738831616,0.9926739926739928,,0.9918032786885246,1.0,0.981132075471698,0.9956140350877192,0.9965986394557824,0.9912280701754386,0.9926739926739928
align-siglip+1b-things+hyp-abl70-42-random,0.9960474308300395,0.0,1.0,1.0,0.9850746268656716,1.0,1.0,1.0,1.0,1.0,0.989010989010989,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9830508474576272,1.0,0.975609756097561,1.0,1.0,1.0,1.0,0.9887640449438202,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0
align-siglip+500m-things+hyp-abl70-42-random,0.9945652173913044,0.0,1.0,1.0,0.9850746268656716,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,0.98,0.9583333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9662921348314608,1.0,0.9629629629629628,0.9772727272727272,0.9891304347826086,1.0,1.0,0.9924812030075189,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
align-dinov2+500m-things+hyp-abl30-42-random,0.9920808966861598,0.0,1.0,1.0,0.990521327014218,0.9803921568627452,0.9949494949494948,1.0,0.9847328244274808,1.0,0.9959349593495936,0.9926470588235294,1.0,0.9938271604938272,0.9767441860465116,0.9941176470588236,1.0,1.0,1.0,1.0,0.9782608695652174,0.9888888888888888,1.0,0.9850746268656716,0.986206896551724,0.9929577464788732,0.9921259842519684,0.9858156028368794,0.995967741935484,1.0,0.9851851851851852,0.9924242424242424,0.9768339768339768,0.989247311827957,1.0,0.9982046678635548,0.992063492063492,0.9925925925925926,1.0,0.9807692307692308,1.0,1.0,0.988095238095238,0.9663865546218487,0.9824561403508772,1.0,0.9934640522875816,0.9953271028037384,0.9736842105263158,1.0,0.9555555555555556,0.9891304347826086,0.9933774834437086,0.9805825242718448,0.9930555555555556
align-dinov2+500m-things+hyp-abl90-7-random,0.9735772357723578,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9583333333333334,,,1.0,1.0,1.0,1.0,1.0,,1.0,0.9333333333333332,1.0,1.0,0.875,0.75,1.0,,1.0,1.0,,1.0,1.0,0.972972972972973,1.0,,0.96,0.9,0.9285714285714286,0.6666666666666666,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,,1.0,0.8333333333333334,0.9,1.0,1.0,1.0,1.0
align-dinov2+500m-things+hyp-abl30cat-42-random,0.9937473355122922,0.0,1.0,1.0,0.9801980198019802,1.0,0.9915730337078652,0.9891696750902528,1.0,0.9954128440366972,0.9975903614457832,0.9956140350877192,1.0,0.977124183006536,0.995049504950495,0.9899328859060402,1.0,0.9957264957264956,0.9896373056994818,1.0,0.9923076923076924,0.9848484848484848,1.0,0.9854545454545456,0.98744769874477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
align-dinov2+500m-things+hyp-abl40cat-7-random,0.9912985274431058,0.0,,,,,1.0,0.9963898916967509,,,0.9927710843373494,,,0.9738562091503268,,,,,,,,,,,,,0.9956709956709956,0.9855072463768116,,,,,,,,0.9980353634577604,0.9961089494163424,,,,,,,0.9951219512195122,0.9727891156462584,,,0.991304347826087,,,0.981132075471698,,,0.986842105263158,
align-dinov2+1b-things+hyp-abl70-218-random,0.9856719367588932,0.0,1.0,1.0,0.9552238805970148,0.9565217391304348,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9583333333333334,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,0.935483870967742,1.0,0.9887640449438202,1.0,0.9629629629629628,0.9772727272727272,0.9891304347826086,1.0,1.0,0.9924812030075189,1.0,1.0,1.0,1.0,0.9636363636363636,1.0,1.0,0.9444444444444444,0.9523809523809524,0.9523809523809524,1.0,0.9629629629629628,0.96,1.0,0.875,1.0,1.0,0.6666666666666666,1.0
align-dinov2+500m-things+hyp-abl50-218-random,0.9903022101939558,0.0,1.0,1.0,0.9338842975206612,1.0,1.0,1.0,0.984375,0.9767441860465116,1.0,1.0,1.0,0.989010989010989,1.0,1.0,1.0,1.0,1.0,0.9928057553956836,0.9772727272727272,1.0,1.0,0.9789473684210528,0.9743589743589745,0.9876543209876544,1.0,1.0,0.9855072463768116,1.0,0.9852941176470588,0.9863013698630136,0.9901477832512317,0.9701492537313432,1.0,0.9929078014184396,1.0,0.987012987012987,1.0,0.9777777777777776,0.9649122807017544,1.0,1.0,1.0,0.9876543209876544,1.0,0.9866666666666668,0.9904761904761904,1.0,1.0,1.0,0.979591836734694,0.9710144927536232,0.9830508474576272,0.9848484848484848
align-siglip+1b-things+hyp-abl70-7-random,0.9920948616600792,0.0,1.0,1.0,1.0,0.9782608695652174,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.9830508474576272,1.0,0.926829268292683,1.0,1.0,1.0,1.0,1.0,1.0,0.9629629629629628,1.0,0.9891304347826086,1.0,1.0,0.9924812030075189,1.0,1.0,1.0,1.0,0.9818181818181818,1.0,0.9,1.0,0.9761904761904762,1.0,1.0,0.9629629629629628,1.0,1.0,0.9583333333333334,1.0,1.0,1.0,1.0
