run_name,overall,total_illegal_ratio,mammal,hardware item,musical,sports equipment,tool,vehicle,seafood,insect,office supply item,protective clothing item,medical equipment,home decor item,construction equipment,breakfast food,sea animal,toy,fastener,scientific equipment,personal hygiene item,condiment,animal,home appliance,game,piece of women's clothing,car part,footwear,watercraft,vegetable,piece of jewelry,farm animal,plant,garden tool,source of light,dessert,item of clothing,drink,bird,container,kitchen appliance,headwear,school supply,candy,safety equipment,body part,clothing accessory,electronic device,furniture,outerwear,food,weapon,fruit,arts and crafts item,kitchen tool
align-dinosiglip+500m-things+hyp-abl30cat-shuffled-42,0.4789741219963031,0.0,,,,0.5208845208845209,0.4312896405919662,,,0.3529411764705882,0.4,,,0.4532871972318339,0.4887218045112781,0.4391304347826087,0.4708171206225681,,0.4672897196261682,0.5766129032258065,,0.55,,0.3405797101449275,0.2930232558139535,0.5697674418604651,,,,0.3979933110367893,,0.4082568807339449,,,,0.4601449275362319,,,0.4358974358974359,0.537117903930131,0.3532110091743119,,0.3973799126637554,0.4071146245059288,0.3293172690763052,0.2375,0.5842293906810035,,,0.6591928251121076,0.634858812074002,,0.5368852459016393,0.5381944444444444,0.4338842975206611
align-dinov2+1b-llama-chat-things-local-shuffled-7,0.6854570990806946,0.0,0.85625,0.5295566502463054,0.6483516483516484,0.6520681265206812,0.8267543859649122,0.8289156626506025,0.7263157894736842,0.826530612244898,0.5714285714285714,0.6093023255813953,0.627906976744186,0.6484641638225256,0.5676691729323309,0.8048780487804879,0.8674698795180723,0.5948905109489051,0.5952380952380952,0.5769230769230769,0.625,0.2740384615384615,0.7468354430379747,0.6541353383458647,0.4976076555023923,0.4717741935483871,0.6052631578947368,0.6712962962962963,0.6390041493775933,0.7627737226277372,0.49,0.7293577981651376,0.6402640264026402,0.421875,0.4956140350877193,0.7555555555555555,0.8591269841269841,0.650375939849624,0.8215488215488216,0.8505494505494505,0.6,0.673469387755102,0.4956896551724138,0.7204724409448819,0.6290322580645161,0.484472049689441,0.6985294117647058,0.8567493112947658,0.5144927536231884,0.5106382978723404,0.8714425907752699,0.6396103896103896,0.7626459143968871,0.6035714285714285,0.5818965517241379
align-dinosiglip+500m-things+hyp-abl20cat-shuffled-7,0.4591943957968476,0.0,0.4989106753812636,0.4624697336561743,0.3909774436090225,0.3783783783783784,0.3932346723044397,0.6522781774580336,0.5376884422110553,0.6577540106951871,0.445,0.3285024154589372,0.421259842519685,0.5224913494809689,0.4360902255639097,0.4652173913043478,0.4630350194552529,0.5494505494505495,0.4532710280373832,0.4677419354838709,0.3784860557768924,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
align-dinov2+1b-llama-things+hyp-abl90-shuffled-42,0.519018162674388,0.0,0.4684095860566449,0.5904522613065326,0.4193548387096774,0.5612244897959183,0.7230443974630021,0.5606060606060606,0.4723618090452261,0.5775401069518716,0.4489795918367347,0.4830917874396135,0.4243697478991596,0.4620938628158845,0.4884615384615384,0.5869565217391305,0.5766129032258065,0.3924528301886792,0.419047619047619,0.4959016393442623,0.5247933884297521,0.2755102040816326,0.5102599179206566,0.5886792452830188,0.3497536945812808,0.3441295546558704,0.5610859728506787,0.4593301435406698,0.673728813559322,0.5714285714285714,0.3118279569892473,0.6857142857142857,0.4363636363636363,0.3444444444444444,0.3289473684210526,0.5836431226765799,0.6653386454183267,0.5369649805447471,0.5471698113207547,0.7701421800947867,0.5023696682464455,0.4166666666666667,0.591743119266055,0.4795081967213114,0.5714285714285714,0.4932432432432432,0.5018181818181818,0.6305555555555555,0.4363636363636363,0.3542600896860987,0.5114427860696518,0.5389830508474577,0.5847457627118644,0.4928057553956834,0.3776824034334764
align-dinov2+500m-things+hyp-abl40cat-shuffled-218,0.5088725578060584,0.0,0.681917211328976,0.5036319612590799,0.4511278195488721,0.4889434889434889,,,0.5628140703517588,0.6844919786096256,0.42,0.6086956521739131,0.4251968503937008,0.4809688581314879,0.4774436090225564,0.4478260869565217,0.5369649805447471,0.4835164835164835,,0.5,0.4063745019920319,0.59,0.5865771812080537,0.4528985507246377,0.6046511627906976,0.5813953488372093,0.4163090128755364,0.2954545454545454,0.538135593220339,0.471571906354515,0.594059405940594,0.5825688073394495,0.4212328767123288,0.3403141361256545,0.2765957446808511,0.5579710144927537,0.529296875,0.3345724907063197,0.4871794871794871,0.7510917030567685,0.4770642201834862,0.6512820512820513,0.37117903930131,0.4505928853754941,0.4136546184738955,,,,,,,,,,
align-dinov2+500m-things+hyp-abl30-shuffled-218,0.6118946248004258,0.0,0.5369649805447471,0.5686274509803921,0.4793388429752066,0.46875,0.7230769230769231,0.6549707602339181,0.6206896551724138,0.6666666666666666,0.5225225225225225,0.5757575757575758,0.6162790697674418,0.4961240310077519,0.4926470588235294,0.5789473684210527,0.527027027027027,0.4316546762589928,0.4842105263157895,0.4195804195804196,0.4951456310679611,0.7731958762886598,0.78125,0.5426356589147286,0.6142857142857143,0.6528925619834711,0.4653465346534653,0.7047619047619048,0.5747126436781609,0.514792899408284,0.4661016949152542,0.6240601503759399,0.4776119402985074,0.7272727272727273,0.7068965517241379,0.5948275862068966,0.6798418972332015,0.7698412698412699,0.6060606060606061,0.6381909547738693,0.6701030927835051,0.4756097560975609,0.6571428571428571,0.7819548872180451,0.6610169491525424,0.5671641791044776,0.5683453237410072,0.6666666666666666,0.4855072463768116,0.638095238095238,0.8607594936708861,0.5,0.5702479338842975,0.543859649122807,0.4525547445255474
align-dinosiglip+1b-llama-things+hyp-abl30cat-shuffled-42,0.4773567467652495,0.0,,,,0.5454545454545454,0.5961945031712473,,,0.4331550802139037,0.525,,,0.4948096885813148,0.4285714285714285,0.4565217391304347,0.4708171206225681,,0.4392523364485981,0.5080645161290323,,0.445,,0.4818840579710144,0.3395348837209302,0.4844961240310077,,,,0.5083612040133779,,0.3532110091743119,,,,0.5869565217391305,,,0.4029304029304029,0.6200873362445415,0.4954128440366973,,0.4716157205240174,0.5335968379446641,0.6746987951807228,0.3125,0.6164874551971327,,,0.2780269058295964,0.3641674780915287,,0.5245901639344263,0.4236111111111111,0.4421487603305785
align-dinosiglip+1b-llama-things+hyp-abl10cat-shuffled-218,0.5401087695445276,0.0,,,,,,,,,,,,,,0.5652173913043478,0.6303501945525292,,,0.5080645161290323,0.5737051792828686,,,,,,0.5107296137339056,,,,,,,0.5445026178010471,,0.572463768115942,0.666015625,,,0.3558951965065502,,,,,,,,,0.4965034965034965,,,,,,
align-dinov2+1b-llama-things+hyp-abl10-shuffled-218,0.6307634164777022,0.0,0.6941176470588235,0.6,0.7096774193548387,0.6721311475409836,0.6595744680851063,0.6785714285714286,0.5777777777777777,0.5652173913043478,0.3076923076923077,0.5111111111111111,0.4545454545454545,0.4117647058823529,0.4444444444444444,0.6415094339622641,0.6071428571428571,0.5294117647058824,0.3720930232558139,0.6666666666666666,0.7111111111111111,0.723404255319149,0.8174603174603174,0.5714285714285714,0.8,0.4594594594594595,0.6666666666666666,0.7560975609756098,0.8297872340425532,0.5714285714285714,0.7666666666666667,0.6615384615384615,0.5263157894736842,0.6333333333333333,0.7741935483870968,0.6296296296296297,0.6097560975609756,0.6111111111111112,0.6153846153846154,0.7692307692307693,0.5454545454545454,0.4864864864864865,0.52,0.8461538461538461,0.7636363636363637,0.8709677419354839,0.3684210526315789,0.68,0.55,0.6458333333333334,0.7771739130434783,0.4038461538461538,0.40625,0.4081632653061224,0.6122448979591837
align-dinosiglip+1b-llama-chat-things+hyp-abl20cat-shuffled-42,0.5544658493870402,0.0,0.710239651416122,0.4261501210653753,0.4398496240601504,0.5233415233415234,0.733615221987315,0.5443645083932853,0.6180904522613065,0.6898395721925134,0.57,0.7922705314009661,0.4960629921259842,0.4913494809688581,0.5150375939849624,0.6173913043478261,0.5291828793774319,0.4688644688644688,0.5093457943925234,0.5483870967741935,0.4900398406374502,0.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
align-dinov2+1b-llama-things+hyp-abl30-shuffled-7,0.5968600319318786,0.0,0.5836575875486382,0.5147058823529411,0.3553719008264462,0.475,0.5615384615384615,0.5263157894736842,0.4224137931034483,0.5632183908045977,0.5405405405405406,0.6868686868686869,0.4883720930232558,0.6511627906976745,0.5220588235294118,0.5614035087719298,0.5743243243243243,0.4892086330935252,0.5894736842105263,0.5034965034965035,0.4854368932038835,0.7216494845360825,0.7161458333333334,0.4573643410852713,0.7857142857142857,0.6198347107438017,0.5742574257425742,0.6666666666666666,0.5402298850574713,0.4911242603550296,0.4491525423728814,0.6240601503759399,0.5074626865671642,0.6090909090909091,0.6810344827586207,0.6120689655172413,0.6640316205533597,0.6507936507936508,0.4848484848484848,0.6834170854271356,0.6288659793814433,0.5853658536585366,0.6571428571428571,0.7443609022556391,0.6864406779661016,0.8208955223880597,0.5251798561151079,0.6787878787878788,0.4927536231884058,0.6095238095238096,0.879746835443038,0.5915492957746479,0.4380165289256198,0.4385964912280701,0.4452554744525547
align-dinov2+1b-llama-things+hyp-abl70-local-shuffled-42,0.8728565147295911,0.0,0.952914798206278,0.8411764705882353,0.8766519823788547,0.8580441640378549,0.8953488372093024,0.9425981873111784,0.7167630057803468,0.9879518072289156,0.7880434782608695,0.8806818181818182,0.7087378640776699,0.8451882845188284,0.7668161434977578,0.8685446009389671,0.9285714285714286,0.7805907172995781,0.7513227513227513,0.6292682926829268,0.8535353535353535,0.8555555555555555,0.9552447552447552,0.900398406374502,0.75,0.918552036199095,0.8578680203045685,0.7961165048543689,0.9519650655021834,0.9015748031496064,0.7613636363636364,0.8716577540106952,0.8812260536398467,0.7771428571428571,0.8378378378378378,0.939516129032258,0.9576837416481068,0.8370044052863436,0.996268656716418,0.8861111111111111,0.9175824175824177,0.8426966292134831,0.6908212560386473,0.8251121076233184,0.8325581395348837,0.8333333333333334,0.9109311740890688,0.9590443686006824,0.8034188034188035,0.94,0.9426321709786276,0.8682170542635659,0.908675799086758,0.7782426778242678,0.8666666666666667
align-dinov2+1b-llama-chat-things+hyp-abl70-shuffled-218,0.5878951990632318,0.0,0.6666666666666666,0.6111111111111112,0.416289592760181,0.5463258785942492,0.7242152466367713,0.5424242424242425,0.4673913043478261,0.5157232704402516,0.5691489361702128,0.5406976744186046,0.5346534653465347,0.4698275862068966,0.4708520179372197,0.6584158415841584,0.6516393442622951,0.3862660944206008,0.5154639175257731,0.4954128440366973,0.392156862745098,0.4488636363636363,0.7643593519882179,0.5247148288973384,0.4210526315789473,0.4140969162995594,0.3517587939698492,0.6057692307692307,0.5384615384615384,0.5827338129496403,0.4340659340659341,0.6382978723404256,0.4308300395256917,0.5423728813559322,0.6736842105263158,0.6811023622047244,0.6934782608695652,0.6173913043478261,0.5877551020408164,0.7237569060773481,0.5026178010471204,0.6228571428571429,0.5467980295566502,0.7455357142857143,0.6325581395348837,0.3333333333333333,0.5291828793774319,0.6020408163265306,0.4152542372881356,0.6597938144329897,0.830546265328874,0.6192307692307693,0.5339805825242718,0.5481171548117155,0.4703389830508475
align-dinosiglip+1b-things-shuffled-218,0.5339750127485976,0.0,0.4161220043572984,0.5472154963680388,0.4360902255639097,0.547911547911548,0.653276955602537,0.5539568345323741,0.5025125628140703,0.6363636363636364,0.45,0.4106280193236715,0.3779527559055118,0.5709342560553633,0.4097744360902255,0.5565217391304348,0.5214007782101168,0.4542124542124542,0.5794392523364486,0.4959677419354839,0.4342629482071713,0.51,0.7167785234899329,0.4420289855072464,0.4465116279069767,0.4573643410852713,0.5107296137339056,0.2772727272727273,0.4067796610169492,0.5785953177257525,0.4554455445544554,0.518348623853211,0.4965753424657534,0.3507853403141361,0.4170212765957446,0.6123188405797102,0.677734375,0.4869888475836431,0.5128205128205128,0.62882096069869,0.5137614678899083,0.5435897435897435,0.4104803493449782,0.458498023715415,0.4979919678714859,0.5,0.5376344086021505,0.4615384615384615,0.5104895104895105,0.3991031390134529,0.7604673807205453,0.5207667731629393,0.5737704918032787,0.53125,0.5867768595041323
align-dinov2+1b-things+hyp-abl50-local-shuffled-218,0.8871343979903105,0.0,0.9661971830985916,0.8483754512635379,0.9012345679012346,0.8534798534798534,0.9283667621776504,0.9209486166007904,0.8860759493670886,0.9527027027027029,0.8857142857142857,0.8466257668711656,0.8342857142857143,0.8045977011494253,0.8795811518324608,0.898876404494382,0.7107843137254902,0.7796610169491526,0.821917808219178,0.7668711656441718,0.8502994011976048,0.9103448275862068,0.947098976109215,0.9081632653061223,0.9236641221374046,0.9428571428571428,0.8802395209580839,0.875,0.9447513812154696,0.984924623115578,0.875,0.8181818181818182,0.9400921658986175,0.7428571428571429,0.7681159420289855,0.9329896907216496,0.9723756906077348,0.9116022099447514,0.9508928571428572,0.8774703557312253,0.9112426035502958,0.9209039548022598,0.8888888888888888,0.9166666666666666,0.7333333333333333,0.75,0.9117647058823528,0.8902439024390244,0.8756476683937824,0.8604651162790697,0.9301675977653632,0.8558139534883721,0.9473684210526316,0.824390243902439,0.813953488372093
align-dinov2+1b-llama-things+hyp-abl20cat-shuffled-218,0.5257443082311734,0.0,0.7952069716775599,0.5617433414043583,0.4548872180451128,0.4496314496314496,0.6236786469344608,0.4172661870503597,0.5326633165829145,0.7058823529411765,0.43,0.6376811594202898,0.374015748031496,0.5224913494809689,0.4699248120300752,0.4565217391304347,0.6264591439688716,0.4395604395604395,0.5654205607476636,0.5040322580645161,0.4701195219123506,0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
align-dinosiglip+1b-llama-things+hyp-abl20cat-shuffled-7,0.4879159369527145,0.0,0.6688453159041394,0.4697336561743341,0.4699248120300752,0.4742014742014742,0.6236786469344608,0.4244604316546763,0.4371859296482412,0.5133689839572193,0.635,0.4492753623188406,0.4015748031496063,0.3875432525951557,0.3308270676691729,0.6260869565217392,0.5408560311284046,0.4468864468864469,0.4579439252336448,0.4435483870967742,0.4422310756972111,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
align-dinov2+1b-things+hyp-abl90-shuffled-7,0.5419189260331666,0.0,0.6339869281045751,0.3618090452261306,0.4112903225806452,0.5204081632653061,0.5644820295983086,0.4823232323232323,0.5326633165829145,0.5882352941176471,0.423469387755102,0.2946859903381642,0.6008403361344538,0.4765342960288808,0.3961538461538461,0.5130434782608696,0.5967741935483871,0.3698113207547169,0.5476190476190477,0.5163934426229508,0.4586776859504132,0.5204081632653061,0.5991792065663475,0.460377358490566,0.4088669950738916,0.4615384615384615,0.4027149321266968,0.4354066985645933,0.4788135593220339,0.578397212543554,0.5698924731182796,0.638095238095238,0.4836363636363636,0.6111111111111112,0.4868421052631579,0.6282527881040892,0.7091633466135459,0.6108949416342413,0.5924528301886792,0.7156398104265402,0.5118483412322274,0.484375,0.5825688073394495,0.6434426229508197,0.6040816326530613,0.2837837837837837,0.5418181818181819,0.6166666666666667,0.4509090909090909,0.6457399103139013,0.6746268656716418,0.5491525423728814,0.5338983050847458,0.4748201438848921,0.5021459227467812
align-dinov2+1b-llama-things+hyp-abl40cat-shuffled-7,0.4937264742785445,0.0,0.4880174291938998,0.5181598062953995,0.5037593984962406,0.5503685503685504,,,0.5276381909547738,0.5828877005347594,0.48,0.5893719806763285,0.421259842519685,0.5570934256055363,0.424812030075188,0.5,0.5330739299610895,0.4029304029304029,,0.4637096774193548,0.398406374501992,0.295,0.5892617449664429,0.4963768115942029,0.2511627906976744,0.3604651162790697,0.5107296137339056,0.6636363636363637,0.5466101694915254,0.5418060200668896,0.4851485148514851,0.5091743119266054,0.4075342465753425,0.4607329842931937,0.4170212765957446,0.5072463768115942,0.650390625,0.2342007434944238,0.4835164835164835,0.6550218340611353,0.5137614678899083,0.5384615384615384,0.4759825327510917,0.2885375494071146,0.4176706827309236,,,,,,,,,,
align-dinov2+500m-things+hyp-abl50-local-shuffled-42,0.8875829894132424,0.0,0.9690140845070424,0.8447653429602888,0.8148148148148148,0.8498168498168498,0.8939828080229226,0.9209486166007904,0.810126582278481,0.8851351351351351,0.8428571428571429,0.7116564417177914,0.7428571428571429,0.8448275862068966,0.8481675392670157,0.9438202247191012,0.9705882352941176,0.8813559322033898,0.8424657534246576,0.7239263803680982,0.8263473053892215,0.9103448275862068,0.9897610921501706,0.903061224489796,0.9694656488549618,0.96,0.8622754491017964,0.8154761904761905,0.8453038674033149,0.949748743718593,0.8203125,0.8522727272727273,0.9170506912442395,0.7428571428571429,0.8478260869565217,0.9742268041237112,0.9861878453038674,0.9005524861878453,0.9732142857142856,0.8695652173913043,0.8579881656804734,0.8418079096045198,0.808641975308642,0.8444444444444444,0.8461538461538461,0.8529411764705882,0.9264705882352942,0.9146341463414634,0.8497409326424871,0.936046511627907,0.9399441340782124,0.9023255813953488,0.8894736842105263,0.824390243902439,0.8255813953488372
align-dinov2+1b-llama-things+hyp-abl10cat-shuffled-218,0.5190346702923182,0.0,,,,,,,,,,,,,,0.5260869565217391,0.669260700389105,,,0.5685483870967742,0.4940239043824701,,,,,,0.4334763948497854,,,,,,,0.4083769633507853,,0.5543478260869565,0.505859375,,,0.5982532751091703,,,,,,,,,0.3636363636363636,,,,,,
align-dinov2+1b-llama-chat-things+hyp-abl90-local-shuffled-7,0.6282794990112063,0.0,0.4875,0.5358974358974359,0.5708661417322834,0.6439393939393939,0.6293859649122807,0.8163265306122449,0.7368421052631579,0.7346938775510204,0.5625,0.4372093023255814,0.6528925619834711,0.5409252669039146,0.5057034220532319,0.7439024390243902,0.8016528925619835,0.5842696629213483,0.5652173913043478,0.5324675324675324,0.4870689655172414,0.3431372549019608,0.7746113989637305,0.6968503937007874,0.3575129533678756,0.4533898305084746,0.6529680365296804,0.4950980392156863,0.4937759336099585,0.732824427480916,0.4247311827956989,0.6635071090047393,0.5719298245614035,0.4806629834254143,0.579185520361991,0.8409090909090909,0.8309572301425662,0.39453125,0.6550522648083623,0.7292161520190024,0.6237623762376238,0.5602094240837696,0.581081081081081,0.556910569105691,0.7336065573770492,0.4093959731543624,0.5634328358208955,0.7883008356545961,0.5681818181818182,0.3489361702127659,0.8542713567839196,0.5821917808219178,0.6573705179282868,0.5430711610486891,0.5866666666666667
align-dinov2+1b-things+hyp-abl70-shuffled-218,0.584382318501171,0.0,0.5058275058275058,0.5497076023391813,0.4570135746606334,0.5143769968051118,0.3654708520179372,0.6424242424242425,0.5163043478260869,0.6477987421383647,0.3617021276595745,0.6744186046511628,0.5693069306930693,0.5387931034482759,0.5067264573991032,0.5148514851485149,0.5532786885245902,0.3991416309012875,0.4896907216494845,0.463302752293578,0.446078431372549,0.7443181818181818,0.7835051546391752,0.5475285171102662,0.6842105263157895,0.4449339207048458,0.3919597989949748,0.5625,0.5656108597285068,0.5287769784172662,0.3461538461538461,0.6329787234042553,0.4268774703557312,0.632768361581921,0.5894736842105263,0.5984251968503937,0.7130434782608696,0.4956521739130435,0.7061224489795919,0.7292817679558011,0.6649214659685864,0.6914285714285714,0.5763546798029556,0.6830357142857143,0.7162790697674418,0.6159420289855072,0.5175097276264592,0.6326530612244898,0.4745762711864407,0.6494845360824743,0.8115942028985508,0.5230769230769231,0.5728155339805825,0.5230125523012552,0.5550847457627118
