run_name,overall,total_illegal_ratio,mammal,insect,farm animal,dessert,animal,personal hygiene item,footwear,weapon,musical,breakfast food,fruit,home appliance,electronic device,medical equipment,headwear,scientific equipment,source of light,seafood,car part,container,food,vehicle,sports equipment,safety equipment,clothing accessory,game,watercraft,toy,kitchen tool,candy,bird,protective clothing item,plant,sea animal,body part,piece of women's clothing,piece of jewelry,office supply item,vegetable,furniture,tool,kitchen appliance,fastener,drink,hardware item,home decor item,item of clothing,outerwear,condiment,construction equipment,school supply,garden tool,arts and crafts item
align-dinov2+1b-things+hyp-abl90-local-shuffled-7,0.8481738203145828,0.0,0.648471615720524,0.9257425742574258,0.8525345622119815,0.926056338028169,0.9191919191919192,0.7777777777777778,0.9333333333333332,0.9222972972972971,0.9701492537313432,0.8830645161290323,0.9407407407407408,0.782608695652174,0.792022792022792,0.7541666666666667,0.9296482412060302,0.7479338842975206,0.8526785714285714,0.7350427350427351,0.9196787148594378,0.879746835443038,0.8356997971602435,0.9376623376623376,0.8318840579710145,0.7425742574257426,0.7747035573122529,0.88268156424581,0.9770642201834864,0.6964980544747081,0.7104072398190046,0.900990099009901,0.9482071713147412,0.912442396313364,0.8793774319066148,0.7716535433070866,0.8486842105263158,0.9220183486238532,0.8631578947368421,0.8119266055045872,0.968503937007874,0.9923076923076924,0.7195121951219512,0.898989898989899,0.821917808219178,0.9548022598870056,0.6861111111111111,0.8720538720538721,0.9549180327868853,0.9447004608294932,0.9079754601226994,0.6785714285714286,0.827906976744186,0.8226600985221675,0.7258687258687259
align-dinov2+1b-things+hyp-abl20cat-shuffled-42,0.516256386437529,0.0,0.1884816753926701,0.6081871345029239,0.6126126126126126,0.7524752475247525,0.4665461121157324,0.4335260115606936,0.7051282051282052,0.5,0.4604651162790698,0.4845360824742268,0.8762886597938144,0.7403846153846154,0.6076923076923076,0.4719101123595505,0.9135802469135802,0.4120603015075377,0.7310924369747899,0.5082872928176796,0.7647058823529411,0.4932432432432432,0.7067137809187279,0.2228571428571428,0.2709677419354839,0.6666666666666666,0.7727272727272727,0.9196428571428572,0.5337837837837838,0.4,0.5128205128205128,0.9,0.9036144578313252,0.53125,0.7926829268292683,0.3968253968253968,0.9540229885057472,0.8829787234042553,0.8426966292134831,0.4626865671641791,0.7631578947368421,0.8765432098765432,0.1571428571428571,0.9565217391304348,0.4470588235294118,0.9615384615384616,0.2411575562700964,0.3440366972477064,0.4274809160305343,0.75,0.7894736842105263,0.3726708074534161,0.6330935251798561,0.6791044776119403,0.4736842105263157
align-dinov2+500m-things+hyp-abl70-local-shuffled-218,0.8687481281820905,0.0,0.97,0.9581151832460733,0.7989690721649485,0.9482071713147412,0.9208333333333332,0.875,0.9473684210526316,0.8909774436090225,0.9861111111111112,0.8493723849372385,0.9534883720930232,0.8441558441558441,0.8129032258064516,0.7632850241545893,0.9473684210526316,0.8198198198198198,0.8905472636815921,0.819047619047619,0.9223300970873788,0.8588807785888077,0.8178654292343387,0.9047619047619048,0.9136212624584718,0.7955801104972375,0.8619246861924686,0.8924050632911392,0.9622641509433962,0.7935779816513762,0.9025641025641026,0.9550561797752808,0.9755102040816328,0.8454106280193237,0.8028169014084507,0.95,0.9022556390977444,0.8723404255319149,0.927710843373494,0.7091836734693877,0.960352422907489,0.973568281938326,0.860730593607306,0.9617486338797814,0.6407766990291263,0.9675324675324676,0.5892857142857143,0.849802371541502,0.9515738498789348,0.885,0.9716312056737588,0.6916299559471366,0.685,0.7934782608695652,0.7831858407079646
align-dinov2+500m-things+hyp-abl90-shuffled-218,0.5727574750830565,0.0,0.3995485327313769,0.6025641025641025,0.7015706806282722,0.5892857142857143,0.4617380025940337,0.5714285714285714,0.6686046511627907,0.4918566775244299,0.6268656716417911,0.6203007518796992,0.6344086021505376,0.5222222222222223,0.5210526315789473,0.6111111111111112,0.702020202020202,0.578125,0.7443946188340808,0.6341463414634146,0.6127659574468085,0.3836477987421384,0.6473577235772358,0.5454545454545454,0.4325068870523416,0.625,0.531496062992126,0.7627906976744186,0.6743119266055045,0.5546558704453441,0.5327510917030568,0.7229437229437229,0.5606694560669456,0.671875,0.570281124497992,0.5582329317269076,0.8598726114649682,0.6533333333333333,0.7227722772277227,0.6354166666666666,0.5257352941176471,0.5476190476190477,0.3602484472049689,0.6888888888888889,0.6153846153846154,0.7611111111111111,0.4532967032967033,0.5074626865671642,0.4240631163708087,0.7382198952879581,0.8041237113402062,0.4879227053140096,0.6745283018867925,0.6979166666666666,0.518796992481203
align-dinov2+500m-things+hyp-abl10cat-local-shuffled-7,0.7511661284535343,0.0,0.88,1.0,1.0,0.5161290322580645,0.9936305732484076,0.506578947368421,0.9345794392523364,0.7926829268292683,1.0,0.4036144578313253,1.0,0.7916666666666666,0.9428571428571428,0.647887323943662,0.8936170212765957,0.3772455089820359,0.9577464788732394,0.7317073170731707,0.551948051948052,0.8369304556354916,0.86875,1.0,0.8846153846153846,0.7466666666666667,0.8461538461538461,0.9833333333333332,1.0,0.9076923076923076,0.890625,0.9516129032258064,1.0,0.8037383177570093,1.0,0.6234567901234568,0.981132075471698,0.7706422018348624,0.9333333333333332,0.819672131147541,1.0,0.5340909090909091,0.9407407407407408,0.925925925925926,0.903846153846154,0.8928571428571429,0.9680851063829788,0.8181818181818182,0.2254196642685851,0.9357798165137616,0.9545454545454546,0.9382716049382716,0.8382352941176471,0.51,0.8
align-dinov2+1b-things+hyp-abl40cat-local-shuffled-218,0.7262143407864302,0.0,0.3538812785388128,0.9680851063829788,0.8115183246073299,0.6550387596899225,0.6483103879849812,0.6636771300448431,0.8842105263157894,0.907103825136612,0.9365079365079364,0.5504201680672269,0.9565217391304348,0.4710743801652892,0.8232931726907631,0.5613207547169812,0.945945945945946,0.5560344827586207,0.7135922330097088,0.6926829268292682,0.6217391304347826,0.556237218813906,0.8764227642276423,0.8657407407407407,0.6205882352941177,0.7593582887700535,0.7429906542056075,0.8197674418604651,0.9073170731707316,0.6748971193415638,0.875,0.9308510638297872,0.9596774193548387,0.8795811518324608,0.7309236947791165,0.897119341563786,0.8666666666666667,0.8808290155440415,0.7861271676300579,0.67,0.5148936170212766,0.9635036496350364,0.8876080691642652,0.6703296703296703,0.8563218390804598,0.9090909090909092,0.3494318181818182,0.4652014652014652,0.7366255144032922,0.9361702127659576,0.8507462686567164,0.6223175965665236,0.6372549019607843,0.7315789473684211,0.7679558011049724
align-dinov2+1b-things+hyp-abl30-shuffled-42,0.6185990979039533,0.0,0.5679012345679012,0.7265625,0.6071428571428571,0.6153846153846154,0.6070588235294118,0.6666666666666666,0.627906976744186,0.6,0.7047619047619048,0.6814814814814815,0.75,0.515625,0.4923076923076923,0.6909090909090909,0.6513761467889908,0.5303030303030303,0.7522123893805309,0.6071428571428571,0.7247706422018348,0.5233160621761658,0.7693920335429769,0.5232558139534884,0.4840425531914893,0.65625,0.475177304964539,0.897196261682243,0.6403508771929824,0.6274509803921569,0.5769230769230769,0.7295081967213115,0.639344262295082,0.5591397849462365,0.6283185840707964,0.5902777777777778,0.9466666666666668,0.6330275229357798,0.7070707070707071,0.5585585585585585,0.6397058823529411,0.5982905982905983,0.4915966386554621,0.6106870229007634,0.6810344827586207,0.8,0.4340659340659341,0.4918032786885246,0.4251012145748988,0.76,0.7474747474747475,0.5398230088495575,0.6788990825688074,0.7142857142857143,0.5220588235294118
align-dinov2+1b-things+hyp-abl30-local-shuffled-218,0.9079403144151346,0.0,0.9767441860465116,0.9487179487179488,0.6521739130434783,0.8854961832061069,0.9703196347031964,0.9158878504672896,0.970873786407767,0.8639455782312925,1.0,0.9174311926605504,0.9541984732824428,0.952755905511811,0.8971428571428571,0.8518518518518519,0.9642857142857144,0.7666666666666667,0.9646017699115044,0.9393939393939394,0.9243697478991596,0.8333333333333334,0.9337606837606838,0.9161676646706588,0.91875,0.883495145631068,0.9357142857142856,0.9594594594594594,0.9596774193548387,0.8260869565217391,0.8571428571428571,0.9732142857142856,1.0,0.8,0.9196428571428572,0.89375,0.9876543209876544,0.8737864077669902,0.9411764705882352,0.9008264462809916,0.976,0.9621212121212122,0.9049586776859504,0.9245283018867924,0.8378378378378378,0.9615384615384616,0.8540540540540541,0.8955223880597015,0.92,0.9245283018867924,0.8681318681318682,0.768,0.865979381443299,0.8018018018018018,0.8091603053435115
align-dinov2+1b-things-local-shuffled-218,0.7551710929519918,0.0,0.7677419354838709,0.9537037037037036,0.8597285067873304,0.9322033898305084,0.7337423312883435,0.6305220883534136,0.9014084507042254,0.81875,0.8989547038327527,0.937007874015748,0.9028776978417268,0.5795454545454546,0.6021505376344086,0.654320987654321,0.9519230769230768,0.5703125,0.8205128205128205,0.6638655462184874,0.5827067669172933,0.8287937743190662,0.5177165354330708,0.924757281553398,0.4697802197802198,0.6650717703349283,0.8150943396226416,0.8776595744680851,0.9698275862068966,0.816793893129771,0.6754385964912281,0.9033816425120772,0.9274809160305344,0.8888888888888888,0.8014705882352942,0.8764044943820225,0.9461077844311376,0.9369369369369368,0.8484848484848485,0.7443946188340808,0.9580152671755724,0.9540636042402828,0.4592445328031809,0.746268656716418,0.8201754385964912,0.8563829787234043,0.418848167539267,0.8354838709677419,0.7544204322200393,0.9411764705882352,0.9230769230769232,0.6098484848484849,0.7268722466960352,0.7652582159624414,0.5595667870036101
align-dinov2+500m-things+hyp-abl10-local-shuffled-7,0.9209386281588448,0.0,1.0,1.0,1.0,0.94,1.0,0.7837837837837838,0.9743589743589745,0.9384615384615383,1.0,0.9298245614035088,0.9782608695652174,0.926829268292683,0.8571428571428571,0.7346938775510204,0.8666666666666667,0.86,0.9473684210526316,0.7903225806451613,0.95,0.8513513513513513,0.9826589595375722,1.0,0.9482758620689656,0.875,0.9852941176470588,0.972972972972973,1.0,0.7368421052631579,0.9166666666666666,0.972972972972973,1.0,0.9487179487179488,0.8648648648648649,0.912280701754386,1.0,0.8055555555555556,0.8709677419354839,0.8085106382978723,1.0,0.9534883720930232,0.8636363636363636,0.9736842105263158,0.9428571428571428,1.0,0.821917808219178,0.9591836734693876,0.989010989010989,1.0,0.9705882352941176,0.7457627118644068,0.9722222222222222,0.9545454545454546,0.696969696969697
align-dinov2+1b-things+hyp-abl30cat-shuffled-42,0.5138136037768841,0.0,0.4635761589403973,0.6565656565656566,0.6730769230769231,0.4979919678714859,0.6910755148741419,0.6911764705882353,0.7456140350877193,0.4918032786885246,0.8125,0.576271186440678,0.5236220472440944,0.4453781512605042,0.5357142857142857,0.7054794520547946,0.7394366197183099,0.4845814977973568,0.7518248175182481,0.5566502463054187,0.6953125,0.2478448275862069,0.111340206185567,0.5950413223140496,0.3391812865497076,0.5722222222222222,0.4304347826086956,0.7134502923976608,0.9391304347826088,0.6462585034013606,0.4540816326530612,0.765625,0.5308056872037915,0.625,0.59375,0.4697674418604651,0.8029197080291971,0.6216216216216216,0.7891156462585034,0.5789473684210527,0.4426229508196721,0.7815126050420168,0.2075892857142857,0.6270270270270271,0.5414634146341464,0.85,0.4465648854961832,0.4409448818897638,0.4648318042813456,0.6118421052631579,0.8157894736842105,0.4569892473118279,0.5857988165680473,0.70625,0.4756097560975609
align-dinov2+1b-things-shuffled-218,0.5244897959183673,0.0,0.4419642857142857,0.6477732793522267,0.6288659793814433,0.5555555555555556,0.2822784810126582,0.5967741935483871,0.6609195402298851,0.4878787878787878,0.5902777777777778,0.6327272727272727,0.5689655172413793,0.5578947368421052,0.6275,0.5958333333333333,0.6893203883495146,0.5746268656716418,0.748898678414097,0.5418326693227091,0.5866141732283464,0.4453125,0.264039408866995,0.4123222748815165,0.412987012987013,0.6116504854368932,0.5037593984962406,0.726027397260274,0.6444444444444445,0.5612648221343873,0.5252100840336135,0.7280334728033473,0.5959183673469388,0.702020202020202,0.5675675675675675,0.5503875968992248,0.563953488372093,0.6566523605150214,0.5845410628019324,0.5572139303482587,0.5880281690140845,0.5238095238095238,0.4109311740890688,0.6495726495726496,0.5743801652892562,0.5913978494623656,0.4281984334203655,0.5,0.4741873804971319,0.702020202020202,0.465,0.5229357798165137,0.6877828054298643,0.5867346938775511,0.527972027972028
align-dinov2+1b-things+hyp-abl10-local-shuffled-42,0.9223826714801444,0.0,1.0,1.0,0.9722222222222222,0.86,0.986013986013986,0.8378378378378378,1.0,0.9076923076923076,1.0,0.7719298245614035,1.0,0.926829268292683,0.8571428571428571,0.7551020408163265,0.8666666666666667,0.84,0.9736842105263158,0.935483870967742,0.95,0.8783783783783784,0.953757225433526,0.979591836734694,0.9310344827586208,0.875,0.9411764705882352,0.8918918918918919,1.0,0.7631578947368421,0.9583333333333334,1.0,1.0,1.0,0.8378378378378378,0.9473684210526316,1.0,0.8611111111111112,0.9032258064516128,0.8297872340425532,0.9791666666666666,1.0,0.9454545454545454,0.9736842105263158,0.9428571428571428,1.0,0.8493150684931506,0.979591836734694,0.967032967032967,1.0,0.9411764705882352,0.7457627118644068,1.0,0.8409090909090909,0.7272727272727273
align-dinov2+1b-things+hyp-abl10-shuffled-42,0.5897526501766784,0.0,0.6666666666666666,0.6666666666666666,0.6285714285714286,0.6140350877192983,0.6762589928057554,0.7027027027027027,0.8,0.5272727272727272,0.6923076923076923,0.4897959183673469,0.6545454545454545,0.5185185185185185,0.5633802816901409,0.4897959183673469,0.5777777777777777,0.62,0.7380952380952381,0.4393939393939394,0.7222222222222222,0.4545454545454545,0.6528497409326425,0.4,0.44,0.7575757575757576,0.4464285714285714,0.9047619047619048,0.7741935483870968,0.5,0.5151515151515151,0.7111111111111111,0.875,0.8,0.6170212765957447,0.4074074074074074,0.9,0.7142857142857143,0.8064516129032258,0.4705882352941176,0.5238095238095238,0.75,0.3786407766990291,0.5333333333333333,0.6046511627906976,0.9375,0.4230769230769231,0.5806451612903226,0.3118279569892473,0.8461538461538461,0.75,0.4375,0.6041666666666666,0.6904761904761905,0.3939393939393939
align-dinov2+1b-things+hyp-abl90-shuffled-7,0.5774750830564784,0.0,0.3250564334085778,0.7393162393162394,0.7172774869109948,0.5928571428571429,0.5304798962386511,0.5757575757575758,0.6511627906976745,0.5928338762214984,0.6268656716417911,0.6240601503759399,0.5842293906810035,0.5296296296296297,0.4868421052631579,0.5982905982905983,0.6919191919191919,0.57421875,0.4798206278026906,0.6300813008130082,0.5361702127659574,0.5324947589098532,0.584349593495935,0.5631313131313131,0.5564738292011019,0.645,0.5826771653543307,0.6651162790697674,0.6467889908256881,0.5748987854251012,0.5327510917030568,0.7792207792207793,0.6192468619246861,0.6666666666666666,0.5823293172690763,0.5582329317269076,0.5796178343949044,0.6755555555555556,0.7128712871287128,0.6354166666666666,0.5661764705882353,0.5476190476190477,0.3623188405797101,0.6888888888888889,0.6282051282051282,0.7722222222222223,0.5,0.5149253731343284,0.3925049309664694,0.680628272251309,0.8195876288659794,0.5652173913043478,0.6698113207547169,0.71875,0.5902255639097744
align-dinov2+1b-things+hyp-abl30cat-local-shuffled-7,0.7565293602103418,0.0,0.935897435897436,0.9418604651162792,0.6390532544378699,0.8992248062015504,0.9821029082774048,0.782312925170068,0.9797297297297296,0.8914285714285715,0.975206611570248,0.8371040723981901,0.6764705882352942,0.5726872246696035,0.853448275862069,0.8618421052631579,0.933774834437086,0.5779816513761468,0.9090909090909092,0.7711442786069652,0.9465648854961832,0.7848101265822784,0.4886831275720165,0.9,0.8024316109422492,0.6820809248554913,0.4936170212765957,0.8266666666666667,0.992063492063492,0.8450704225352113,0.5396825396825397,0.9570552147239264,0.9956331877729258,0.6966292134831461,0.9634146341463414,0.8738317757009346,0.9069767441860463,0.6758241758241759,0.9492753623188406,0.7888888888888889,0.7252252252252253,1.0,0.3393258426966292,0.7962962962962963,0.7222222222222222,0.8910891089108911,0.6510791366906474,0.5919117647058824,0.9716981132075472,0.7398843930635838,0.9615384615384616,0.555045871559633,0.7900552486187845,0.7151515151515152,0.6764705882352942
align-dinov2+500m-things-local-shuffled-42,0.7369126659856997,0.0,0.6731182795698925,0.949074074074074,0.7239819004524887,0.9389830508474576,0.1938650306748466,0.7991967871485943,0.7793427230046949,0.825,0.9059233449477352,0.8976377952755905,0.9640287769784172,0.5795454545454546,0.7661290322580645,0.6625514403292181,0.9278846153846154,0.66015625,0.8418803418803419,0.6470588235294118,0.8947368421052632,0.867704280155642,0.5570866141732284,0.8907766990291263,0.4972527472527472,0.6555023923444976,0.7849056603773585,0.851063829787234,0.9482758620689656,0.7175572519083969,0.6710526315789473,0.932367149758454,0.8931297709923665,0.7866666666666666,0.8860294117647058,0.6404494382022472,0.9041916167664672,0.7432432432432432,0.8686868686868687,0.726457399103139,0.9732824427480916,0.9293286219081272,0.8429423459244533,0.835820895522388,0.793859649122807,0.9361702127659576,0.5235602094240838,0.8580645161290322,0.487229862475442,0.9366515837104072,0.893491124260355,0.6666666666666666,0.6872246696035242,0.755868544600939,0.6173285198555957
