run_name,overall,total_illegal_ratio,musical,item of clothing,insect,furniture,outerwear,vehicle,bird,container,body part,home appliance,headwear,watercraft,food,medical equipment,sea animal,vegetable,piece of jewelry,office supply item,car part,plant,sports equipment,clothing accessory,fruit,mammal,fastener,protective clothing item,footwear,animal,dessert,candy,condiment,piece of women's clothing,personal hygiene item,toy,breakfast food,game,drink,seafood,electronic device,garden tool,weapon,home decor item,school supply,kitchen tool,scientific equipment,construction equipment,arts and crafts item,kitchen appliance,safety equipment,source of light,tool,farm animal,hardware item
align-dinov2+1b-things-7,0.746338046108776,0.0,0.9201520912547528,0.4870775347912525,0.9770642201834864,0.8983050847457628,0.863849765258216,0.8266033254156769,0.9711191335740073,0.6782273603082851,0.8128654970760234,0.6151202749140894,0.9315789473684212,0.9420289855072465,0.4200196270853778,0.7723577235772358,0.8122743682310469,0.9219330855018588,0.882051282051282,0.8532110091743119,0.639344262295082,0.92619926199262,0.449468085106383,0.7394366197183099,0.9314079422382672,0.9126819126819128,0.8647540983606558,0.8928571428571429,0.79,0.6429433051869723,0.934640522875817,0.875,0.9057591623036648,0.927536231884058,0.628099173553719,0.6973180076628352,0.8629032258064516,0.896551724137931,0.9737991266375546,0.7350427350427351,0.8048780487804879,0.7061855670103093,0.8369905956112853,0.6238244514106583,0.7708333333333334,0.6437768240343348,0.609375,0.7099236641221374,0.7272727272727273,0.8064516129032258,0.8333333333333334,0.8768472906403941,0.5945945945945946,0.883495145631068,0.4217506631299735
align-dinov2+1b-things+hyp-abl40cat-7,0.7045629128898449,0.0,0.6530612244897959,0.3828451882845188,0.9844559585492229,0.9197530864197532,0.898936170212766,0.9111111111111112,0.9755102040816328,0.4683026584867075,0.816793893129771,0.6121673003802282,0.8392857142857143,0.9021739130434784,0.869983948635634,0.5707762557077626,0.5469387755102041,0.7909836065573771,0.813953488372093,0.6436170212765957,0.5622119815668203,0.8506224066390041,0.3505747126436782,0.8888888888888888,0.9384615384615383,0.6577777777777778,0.9162303664921466,0.8502994011976048,0.7613636363636364,0.484394506866417,0.7318840579710145,0.9096385542168676,0.8606060606060606,0.6648351648351648,0.759090909090909,0.7130434782608696,0.5291479820627802,0.9135135135135136,0.966346153846154,0.645320197044335,0.8631578947368421,0.6787878787878788,0.8540540540540541,0.6962457337883959,0.6445497630331753,0.915032679738562,0.5574468085106383,0.5482456140350878,0.7700534759358288,0.743455497382199,0.611764705882353,0.7277777777777777,0.8772455089820359,0.850828729281768,0.3559322033898305
align-dinov2+500m-things+hyp-abl90-42,0.8147164298047549,0.0,0.946938775510204,0.8577319587628865,0.9802955665024632,0.9381818181818182,0.8990384615384616,0.8435897435897436,0.9770992366412212,0.813953488372093,0.8098159509202454,0.7410071942446043,0.907608695652174,0.868020304568528,0.667004048582996,0.6033755274261603,0.9201520912547528,0.9653846153846154,0.9153439153439152,0.7230046948356808,0.7991266375545851,0.8435114503816794,0.7352112676056338,0.850909090909091,0.9400749063670412,0.8665254237288136,0.9012875536480688,0.8115183246073299,0.9270833333333334,0.9038701622971286,0.959731543624161,0.8983957219251337,0.8777777777777778,0.900497512437811,0.7543103448275862,0.7335907335907336,0.7510373443983402,0.9187817258883249,0.9539170506912442,0.7030567685589519,0.7621483375959079,0.7142857142857143,0.793918918918919,0.8013029315960912,0.6872246696035242,0.7149122807017544,0.7654320987654321,0.6758893280632411,0.7638376383763837,0.8962264150943396,0.7688172043010753,0.8724489795918368,0.7139830508474576,0.8905472636815921,0.4985915492957746
align-dinov2+1b-things-218,0.7396509998726277,0.0,0.8821292775665399,0.5864811133200796,0.944954128440367,0.7322033898305085,0.92018779342723,0.9216152019002376,0.9530685920577616,0.720616570327553,0.8713450292397661,0.5567010309278351,0.8894736842105263,0.855072463768116,0.4131501472031403,0.6544715447154471,0.7509025270758123,0.933085501858736,0.841025641025641,0.7155963302752294,0.7172131147540983,0.8191881918819188,0.523936170212766,0.8169014084507042,0.9422382671480144,0.5363825363825364,0.7418032786885246,0.8214285714285714,0.8,0.7780458383594693,0.937908496732026,0.9114583333333334,0.9214659685863874,0.855072463768116,0.6652892561983471,0.7701149425287356,0.8669354838709677,0.8177339901477833,0.9126637554585152,0.6196581196581197,0.8634146341463415,0.7164948453608248,0.7899686520376176,0.6990595611285266,0.725,0.6738197424892703,0.67578125,0.6564885496183206,0.7027972027972028,0.7511520737327189,0.71875,0.8078817733990148,0.7234927234927235,0.9514563106796116,0.4429708222811671
align-dinov2+500m-things+hyp-abl70-42,0.8368900164154603,0.0,0.915,0.9068627450980392,0.9895287958115184,0.9527896995708156,0.8494623655913979,0.9397590361445785,0.8715953307392996,0.9066985645933014,0.910958904109589,0.7729083665338645,0.8928571428571429,0.9239130434782608,0.8926940639269406,0.6745283018867925,0.7658730158730159,0.9282700421940928,0.930379746835443,0.7391304347826086,0.9128205128205128,0.8899082568807339,0.7366666666666667,0.7958333333333333,0.8630705394190872,0.9543269230769232,0.7309417040358744,0.8511904761904762,0.9657142857142856,0.9314128943758574,0.9407407407407408,0.9345238095238096,0.9041916167664672,0.9032258064516128,0.7626262626262627,0.8148148148148148,0.8444444444444444,0.9337016574585636,0.967391304347826,0.6862745098039216,0.8052325581395349,0.672514619883041,0.842911877394636,0.7203065134099617,0.7611940298507462,0.7587939698492462,0.6754385964912281,0.6008771929824561,0.7468879668049793,0.7486910994764397,0.7261904761904762,0.8466257668711656,0.7605633802816901,0.8526315789473684,0.5105105105105106
align-dinov2+500m-things+hyp-abl30cat-42,0.7657068062827225,0.0,1.0,0.8802588996763754,0.9836065573770492,0.9642857142857144,0.791907514450867,0.9562043795620438,0.9957983193277312,0.6094420600858369,0.8444444444444444,0.9032258064516128,0.957983193277311,0.9702970297029704,0.5045871559633027,0.8133333333333334,0.8864628820960698,0.925925925925926,0.984,0.6228571428571429,0.9516129032258064,0.802547770700637,0.6347305389221557,0.4915966386554621,0.9234042553191488,0.9378531073446328,0.7704081632653061,0.7628205128205128,0.9772727272727272,0.9217391304347826,0.8888888888888888,0.901840490797546,0.9256756756756755,0.6358381502890174,0.7785714285714286,0.9121621621621622,0.6153846153846154,0.7848101265822784,0.8992248062015504,0.6703296703296703,0.7961538461538461,0.7397260273972602,0.7821229050279329,0.6,0.6153846153846154,0.785,0.6807511737089202,0.6824644549763034,0.5477178423236515,0.9285714285714286,0.6815286624203821,0.946969696969697,0.7027027027027027,0.6511627906976745,0.6741573033707865
align-dinov2+500m-things-7,0.7625780155394217,0.0,0.9239543726235742,0.7733598409542743,0.9587155963302753,0.952542372881356,0.8779342723004695,0.9216152019002376,0.9638989169675092,0.882466281310212,0.7602339181286549,0.8419243986254296,0.8052631578947368,0.9371980676328504,0.4818449460255152,0.6666666666666666,0.6425992779783394,0.9591078066914498,0.7948717948717948,0.7981651376146789,0.6434426229508197,0.8708487084870848,0.5292553191489362,0.8380281690140845,0.8086642599277978,0.9563409563409564,0.8319672131147541,0.9081632653061223,0.865,0.4547647768395657,0.9052287581699346,0.921875,0.93717277486911,0.6956521739130435,0.7603305785123967,0.6934865900383141,0.8588709677419355,0.8916256157635468,0.9344978165938864,0.688034188034188,0.7926829268292683,0.7164948453608248,0.7272727272727273,0.6927899686520376,0.7,0.648068669527897,0.8125,0.6450381679389313,0.6223776223776224,0.8018433179723502,0.7916666666666666,0.9064039408866996,0.7713097713097713,0.8980582524271845,0.5225464190981433
align-dinov2+500m-things+hyp-abl10cat-218,0.7384094151212554,0.0,0.9777777777777776,0.6756756756756757,0.9148936170212766,0.6789473684210526,0.7207207207207207,1.0,1.0,0.4827586206896552,0.7222222222222222,0.8695652173913043,0.9101123595505618,1.0,0.8981481481481481,0.7228915662650602,0.4382716049382716,0.9787234042553192,0.9107142857142856,0.927536231884058,0.3733333333333333,1.0,0.935483870967742,0.7571428571428571,1.0,0.9634146341463414,0.9047619047619048,0.6309523809523809,0.9655172413793104,0.8410596026490066,0.7286432160804021,0.9649122807017544,0.9302325581395348,0.6410256410256411,0.4420289855072464,0.8983050847457628,0.310126582278481,1.0,0.9027777777777778,0.7666666666666667,0.8571428571428571,0.4554455445544554,0.8,0.8470588235294118,0.8076923076923077,0.84375,0.3818181818181818,0.7162162162162162,0.8571428571428571,1.0,0.8235294117647058,0.8615384615384616,0.9078947368421052,1.0,0.8144329896907216
align-dinov2+1b-things+hyp-abl10cat-42,0.7305634807417974,0.0,1.0,0.3144963144963145,0.9787234042553192,0.531578947368421,0.8108108108108109,0.9583333333333334,1.0,0.4532019704433497,0.8888888888888888,0.8043478260869565,0.9213483146067416,0.9772727272727272,0.9660493827160492,0.7710843373493976,0.6481481481481481,1.0,0.9285714285714286,0.9130434782608696,0.38,0.9629629629629628,0.9516129032258064,0.8142857142857143,1.0,0.9390243902439024,0.9523809523809524,0.8571428571428571,0.9080459770114944,0.9668874172185432,0.7738693467336684,0.9649122807017544,0.9767441860465116,0.5811965811965812,0.3840579710144927,0.9322033898305084,0.310126582278481,1.0,0.9027777777777778,0.7666666666666667,0.8701298701298701,0.4653465346534653,0.8235294117647058,0.8470588235294118,0.8461538461538461,0.890625,0.3939393939393939,0.8513513513513513,0.9107142857142856,0.9848484848484848,0.7205882352941176,0.9384615384615383,0.9013157894736842,1.0,0.8556701030927835
align-dinov2+1b-things+hyp-abl90-7,0.852105193252756,0.0,0.9306122448979592,0.8391752577319588,0.9753694581280788,0.901818181818182,0.9375,0.8717948717948718,0.9694656488549618,0.8097251585623678,0.9325153374233128,0.737410071942446,0.8913043478260869,0.9390862944162436,0.9190283400809716,0.70042194092827,0.9391634980988594,0.9692307692307692,0.9047619047619048,0.6901408450704225,0.7467248908296943,0.9274809160305344,0.819718309859155,0.8145454545454546,0.9363295880149812,0.9279661016949152,0.8969957081545065,0.8952879581151832,0.8958333333333334,0.947565543071161,0.8557046979865772,0.8983957219251337,0.9055555555555556,0.835820895522388,0.7887931034482759,0.749034749034749,0.8132780082987552,0.8527918781725888,0.935483870967742,0.7641921397379913,0.7979539641943734,0.8465608465608465,0.902027027027027,0.8045602605863192,0.6740088105726872,0.7543859649122807,0.7613168724279835,0.7707509881422925,0.8007380073800738,0.7169811320754716,0.8279569892473119,0.8826530612244898,0.7584745762711864,0.9104477611940298,0.7098591549295775
align-dinov2+500m-things+hyp-abl70-218,0.8595731980301448,0.0,0.965,0.8235294117647058,0.9685863874345548,0.9699570815450644,0.9193548387096774,0.9367469879518072,0.9844357976653696,0.901913875598086,0.9452054794520548,0.8366533864541833,0.9761904761904762,0.907608695652174,0.91324200913242,0.6650943396226415,0.9126984126984128,0.9662447257383966,0.9746835443037974,0.7554347826086957,0.8871794871794871,0.8027522935779816,0.83,0.8583333333333333,0.925311203319502,0.9423076923076924,0.757847533632287,0.8452380952380952,0.96,0.9794238683127572,0.9555555555555556,0.9523809523809524,0.940119760479042,0.7688172043010753,0.8282828282828283,0.7222222222222222,0.7955555555555556,0.9281767955801103,0.9891304347826086,0.7058823529411765,0.8488372093023255,0.6666666666666666,0.8160919540229885,0.8467432950191571,0.7412935323383084,0.8040201005025126,0.6228070175438597,0.6271929824561403,0.7178423236514523,0.9633507853403142,0.7678571428571429,0.9386503067484664,0.7652582159624414,0.8842105263157894,0.6216216216216216
align-dinov2+1b-things+hyp-abl40cat-218,0.7143954524504532,0.0,0.7959183673469388,0.2615062761506276,0.9585492227979274,0.9629629629629628,0.8085106382978723,0.9111111111111112,0.8979591836734694,0.7321063394683026,0.9541984732824428,0.5095057034220533,0.8690476190476191,0.6793478260869565,0.8731942215088283,0.5707762557077626,0.5551020408163265,0.860655737704918,0.8372093023255814,0.6542553191489362,0.5806451612903226,0.8506224066390041,0.3908045977011494,0.8177777777777778,0.9,0.7822222222222223,0.8900523560209425,0.7005988023952096,0.9431818181818182,0.5493133583021224,0.7318840579710145,0.9036144578313252,0.8545454545454545,0.6593406593406593,0.5954545454545455,0.7956521739130434,0.547085201793722,0.7891891891891892,0.9855769230769232,0.7438423645320197,0.912280701754386,0.6666666666666666,0.8486486486486486,0.5733788395904437,0.6445497630331753,0.8366013071895425,0.5361702127659574,0.5482456140350878,0.786096256684492,0.9424083769633508,0.611764705882353,0.7722222222222223,0.8922155688622755,0.6629834254143646,0.3672316384180791
align-dinov2+500m-things+hyp-abl90-7,0.8092708194979413,0.0,0.9102040816326532,0.822680412371134,0.9408866995073892,0.9381818181818182,0.908653846153846,0.882051282051282,0.9274809160305344,0.6765327695560254,0.8834355828220859,0.8309352517985612,0.907608695652174,0.8781725888324873,0.7024291497975709,0.679324894514768,0.8745247148288974,0.9307692307692308,0.8783068783068783,0.676056338028169,0.8384279475982532,0.9083969465648856,0.7549295774647887,0.8690909090909091,0.9550561797752808,0.961864406779661,0.7339055793991416,0.8324607329842932,0.921875,0.978776529338327,0.761744966442953,0.8770053475935828,0.8944444444444445,0.7064676616915423,0.728448275862069,0.694980694980695,0.7634854771784232,0.8426395939086294,0.9539170506912442,0.7117903930131004,0.7877237851662404,0.7037037037037037,0.7027027027027027,0.7198697068403909,0.6828193832599119,0.5921052631578947,0.7942386831275721,0.6324110671936759,0.7970479704797048,0.8679245283018868,0.6989247311827957,0.8418367346938775,0.8538135593220338,0.7562189054726368,0.5746478873239437
align-dinov2+500m-things+hyp-abl40cat-7,0.7159317867567982,0.0,0.8775510204081632,0.5941422594142259,0.9844559585492229,0.9320987654320988,0.8670212765957447,0.9466666666666668,0.979591836734694,0.5316973415132924,0.931297709923664,0.5247148288973384,0.8095238095238095,0.6141304347826086,0.8892455858747994,0.5707762557077626,0.6612244897959184,0.7745901639344263,0.9011627906976744,0.6436170212765957,0.5806451612903226,0.8298755186721992,0.4597701149425287,0.8488888888888889,0.9230769230769232,0.9533333333333334,0.8638743455497382,0.8263473053892215,0.8409090909090909,0.3333333333333333,0.7355072463768116,0.8855421686746988,0.8666666666666667,0.6868131868131868,0.6727272727272727,0.5956521739130435,0.7085201793721974,0.8594594594594595,0.9759615384615384,0.6157635467980296,0.8947368421052632,0.6545454545454545,0.918918918918919,0.5119453924914675,0.6445497630331753,0.8496732026143791,0.5361702127659574,0.5570175438596491,0.8342245989304813,0.7120418848167539,0.6352941176470588,0.8055555555555556,0.907185628742515,0.6629834254143646,0.3587570621468927
align-dinov2+1b-things+hyp-abl30-42,0.9149048625792812,0.0,0.9532710280373832,0.9561752988047808,0.9912280701754386,0.9838709677419356,0.9117647058823528,0.9080459770114944,1.0,0.9043062200956936,1.0,0.9928057553956836,0.9405940594059404,0.918918918918919,0.9065817409766456,0.8365384615384616,0.9683544303797468,0.9663865546218487,0.97,0.8898305084745762,0.981651376146789,0.972972972972973,0.8469945355191257,0.8785714285714286,0.9645390070921984,0.988593155893536,0.8888888888888888,0.8080808080808081,0.9901960784313726,0.9732739420935412,0.9712230215827338,0.9230769230769232,0.931372549019608,0.851063829787234,0.8849557522123894,0.8529411764705882,0.9615384615384616,0.9587628865979382,0.9805825242718448,0.9090909090909092,0.900990099009901,0.8118811881188119,0.8757763975155279,0.855072463768116,0.9051724137931034,0.801980198019802,0.8031496062992126,0.8305084745762712,0.7928571428571428,0.951219512195122,0.8333333333333334,0.898989898989899,0.9230769230769232,0.7769230769230769,0.8378378378378378
align-dinov2+500m-things+hyp-abl10cat-42,0.757132667617689,0.0,1.0,0.4324324324324324,0.9787234042553192,0.7473684210526316,0.8108108108108109,1.0,1.0,0.6773399014778325,0.9444444444444444,0.8478260869565217,0.8202247191011236,1.0,0.8672839506172839,0.8072289156626506,0.6481481481481481,1.0,0.8928571428571429,0.9130434782608696,0.5,0.9629629629629628,0.967741935483871,0.8285714285714286,1.0,0.9390243902439024,0.9206349206349206,0.75,0.9195402298850576,0.8675496688741722,0.7236180904522613,0.9298245614035088,0.9534883720930232,0.5128205128205128,0.427536231884058,0.9661016949152542,0.3544303797468354,1.0,0.9027777777777778,0.6583333333333333,0.8831168831168831,0.4752475247524752,0.8235294117647058,0.8941176470588236,0.8333333333333334,0.921875,0.4666666666666667,0.8513513513513513,0.875,0.9393939393939394,0.8970588235294118,0.9230769230769232,0.875,1.0,0.8762886597938144
align-dinov2+500m-things+hyp-abl30-218,0.8983879492600423,0.0,0.9532710280373832,0.9561752988047808,0.9912280701754386,0.9838709677419356,0.931372549019608,0.942528735632184,1.0,0.9425837320574164,0.9605263157894736,0.9424460431654677,0.9405940594059404,0.90990990990991,0.8874734607218684,0.7980769230769231,0.9367088607594936,0.9915966386554622,0.93,0.7627118644067796,0.926605504587156,0.954954954954955,0.7923497267759563,0.8714285714285714,0.9645390070921984,0.988593155893536,0.8425925925925926,0.7777777777777778,0.9803921568627452,0.9888641425389756,0.9568345323741008,0.9134615384615384,0.8431372549019608,0.8297872340425532,0.8849557522123894,0.8333333333333334,0.9230769230769232,0.9484536082474226,0.9805825242718448,0.7651515151515151,0.9257425742574258,0.7722772277227723,0.8944099378881988,0.8260869565217391,0.8793103448275862,0.801980198019802,0.7637795275590551,0.7457627118644068,0.8642857142857143,0.934959349593496,0.75,0.9191919191919192,0.9017094017094016,0.7307692307692307,0.7945945945945946
