idx,p_yes,rank_yes,rank_no
255,1.6939281977101928e-07,2,1
256,1.524771242600309e-08,9,1
257,1.0,1,3
258,2.948808308644857e-09,14,1
259,0.9999998807907104,1,2
260,2.974251174236997e-06,6,1
261,1.9730489384528482e-06,4,1
262,7.959349801467397e-08,11,1
263,1.7604597246645426e-07,3,1
264,0.9927463531494141,1,2
265,0.9974488019943237,1,2
266,0.9999998807907104,1,3
267,0.9999988079071045,1,2
268,1.2574066232673431e-08,10,1
269,5.73315839247357e-09,5,1
270,8.136875173647695e-09,7,1
271,5.3321418391760744e-09,5,1
272,1.0,1,7
273,1.0,1,5
274,1.0,1,2
275,1.0,1,5
276,1.8137033066523145e-06,4,1
277,1.418673321040842e-07,2,1
278,1.8841200599695185e-08,7,1
279,2.6938012709365466e-08,3,1
280,0.8594196438789368,1,2
281,0.9999997615814209,1,2
282,0.9999450445175171,1,2
283,0.9999997615814209,1,2
284,7.529004619755142e-08,5,1
285,6.147396902633773e-08,4,1
286,9.357958674627298e-08,4,1
287,1.514029577265319e-07,2,1
288,0.9999997615814209,1,2
289,0.9961655735969543,1,2
290,0.9999988079071045,1,2
291,0.9991905689239502,1,2
292,2.0417809309947188e-07,4,1
293,6.4053757853344e-08,5,1
294,3.075825816267752e-08,8,1
295,3.3321477133085864e-08,3,1
296,1.0,1,4
297,1.0,1,6
298,1.0,1,4
299,1.0,1,5
300,1.81397098231173e-07,5,1
301,3.6764257060895034e-07,4,1
302,5.257501545230525e-09,8,1
303,1.5214594029089312e-08,9,1
304,0.9999975562095642,1,2
305,1.0,1,5
306,1.0,1,2
307,1.0,1,4
308,1.2770232160619344e-07,4,1
309,1.038032451106119e-07,4,1
310,2.845208513235775e-09,6,1
311,1.3118850894500156e-08,6,1
312,0.9999998807907104,1,2
313,1.0,1,4
314,0.9999998807907104,1,2
315,1.0,1,4
316,3.142658613342064e-07,2,1
317,3.277505413734616e-07,3,1
318,1.0950887308069923e-08,6,1
319,2.2235745689158648e-08,6,1
320,1.0,1,5
321,1.0,1,7
322,1.0,1,7
323,1.0,1,7
324,3.1555895674273415e-08,4,1
325,3.8632720134046394e-08,4,1
326,6.858005718868299e-08,4,1
327,1.7163620213977993e-07,3,1
328,1.0,1,9
329,1.0,1,7
330,1.0,1,4
331,1.0,1,6
332,1.181155226959163e-07,6,1
333,3.005051780746726e-07,5,1
334,4.52969466380182e-08,7,1
335,4.3142673433749223e-08,9,1
336,0.9999997615814209,1,3
337,1.0,1,5
338,1.0,1,4
339,1.0,1,5
340,2.614083769003628e-06,3,1
341,2.414740833955875e-07,3,1
342,3.678017179709059e-08,4,1
343,3.932607484102846e-08,4,1
344,0.999995768070221,1,2
345,0.9999998807907104,1,3
346,0.9999955296516418,1,2
347,0.9999955296516418,1,2
348,2.0289877511459053e-07,2,1
349,1.380067971012977e-07,4,1
350,2.738358162446275e-08,8,1
351,3.472394283221547e-08,6,1
352,1.0,1,7
353,1.0,1,5
354,1.0,1,5
355,1.0,1,6
356,2.3760472700473656e-08,5,1
357,9.833009073645371e-09,5,1
358,3.5406245046942786e-08,6,1
359,9.878368345539457e-09,7,1
360,1.0,1,3
361,0.9999995231628418,1,3
362,1.0,1,4
363,0.9999998807907104,1,3
364,0.00014204150647856295,2,1
365,4.297226951166522e-06,2,1
366,1.0683101514530335e-08,11,1
367,4.8249248152387736e-08,3,1
368,0.9996933341026306,1,3
369,1.0,1,8
370,0.9095266461372375,1,2
371,1.0,1,6
372,2.8541677465909743e-07,3,1
373,1.0,1,4
374,2.0550433532662282e-07,2,1
375,1.0,1,5
376,0.00013741542352363467,3,1
377,0.9999998807907104,1,2
378,0.9860736727714539,1,2
379,0.9999992847442627,1,2
380,1.4762818523195165e-07,5,1
381,5.0653394367827786e-08,7,1
382,3.3181116521063814e-08,5,1
383,5.3667417176939125e-09,7,1
384,2.8953957098565297e-07,3,1
385,1.925018544568502e-08,2,1
386,5.928487371420488e-05,2,1
387,0.057468269020318985,2,1
388,2.6095136718140566e-07,5,1
389,9.880633911052428e-08,4,1
390,3.0444354592873424e-08,6,1
391,2.594010339862507e-08,8,1
392,3.129071046714671e-05,4,1
393,1.0,1,6
394,0.0005323008517734706,2,1
395,1.0,1,5
396,5.035927870267187e-07,3,1
397,1.9887712809918412e-08,3,1
398,1.9017538477328344e-07,2,1
399,5.384715784373384e-09,7,1
400,2.3908248714121783e-09,8,1
401,2.0085945351411283e-08,5,1
402,0.9929338097572327,1,2
403,0.9996298551559448,1,2
404,2.516899940019357e-06,4,1
405,1.603428700036602e-06,2,1
406,1.0531224781118453e-08,8,1
407,2.3952903660529046e-08,4,1
408,0.781546950340271,1,2
409,0.9999994039535522,1,2
410,0.9999992847442627,1,2
411,0.9999998807907104,1,3
412,0.0012682632077485323,3,2
413,3.4594816042954335e-06,3,1
414,2.2082539885559527e-07,4,1
415,2.0171606252006313e-07,4,1
416,0.9999983310699463,1,2
417,0.03916454687714577,2,1
418,0.9931902289390564,1,2
419,0.3035067915916443,2,1
420,4.4932683351817104e-08,2,1
421,2.739575677424e-07,2,1
422,1.1827143708842414e-08,3,1
423,3.601151661314361e-07,2,1
424,1.0,1,3
425,1.0,1,5
426,1.0,1,3
427,1.0,1,5
428,9.565226264385274e-07,2,1
429,2.28471435548272e-06,2,1
430,1.2996520126762334e-07,2,1
431,1.4677520709938108e-07,2,1
432,1.0,1,2
433,1.0,1,5
434,1.0,1,3
435,1.0,1,5
436,7.641558568138862e-07,3,1
437,6.421449256777123e-07,3,1
438,9.11334154807264e-08,4,1
439,1.0904246039444843e-07,2,1
440,1.0,1,4
441,1.0,1,6
442,1.0,1,5
443,1.0,1,5
444,0.756756603717804,1,2
445,2.0733539713546634e-05,2,1
446,0.9999990463256836,1,2
447,2.0284273887227755e-06,3,1
448,1.0,1,4
449,1.0,1,4
450,1.0,1,6
451,1.0,1,5
452,2.4320613078998576e-07,3,1
453,3.6481210941019526e-08,3,1
454,9.370906184358319e-08,6,1
455,6.934599383612294e-08,3,1
456,0.9999998807907104,1,2
457,0.0650910958647728,2,1
458,0.9999983310699463,1,2
459,0.00032468026620335877,2,1
460,5.885700460339649e-08,6,1
461,7.890296416235287e-08,3,1
462,2.9274140445068042e-08,7,1
463,2.4400653941825112e-08,5,1
464,1.0,1,5
465,1.0,1,6
466,1.0,1,6
467,1.0,1,6
468,2.0163442471243798e-08,10,1
469,1.2835110752007495e-08,8,1
470,1.582574604697129e-08,9,1
471,5.640830913478112e-09,9,1
472,1.0,1,7
473,1.0,1,7
474,1.0,1,7
475,1.0,1,7
476,1.2688960850937292e-06,3,1
477,3.627174294251745e-08,4,1
478,1.1504993580047085e-07,4,1
479,1.550293049490392e-08,5,1
480,1.0,1,7
481,1.0,1,6
482,1.0,1,6
483,1.0,1,6
484,6.11431914876448e-06,4,1
485,2.060526753666636e-07,3,1
486,5.766523258898815e-07,3,1
487,7.491456699426635e-08,2,1
488,0.9992383122444153,1,2
489,5.825828338856809e-06,3,1
490,0.9999998807907104,1,3
491,0.10747626423835754,2,1
492,4.470325265515385e-08,7,1
493,9.716450755092865e-09,11,1
494,4.579066903431794e-09,9,1
495,4.7430304128681655e-09,8,1
496,1.0,1,4
497,0.9469467401504517,1,2
498,1.0,1,5
499,0.9997311234474182,1,2
500,1.4989878991400474e-06,4,1
501,2.582877698387165e-07,2,1
502,1.0166584161197534e-06,3,1
503,1.6465524055320202e-08,2,1
504,0.9159185886383057,1,2
505,5.008431980968453e-05,2,1
506,0.9997445344924927,1,2
507,0.0014896593056619167,2,1
508,2.502655505054463e-08,2,1
509,2.2076044103869208e-08,3,1
510,1.3020975302424631e-06,3,1
511,3.192524999917623e-08,3,1
512,1.0,1,5
513,1.0,1,7
514,1.0,1,5
515,1.0,1,6
516,6.478614089644452e-09,4,1
517,4.916058116144484e-10,10,1
518,3.777688384332123e-09,6,1
519,3.9677805485638373e-10,10,1
520,1.0,1,3
521,1.0,1,4
522,1.0,1,4
523,1.0,1,5
524,1.1796048582368712e-09,11,1
525,7.2358585789800145e-09,7,1
526,9.714608006916592e-10,11,1
527,3.817257177018973e-09,9,1
528,1.0,1,9
529,1.0,1,8
530,1.0,1,6
531,1.0,1,6
532,5.4770825954619795e-06,2,1
533,5.217812031332869e-06,2,1
534,1.1495806262473707e-07,6,1
535,7.361862230936822e-08,2,1
536,1.0,1,4
537,0.9999986290931702,1,2
538,1.0,1,5
539,1.0,1,4
540,1.5251091554091545e-06,3,1
541,1.9245180737925693e-06,3,1
542,1.6700035132544144e-07,6,1
543,1.6638760769183136e-07,2,1
544,1.0,1,6
545,1.0,1,4
546,1.0,1,5
547,1.0,1,3
548,7.929238563519903e-06,2,1
549,2.178310523959226e-06,3,1
550,7.897166506154463e-05,2,1
551,2.710288242724346e-07,3,1
552,0.9999998807907104,1,3
553,1.0539348295424134e-05,2,1
554,1.0,1,5
555,0.9999775290489197,1,2
556,3.685335911995935e-07,4,1
557,1.0928732763204607e-07,3,1
558,2.0794307431515335e-07,4,1
559,1.0072457001797375e-07,3,1
560,0.9999997615814209,1,2
561,0.9988933801651001,1,2
562,1.0,1,5
563,1.0,1,3
564,1.846384911630139e-08,8,1
565,2.679722665988038e-09,8,1
566,2.3652841907306765e-09,9,1
567,1.291818985116322e-09,8,1
568,8.889335134654175e-08,2,1
569,1.8108697474872315e-07,3,1
570,0.9322990775108337,1,2
571,0.0004576737410388887,2,1
572,1.3003154109014758e-09,9,1
573,2.7198563401498177e-09,8,1
574,1.4653506186235177e-09,10,1
575,1.7459117485074671e-09,7,1
576,1.0,1,5
577,1.0,1,6
578,1.0,1,6
579,1.0,1,6
580,8.222428293791495e-10,11,1
581,1.773014446371235e-08,5,1
582,6.478894643002775e-10,10,1
583,9.89432091813569e-09,4,1
584,0.9999954104423523,1,2
585,0.9999998807907104,1,2
586,1.0,1,3
587,1.0,1,5
588,5.413188564062921e-09,12,1
589,1.1955997081258829e-08,9,1
590,8.094940717739973e-09,10,1
591,6.613189107440576e-09,8,1
592,1.0,1,7
593,1.0,1,7
594,1.0,1,5
595,1.0,1,6
596,3.0457385946647264e-06,3,1
597,1.1606578027567593e-06,3,1
598,5.348811100702733e-07,3,1
599,4.7215965537361626e-07,3,1
600,0.9999998807907104,1,2
601,0.9999994039535522,1,2
602,1.0,1,5
603,1.0,1,3
604,0.004170404281467199,2,1
605,7.878601536503993e-06,2,1
606,0.0013793290127068758,2,1
607,1.1813620659495427e-07,2,1
608,6.727284016960766e-06,3,1
609,0.03595004230737686,2,1
610,0.0007961231167428195,2,1
611,0.9820108413696289,1,2
612,5.172389592189575e-06,3,1
613,0.00018484817701391876,2,1
614,3.055773944993234e-08,3,1
615,1.4610932907999086e-07,2,1
616,0.0002448796294629574,2,1
617,0.9999858736991882,1,2
618,0.33721378445625305,2,1
619,0.9996135234832764,1,2
620,0.999299168586731,1,2
621,0.4428237974643707,2,1
622,0.0008603061432950199,2,1
623,2.3659984194068784e-08,3,1
624,1.0,1,6
625,1.0,1,6
626,1.0,1,4
627,1.0,1,3
628,5.818660042677948e-07,2,1
629,5.881008746655425e-08,2,1
630,3.099254172411747e-05,2,1
631,9.274541135084746e-09,3,1
632,7.1496096154533e-08,3,1
633,4.155298327646051e-09,4,1
634,2.9894248854134275e-08,3,1
635,1.9047481814027378e-08,4,1
636,3.306152862592171e-08,3,1
637,4.3343391098460415e-09,6,1
638,1.605783062075261e-08,3,1
639,3.7945722120014125e-09,4,1
640,0.9625909328460693,1,2
641,1.2403024811646901e-05,2,1
642,0.5190861225128174,1,2
643,8.630984780211293e-07,2,1
644,1.947297789683944e-08,3,1
645,3.1298965641468612e-09,5,1
646,1.1184010162423874e-08,3,1
647,2.821839650835045e-09,4,1
648,1.0,1,2
649,0.9999998807907104,1,2
650,0.9999997615814209,1,2
651,0.9999988079071045,1,2
652,4.6302182454383e-05,3,1
653,3.0240125852287747e-06,3,1
654,7.154400236686342e-07,3,1
655,3.315221874800045e-07,3,1
656,1.0,1,7
657,1.0,1,5
658,1.0,1,6
659,1.0,1,6
660,7.170822755142581e-06,3,1
661,3.07082564177108e-06,3,1
662,6.410414243873674e-07,3,1
663,4.96168695462984e-07,3,1
664,0.0014243746409192681,2,1
665,0.811943531036377,1,2
666,5.842728933203034e-05,2,1
667,0.24987100064754486,2,1
668,1.0129198017239105e-05,2,1
669,4.963587940665093e-08,2,1
670,3.546341886817572e-08,2,1
671,1.0512560599806875e-08,4,1
672,1.0,1,7
673,1.0,1,5
674,1.0,1,3
675,1.0,1,4
676,8.797028567641973e-05,3,1
677,2.3393192805087892e-06,3,1
678,2.2466085169980943e-07,3,1
679,2.2216968886823452e-07,3,1
680,1.0,1,6
681,1.0,1,6
682,1.0,1,5
683,1.0,1,5
684,1.0289960528098163e-07,5,1
685,0.211496964097023,2,1
686,1.1021524187526666e-05,3,1
687,1.6197507193282945e-06,3,1
688,1.0,1,3
689,0.9999998807907104,1,2
690,1.0,1,3
691,1.0,1,4
692,8.429073972138212e-08,3,1
693,2.6140812181552064e-08,6,1
694,7.88066998325121e-08,4,1
695,2.2898825946526813e-08,4,1
696,1.0,1,4
697,0.9994370341300964,1,2
698,1.0,1,5
699,0.9999990463256836,1,2
700,0.967642605304718,1,3
701,0.04653553664684296,3,1
702,0.10514268279075623,2,1
703,9.8664422694128e-06,3,1
704,1.0,1,3
705,0.9999998807907104,1,2
706,1.0,1,3
707,0.9999985694885254,1,2
708,1.5068861713984916e-08,6,1
709,6.49573905775469e-09,4,1
710,1.869440211521578e-07,3,1
711,2.9049411764958677e-09,6,1
712,1.0,1,6
713,1.0,1,6
714,1.0,1,5
715,1.0,1,6
716,8.196303724616882e-08,3,1
717,9.580567450484523e-08,2,1
718,4.956606147743514e-08,5,1
719,9.233698250454836e-09,7,1
720,1.0,1,2
721,1.0,1,5
722,1.0,1,5
723,1.0,1,5
724,1.5807211095619778e-09,7,1
725,5.95191806951334e-09,5,1
726,9.598866146376395e-10,7,1
727,2.5542548076629146e-09,10,1
728,1.0,1,6
729,1.0,1,6
730,1.0,1,7
731,1.0,1,7
732,4.414038630784489e-05,3,1
733,1.2411689567670692e-05,2,1
734,8.572794030214936e-08,2,1
735,1.8301761883776635e-07,2,1
736,0.09436199069023132,2,1
737,8.866743428370683e-07,4,1
738,0.8929685950279236,1,2
739,4.2507753050813335e-07,4,1
740,6.846135658378216e-09,4,1
741,9.403737344371166e-09,4,1
742,0.48851311206817627,2,1
743,0.0013161279493942857,2,1
744,0.9999997615814209,1,2
745,0.9982467889785767,1,2
746,1.0,1,2
747,1.0,1,3
748,7.54831077642848e-08,3,1
749,7.279355429545831e-08,2,1
750,7.830068149417002e-09,5,1
751,4.4215404670922e-08,3,1
752,0.9999997615814209,1,2
753,0.9982467889785767,1,2
754,1.0,1,2
755,1.0,1,3
756,0.0038660333957523108,3,2
757,0.0006257315981201828,3,2
758,3.8269186575234926e-07,4,1
759,6.084332540012838e-07,4,1
760,5.8815758166019805e-06,5,1
761,1.2969260751560796e-05,4,1
762,8.045838058023946e-07,2,1
763,3.7106190120539395e-06,3,1
764,1.6762474842835218e-05,3,1
765,1.275065983463719e-06,3,1
766,1.26738513017699e-07,3,1
767,1.9844259213641635e-07,3,1
768,1.0,1,3
769,1.0,1,5
770,1.0,1,3
771,1.0,1,5
772,4.058339087009699e-08,4,1
773,4.148086674149454e-08,2,1
774,5.527624136192344e-09,6,1
775,5.293159688335436e-09,5,1
776,0.9093374609947205,1,2
777,0.9999969601631165,1,2
778,0.9048924446105957,1,2
779,0.9999599456787109,1,2
780,9.027650804682708e-08,2,1
781,1.0856012089277556e-08,5,1
782,1.1216760853471897e-08,4,1
783,1.0415243778538752e-08,5,1
784,0.005161601584404707,2,1
785,0.00030101437005214393,2,1
786,0.9413223266601562,1,2
787,0.9989608526229858,1,2
788,1.5532785937466542e-06,2,1
789,2.248624014100642e-06,2,1
790,2.893673354265047e-07,2,1
791,5.4889117251377684e-08,2,1
792,1.0,1,5
793,0.9999983310699463,1,2
794,1.0,1,7
795,0.9999982118606567,1,2
796,3.2026736818124846e-08,6,1
797,1.4143087128104526e-06,4,1
798,4.009757148537574e-08,5,1
799,6.837760224698286e-07,4,1
800,1.0,1,4
801,1.0,1,3
802,1.0,1,6
803,1.0,1,6
804,1.2182727004983462e-07,3,1
805,4.079930022271583e-06,3,1
806,1.3107928964473103e-07,3,1
807,6.237537490960676e-07,3,1
808,1.0,1,5
809,1.0,1,5
810,1.0,1,6
811,1.0,1,6
812,3.99500822823029e-06,4,1
813,1.3188433513278142e-05,4,1
814,1.7398805312041077e-06,3,1
815,1.72563852629537e-06,3,1
816,0.8643032908439636,1,2
817,0.10477608442306519,2,1
818,0.9998701810836792,1,2
819,0.6048913598060608,1,2
820,8.105740079145107e-09,6,1
821,1.0940135908299453e-08,4,1
822,2.1952166751049162e-09,8,1
823,6.563051435648504e-09,5,1
824,1.0,1,4
825,1.0,1,4
826,1.0,1,6
827,1.0,1,6
828,1.0508554026955608e-07,2,1
829,1.5765698080372204e-08,6,1
830,1.43528097851231e-07,2,1
831,6.640708960503616e-08,3,1
832,2.5143730653098828e-08,4,1
833,0.9767669439315796,1,2
834,0.01994253508746624,2,1
835,0.9994184970855713,1,2
836,3.8479470276797656e-07,3,1
837,6.878428848722251e-08,3,1
838,4.207322845672934e-08,5,1
839,1.8670238688400786e-08,6,1
840,1.0,1,5
841,1.0,1,6
842,1.0,1,6
843,1.0,1,6
844,2.1175106667215005e-05,4,1
845,4.532555806235905e-07,3,1
846,3.8949988123704316e-08,7,1
847,5.632265498434208e-08,4,1
848,1.0,1,4
849,1.0,1,8
850,1.0,1,3
851,1.0,1,7
852,4.280269934042735e-07,7,1
853,5.744261102336168e-07,4,1
854,7.894284692611109e-08,7,1
855,1.1609949979174417e-07,4,1
856,0.9995940327644348,1,2
857,1.0,1,6
858,1.0,1,4
859,1.0,1,6
860,2.267523086629808e-06,5,1
861,4.297943632991519e-06,6,1
862,9.189380989482743e-07,6,1
863,1.5780508419993566e-06,5,1
864,1.0,1,4
865,1.0,1,5
866,1.0,1,2
867,1.0,1,4
868,7.275248776750232e-07,10,1
869,1.8547596027929103e-06,5,1
870,4.1590283217374235e-08,10,1
871,6.53634657510338e-08,6,1
872,0.9999997615814209,1,2
873,1.0,1,5
874,1.0,1,3
875,1.0,1,4
876,2.700772050445721e-08,8,1
877,4.267409980940329e-09,7,1
878,8.386684235972552e-09,8,1
879,3.222924815915462e-09,7,1
880,0.013754838146269321,2,1
881,0.9999990463256836,1,2
882,0.9996877312660217,1,2
883,1.0,1,4
884,3.042623930582522e-08,4,1
885,2.0280686019447103e-09,5,1
886,1.2818179406792751e-08,5,1
887,1.598707610739325e-09,7,1
888,1.0,1,2
889,1.0,1,5
890,0.999998927116394,1,2
891,1.0,1,5
892,1.8898749232221235e-08,4,1
893,2.4855395963641058e-08,3,1
894,2.556235585871036e-06,2,1
895,4.328134739495226e-09,4,1
896,1.0,1,5
897,1.0,1,5
898,1.0,1,5
899,1.0,1,6
900,2.1884548573325446e-07,6,1
901,2.0901859798527767e-08,7,1
902,1.3350732963601786e-08,10,1
903,9.8890193811485e-09,7,1
904,1.0,1,2
905,1.0,1,6
906,1.0,1,6
907,1.0,1,6
908,5.21853351642676e-08,11,1
909,2.084581041117417e-07,4,1
910,3.518885449693698e-08,7,1
911,5.355680343654967e-08,3,1
912,1.0,1,3
913,1.0,1,5
914,1.0,1,4
915,1.0,1,6
916,2.7840138727697195e-07,4,1
917,5.11668815761368e-07,3,1
918,2.8903968996019103e-08,7,1
919,2.8873168744780742e-08,6,1
920,1.0,1,4
921,1.0,1,6
922,1.0,1,2
923,1.0,1,5
924,1.9696134501145934e-08,8,1
925,1.3761188633054644e-08,8,1
926,3.75287578791017e-09,8,1
927,3.5627674144222965e-09,7,1
928,1.0,1,4
929,1.0,1,4
930,1.0,1,3
931,1.0,1,5
932,4.722435562598548e-07,2,1
933,1.8263932588524767e-07,2,1
934,1.7097847830882529e-06,3,1
935,2.2961337720062147e-07,2,1
936,0.9999998807907104,1,3
937,1.0,1,3
938,0.9999272227287292,1,2
939,1.0,1,3
940,9.844047355045404e-08,4,1
941,1.5456816981895827e-07,5,1
942,2.3957291261922364e-08,7,1
943,5.0299103548923085e-08,5,1
944,0.9999729990959167,1,2
945,0.6431472301483154,1,2
946,0.999913215637207,1,2
