run_name,overall,total_illegal_ratio,furniture,safety equipment,office supply item,plant,protective clothing item,condiment,musical,tool,bird,sports equipment,car part,vegetable,vehicle,source of light,clothing accessory,body part,food,seafood,kitchen appliance,fruit,kitchen tool,garden tool,farm animal,scientific equipment,piece of jewelry,headwear,electronic device,medical equipment,watercraft,home decor item,dessert,weapon,animal,outerwear,piece of women's clothing,construction equipment,insect,school supply,hardware item,arts and crafts item,container,personal hygiene item,candy,fastener,game,drink,toy,mammal,footwear,breakfast food,home appliance,sea animal,item of clothing
align-dinov2+500m-things+hyp-abl70-local-shuffled-218,0.979636048526863,0.0,0.9821428571428572,0.9285714285714286,0.9629629629629628,1.0,0.8888888888888888,1.0,0.9859154929577464,0.9384615384615383,1.0,1.0,1.0,1.0,1.0,0.9696969696969696,0.9615384615384616,0.9705882352941176,1.0,1.0,0.9444444444444444,1.0,1.0,1.0,1.0,0.8823529411764706,0.9375,0.945945945945946,0.967741935483871,0.9722222222222222,1.0,0.9824561403508772,0.9772727272727272,0.9629629629629628,1.0,0.9523809523809524,1.0,1.0,1.0,1.0,1.0,0.9215686274509804,0.9611650485436892,0.9591836734693876,1.0,1.0,0.9666666666666668,1.0,0.9090909090909092,1.0,1.0,0.9333333333333332,1.0,1.0,1.0
align-dinov2+500m-things+hyp-abl90-shuffled-218,0.9412698412698411,0.0,0.8571428571428571,1.0,0.8888888888888888,1.0,1.0,0.6666666666666666,0.9,1.0,0.8333333333333334,1.0,0.8421052631578947,0.9166666666666666,1.0,0.75,0.9166666666666666,1.0,0.935483870967742,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.8,0.875,0.8,1.0,1.0,1.0,0.875,1.0,1.0,1.0,1.0,1.0,0.9230769230769232,1.0,0.9473684210526316,0.95,1.0,0.8823529411764706,0.875,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.8888888888888888,0.9375
align-dinov2+500m-things+hyp-abl10cat-local-shuffled-7,0.982358771060456,0.0,1.0,0.9701492537313432,0.9691358024691358,0.990521327014218,1.0,0.9902912621359224,1.0,0.9538043478260868,1.0,0.9807692307692308,1.0,1.0,0.9972451790633609,0.9754601226993864,0.9836065573770492,0.9824561403508772,0.9870689655172412,0.991304347826087,0.9931972789115646,1.0,0.9817073170731708,0.9823008849557522,0.9814814814814816,0.9887640449438202,0.9710144927536232,0.9912280701754386,0.9834437086092715,0.9651162790697676,0.9876543209876544,0.9754098360655736,0.981651376146789,0.9663865546218487,1.0,1.0,1.0,0.9453551912568308,0.994186046511628,0.9874213836477987,0.9131944444444444,0.9369369369369368,0.9381443298969072,1.0,0.9793103448275862,0.9829545454545454,0.96875,1.0,0.9695431472081218,1.0,1.0,1.0,0.96875,1.0,1.0
align-dinov2+1b-things+hyp-abl40cat-local-shuffled-218,0.9929472902746844,0.0,0.9931506849315068,1.0,1.0,1.0,1.0,1.0,1.0,0.9551282051282052,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9857142857142858,0.9761904761904762,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.972972972972973,0.9635036496350364,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9895833333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
align-dinov2+1b-things+hyp-abl30-shuffled-42,0.9548022598870056,0.0,0.9551282051282052,1.0,0.9555555555555556,0.9726027397260274,0.9714285714285714,1.0,0.9453551912568308,0.9140625,0.926829268292683,0.9086294416243654,0.9448275862068966,0.918918918918919,0.952,0.956140350877193,0.952,1.0,0.9535315985130112,0.972972972972973,0.9805825242718448,0.9154929577464788,0.9776119402985076,1.0,1.0,0.9411764705882352,0.9444444444444444,0.979381443298969,0.9317073170731708,0.953846153846154,0.963963963963964,0.9573170731707316,0.9493670886075948,0.96,0.9534246575342464,0.9693877551020408,0.967741935483871,0.9904761904761904,0.9915966386554622,0.9553571428571428,0.965174129353234,0.9533333333333334,0.9216300940438872,0.944055944055944,0.9914529914529916,0.9444444444444444,0.9642857142857144,0.9583333333333334,0.9403973509933776,0.9365853658536586,0.9659090909090908,0.9714285714285714,0.9872611464968152,0.9736842105263158,0.9528985507246376
align-dinov2+1b-things+hyp-abl30-local-shuffled-218,0.9823486148565824,0.0,1.0,0.981132075471698,0.9607843137254902,0.99375,0.9904761904761904,0.9743589743589745,0.9883040935672516,0.9616858237547892,1.0,0.9754901960784312,0.9863945578231292,0.9927007299270072,1.0,1.0,0.992,1.0,0.9927007299270072,0.9905660377358492,1.0,1.0,0.9741379310344828,1.0,1.0,0.9705882352941176,0.9791666666666666,0.9791666666666666,0.9898477157360406,0.9555555555555556,1.0,0.9943181818181818,0.9817073170731708,0.9710982658959536,0.9973474801061007,0.982608695652174,1.0,0.9496402877697842,1.0,0.9692307692307692,0.9390862944162436,0.9452054794520548,0.9588607594936708,0.9507042253521126,0.9789473684210528,0.9829059829059827,0.9736842105263158,0.9818181818181818,0.979591836734694,0.9903381642512076,1.0,0.9655172413793104,0.9708029197080292,1.0,0.9884169884169884
align-dinov2+500m-things+hyp-abl10-local-shuffled-7,0.9819295796494494,0.0,0.9958333333333332,0.9265536723163842,0.9829545454545454,0.9957446808510638,0.9731182795698924,0.9851851851851852,0.9958847736625516,0.9541984732824428,0.9954128440366972,0.9869281045751634,0.986725663716814,1.0,0.9917355371900828,0.9846938775510204,0.9847715736040608,0.9852941176470588,0.9905100830367736,1.0,0.9877300613496932,0.9870689655172412,0.9666666666666668,0.970414201183432,0.9891891891891892,0.9660194174757282,0.9820359281437124,0.9938650306748468,0.9845201238390092,0.979381443298969,0.9897959183673468,0.9770114942528736,0.979591836734694,0.984313725490196,1.0,0.9732620320855616,0.978494623655914,0.9658536585365852,0.9941176470588236,0.9790575916230366,0.9676375404530744,0.962085308056872,0.9659090909090908,0.9669811320754716,0.9882352941176472,0.9740932642487048,0.9470198675496688,0.9693251533742332,0.9776785714285714,0.9922879177377892,0.9942528735632185,0.9746192893401016,0.9596412556053812,1.0,0.992822966507177
align-dinov2+1b-things+hyp-abl30cat-shuffled-42,0.9622819424799622,0.0,0.948051948051948,1.0,1.0,1.0,1.0,1.0,0.925,1.0,1.0,1.0,0.9206349206349206,1.0,0.956810631229236,0.9777777777777776,1.0,1.0,0.9777777777777776,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8833333333333333,0.96875,0.9121621621621622,0.9361702127659576,0.9727272727272728,1.0,1.0,0.9523809523809524,0.9518413597733713,1.0,0.9791666666666666,1.0,0.979591836734694,1.0,0.9256198347107438,1.0,1.0,0.9196428571428572,1.0,1.0,1.0,0.9534883720930232,0.9716981132075472,0.936026936026936,0.9833333333333332,1.0,1.0,1.0,0.9387755102040816
align-dinov2+1b-things+hyp-abl10-local-shuffled-42,0.9830153559795254,0.0,0.9958333333333332,0.96045197740113,0.9715909090909092,0.9957446808510638,0.9731182795698924,0.9925925925925926,0.9958847736625516,0.9643765903307888,0.9954128440366972,0.977124183006536,0.9823008849557522,1.0,0.9944903581267218,0.979591836734694,0.9949238578680204,0.9779411764705882,0.9869513641755636,1.0,0.9877300613496932,0.9870689655172412,0.9777777777777776,0.9881656804733728,0.9891891891891892,0.9563106796116504,0.9640718562874252,0.9877300613496932,0.9690402476780186,0.9690721649484536,0.9948979591836736,0.992337164750958,0.9918367346938776,0.9725490196078432,1.0,0.983957219251337,0.9838709677419356,0.975609756097561,0.9882352941176472,0.9685863874345548,0.9611650485436892,0.9478672985781992,0.9727272727272728,0.9764150943396226,0.9823529411764704,0.9740932642487048,0.9735099337748344,0.98159509202454,0.9866071428571428,0.9922879177377892,1.0,0.9898477157360406,0.968609865470852,1.0,0.9904306220095692
align-dinov2+1b-things+hyp-abl10-shuffled-42,0.9446692607003891,0.0,0.9301310043668122,0.9653179190751444,0.9533333333333334,0.9575471698113208,0.9447852760736196,0.975609756097561,0.9533898305084746,0.9232736572890026,0.9414634146341464,0.8985074626865671,0.9495412844036696,0.9230769230769232,0.9400544959128064,0.9567567567567568,0.9333333333333332,0.9647887323943662,0.940389294403893,0.972972972972973,0.9576719576719576,0.9574468085106383,0.926829268292683,0.987012987012987,0.9622641509433962,0.9357798165137616,0.9602272727272728,0.9875776397515528,0.9300911854103344,0.9633507853403142,0.963917525773196,0.9137254901960784,0.922077922077922,0.9454545454545454,0.9431643625192012,0.9767441860465116,0.9242424242424242,0.9823529411764704,0.9736842105263158,0.9653179190751444,0.9311475409836064,0.95,0.9057471264367816,0.919431279620853,0.9587628865979382,0.9346733668341708,0.9774011299435028,0.9675324675324676,0.9483568075117372,0.9276139410187668,0.9583333333333334,0.9601769911504424,0.974025974025974,0.9754901960784312,0.9255813953488372
align-dinov2+1b-things+hyp-abl90-shuffled-7,0.9412698412698411,0.0,0.8571428571428571,1.0,1.0,0.7,1.0,0.6666666666666666,1.0,0.9090909090909092,1.0,0.9545454545454546,0.8421052631578947,1.0,1.0,1.0,0.75,0.8666666666666667,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.85,1.0,0.8571428571428571,0.8888888888888888,0.875,0.9130434782608696,1.0,1.0,1.0,0.9090909090909092,0.9230769230769232,1.0,0.9473684210526316,0.9,1.0,1.0,1.0,0.875,0.75,1.0,1.0,1.0,1.0,1.0,0.9333333333333332,1.0,0.9375
align-dinov2+1b-things+hyp-abl30cat-local-shuffled-7,0.989656793606018,0.0,1.0,0.9722222222222222,1.0,1.0,1.0,1.0,0.993975903614458,1.0,1.0,0.9428571428571428,0.9777777777777776,1.0,0.9965753424657534,0.975,1.0,1.0,0.9772727272727272,1.0,1.0,1.0,0.9743589743589745,1.0,1.0,1.0,0.9666666666666668,0.9824561403508772,0.9928571428571428,0.978021978021978,0.9905660377358492,1.0,1.0,0.9724137931034482,1.0,0.9791666666666666,1.0,1.0,1.0,1.0,0.9326923076923076,0.9743589743589745,0.95,0.9803921568627452,1.0,0.9791666666666666,1.0,1.0,0.975,0.9935275080906149,1.0,1.0,1.0,1.0,0.9895287958115184
align-dinov2+1b-things+hyp-abl20cat-shuffled-7,0.960243350311262,0.0,0.9166666666666666,1.0,1.0,0.9661016949152542,1.0,1.0,1.0,1.0,0.925925925925926,1.0,0.9473684210526316,0.9182692307692308,1.0,0.9814814814814816,0.9166666666666666,0.9882352941176472,0.96448087431694,1.0,0.9507042253521126,0.917098445595855,0.9878048780487804,1.0,0.9759036144578314,1.0,0.8983050847457628,0.968,0.9518518518518518,1.0,0.987012987012987,1.0,0.93048128342246,0.9080459770114944,0.9662447257383966,1.0,0.9136690647482014,1.0,1.0,1.0,1.0,0.9402985074626866,0.9203296703296704,1.0,0.953020134228188,1.0,0.9813084112149532,0.9814814814814816,1.0,1.0,0.9895833333333334,1.0,0.9668508287292816,1.0,0.9489795918367347
align-dinov2+500m-things+hyp-abl40cat-shuffled-42,0.9713445995591476,0.0,0.9172932330827068,0.9629629629629628,1.0,1.0,1.0,1.0,1.0,0.9310344827586208,1.0,1.0,1.0,0.9583333333333334,0.9543147208121828,1.0,0.9761904761904762,0.9807692307692308,0.9770992366412212,1.0,1.0,0.9568345323741008,0.9325842696629212,1.0,1.0,1.0,0.9642857142857144,1.0,0.9615384615384616,1.0,1.0,1.0,1.0,0.9310344827586208,1.0,0.9666666666666668,1.0,1.0,1.0,1.0,1.0,0.9809523809523808,1.0,1.0,1.0,0.9615384615384616,1.0,1.0,1.0,1.0,1.0,0.9696969696969696,1.0,1.0,0.9666666666666668
align-dinov2+500m-things+hyp-abl40cat-local-shuffled-218,0.9884929472902748,0.0,0.9931506849315068,1.0,1.0,1.0,1.0,1.0,1.0,0.9615384615384616,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9787234042553192,0.9975062344139652,1.0,1.0,0.9857142857142858,0.9761904761904762,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.972972972972973,0.945945945945946,0.9708029197080292,1.0,1.0,1.0,1.0,1.0,1.0,0.9333333333333332,0.96875,0.88,1.0,0.9473684210526316,0.9629629629629628,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
align-dinov2+500m-things+hyp-abl20cat-shuffled-7,0.9551499717034522,0.0,0.921875,1.0,1.0,0.9774011299435028,1.0,1.0,1.0,0.9864864864864864,0.9567901234567902,1.0,0.9605263157894736,0.9182692307692308,0.9722222222222222,0.9351851851851852,0.935897435897436,0.976470588235294,0.9672131147540984,1.0,0.971830985915493,0.8652849740932642,0.9878048780487804,1.0,0.9879518072289156,1.0,0.923728813559322,0.944,0.937037037037037,1.0,0.987012987012987,1.0,0.946524064171123,0.9310344827586208,0.9662447257383966,0.9411764705882352,0.8848920863309353,1.0,0.9342105263157896,0.975609756097561,1.0,0.9477611940298508,0.912087912087912,1.0,0.9395973154362416,1.0,0.9626168224299064,0.9166666666666666,1.0,1.0,0.9791666666666666,1.0,0.9392265193370166,1.0,0.9413265306122448
align-dinov2+500m-things+hyp-abl30cat-local-shuffled-42,0.9894217207334274,0.0,1.0,0.9722222222222222,1.0,1.0,1.0,1.0,0.993975903614458,0.9827586206896552,1.0,1.0,0.9925925925925926,1.0,0.9965753424657534,0.9625,0.9666666666666668,1.0,1.0,1.0,1.0,1.0,1.0,0.9791666666666666,1.0,0.9736842105263158,1.0,1.0,0.9714285714285714,0.956043956043956,0.9905660377358492,1.0,1.0,0.9448275862068966,0.9972826086956522,0.9791666666666666,1.0,1.0,1.0,1.0,0.9807692307692308,1.0,1.0,0.9705882352941176,1.0,0.9583333333333334,1.0,1.0,1.0,0.9935275080906149,0.953846153846154,1.0,1.0,1.0,0.9842931937172776
align-dinov2+500m-things+hyp-abl10-local-shuffled-42,0.9816969132930043,0.0,1.0,0.96045197740113,0.9715909090909092,0.9957446808510638,0.978494623655914,1.0,0.9917695473251028,0.9643765903307888,1.0,0.9803921568627452,0.9823008849557522,1.0,0.9944903581267218,0.9948979591836736,0.9796954314720812,0.9485294117647058,0.99288256227758,0.9829545454545454,0.9754601226993864,0.9913793103448276,0.9777777777777776,0.9763313609467456,0.9837837837837838,0.9563106796116504,0.9700598802395208,1.0,0.978328173374613,0.9587628865979382,0.9897959183673468,0.992337164750958,0.9714285714285714,0.9647058823529412,1.0,0.962566844919786,0.989247311827957,0.9560975609756096,0.9941176470588236,0.9738219895287958,0.9773462783171522,0.9478672985781992,0.975,0.9764150943396226,0.9588235294117649,0.9637305699481864,0.9602649006622516,0.98159509202454,0.9821428571428572,0.9974293059125964,1.0,0.9796954314720812,0.9596412556053812,0.9952380952380953,0.9904306220095692
align-dinov2+500m-things+hyp-abl30-local-shuffled-218,0.9786712429517038,0.0,0.9867549668874172,0.9528301886792452,0.9411764705882352,0.9875,0.9809523809523808,0.9615384615384616,0.9883040935672516,0.9578544061302682,0.9923076923076924,0.9852941176470588,0.979591836734694,0.9927007299270072,0.9959183673469388,0.9834710743801652,0.992,1.0,0.9927007299270072,0.9716981132075472,0.9789473684210528,0.9863945578231292,0.9741379310344828,1.0,1.0,0.9779411764705882,0.96875,1.0,0.9796954314720812,0.9703703703703704,0.9907407407407408,0.9886363636363636,0.9817073170731708,0.9653179190751444,1.0,0.982608695652174,0.9915966386554622,0.935251798561151,1.0,0.9692307692307692,0.949238578680203,0.952054794520548,0.9588607594936708,0.9225352112676056,0.968421052631579,0.9829059829059827,0.9298245614035088,0.9727272727272728,0.9727891156462584,0.9903381642512076,1.0,0.9793103448275862,0.9635036496350364,1.0,0.9922779922779924
align-dinov2+1b-things+hyp-abl40cat-local-shuffled-7,0.9873793615441724,0.0,0.9931506849315068,0.9545454545454546,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1.0,0.9583333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9928571428571428,0.9523809523809524,1.0,1.0,1.0,1.0,0.9565217391304348,0.991869918699187,1.0,1.0,1.0,0.972972972972973,0.9708029197080292,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9583333333333334,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,1.0,1.0,1.0
align-dinov2+1b-things+hyp-abl90-shuffled-42,0.9555555555555556,0.0,0.8571428571428571,1.0,0.8888888888888888,1.0,1.0,1.0,1.0,0.8181818181818182,1.0,1.0,0.8421052631578947,0.9166666666666666,0.9230769230769232,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,0.9565217391304348,1.0,1.0,0.625,1.0,1.0,0.8888888888888888,1.0,0.9,1.0,1.0,0.875,1.0,1.0,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,1.0,0.8888888888888888,1.0
align-dinov2+1b-things+hyp-abl30-local-shuffled-7,0.9798970335866634,0.0,0.9867549668874172,0.9716981132075472,0.9411764705882352,0.9875,0.9809523809523808,0.9743589743589745,0.9941520467836256,0.9731800766283524,1.0,0.9901960784313726,0.9863945578231292,1.0,0.9959183673469388,1.0,0.992,1.0,0.9872262773722628,0.9905660377358492,0.9894736842105264,0.9931972789115646,0.9741379310344828,0.9803921568627452,1.0,0.9632352941176472,0.96875,0.9791666666666666,0.9898477157360406,0.9777777777777776,0.9907407407407408,0.9886363636363636,0.9878048780487804,0.9653179190751444,0.9973474801061007,0.982608695652174,0.9915966386554622,0.935251798561151,1.0,0.9615384615384616,0.9289340101522844,0.958904109589041,0.9430379746835444,0.908450704225352,0.968421052631579,0.9743589743589745,0.9824561403508772,0.9818181818181818,0.9659863945578232,0.9951690821256038,1.0,0.9724137931034482,0.9854014598540146,1.0,0.996138996138996
align-dinov2+1b-things+hyp-abl70-shuffled-218,0.9552238805970148,0.0,0.9090909090909092,1.0,0.9565217391304348,0.975,1.0,1.0,0.9384615384615383,0.9107142857142856,1.0,0.9428571428571428,0.8979591836734694,0.9767441860465116,0.9473684210526316,0.972972972972973,0.9655172413793104,1.0,0.96,1.0,1.0,1.0,1.0,1.0,0.9130434782608696,1.0,0.8787878787878788,1.0,0.9821428571428572,0.9090909090909092,0.96,0.9433962264150944,0.9210526315789472,0.9375,0.9534883720930232,1.0,0.9393939393939394,0.9166666666666666,0.90625,1.0,0.9591836734693876,0.9777777777777776,0.9494949494949496,0.9454545454545454,0.9696969696969696,1.0,0.972972972972973,0.96875,0.935483870967742,0.9090909090909092,0.9629629629629628,1.0,0.9375,1.0,0.9263157894736842
