run_name,overall,total_illegal_ratio,furniture,seafood,fruit,body part,drink,tool,school supply,protective clothing item,food,vehicle,bird,container,outerwear,fastener,clothing accessory,piece of jewelry,construction equipment,musical,footwear,farm animal,sea animal,breakfast food,vegetable,safety equipment,home appliance,headwear,watercraft,insect,weapon,home decor item,source of light,kitchen appliance,electronic device,condiment,medical equipment,plant,garden tool,office supply item,dessert,personal hygiene item,mammal,animal,sports equipment,kitchen tool,arts and crafts item,piece of women's clothing,game,scientific equipment,toy,item of clothing,car part,candy,hardware item
align-dinov2+500m-things+hyp-abl70-218-random,0.9508695652173912,0.0,0.8387096774193549,0.9333333333333332,0.8888888888888888,0.96,0.9555555555555556,0.9090909090909092,0.9743589743589745,0.8928571428571429,0.972027972027972,0.9213483146067416,0.95,0.9702970297029704,1.0,1.0,0.9772727272727272,1.0,0.8823529411764706,0.984126984126984,0.88,0.9375,1.0,0.9565217391304348,0.96875,1.0,1.0,0.9545454545454546,0.9565217391304348,0.9629629629629628,0.8620689655172413,0.9827586206896552,0.9,1.0,0.9848484848484848,1.0,0.9117647058823528,0.981132075471698,0.8260869565217391,0.8823529411764706,1.0,0.9772727272727272,0.953846153846154,0.99,0.986842105263158,0.9117647058823528,0.9777777777777776,1.0,0.9090909090909092,0.8571428571428571,0.8444444444444444,0.9894736842105264,0.979591836734694,0.9583333333333334,0.9318181818181818
align-dinov2+1b-things+hyp-abl90-7-random,0.922360248447205,0.0,1.0,1.0,1.0,0.875,0.5833333333333334,1.0,1.0,1.0,0.967741935483871,0.935483870967742,0.8,0.8478260869565217,1.0,0.9090909090909092,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.8571428571428571,1.0,0.8333333333333334,1.0,1.0,0.7,1.0,0.8695652173913043,0.75,1.0,1.0,0.9473684210526316,0.9090909090909092,0.5555555555555556,1.0,1.0,1.0,1.0,0.9,0.8888888888888888,0.9642857142857144,0.9047619047619048,1.0,0.9333333333333332,1.0,0.6666666666666666,1.0,1.0,0.9444444444444444,1.0,0.6,1.0
align-dinov2+1b-things+hyp-abl30cat-218-random,0.9816124469589816,0.0,0.9741935483870968,1.0,0.9761904761904762,1.0,0.99,1.0,1.0,1.0,0.9736842105263158,0.9647887323943662,1.0,0.981132075471698,0.975,1.0,1.0,0.9857142857142858,1.0,0.9627329192546584,0.9852941176470588,1.0,1.0,1.0,1.0,1.0,1.0,0.9859154929577464,0.9905660377358492,1.0,0.8857142857142857,1.0,0.9859154929577464,1.0,0.9933333333333332,1.0,0.9375,0.956140350877193,1.0,1.0,1.0,0.9901960784313726,1.0,1.0,1.0,1.0,1.0,1.0,0.9777777777777776,1.0,0.9469026548672568,0.9896907216494846,0.9833333333333332,0.9655172413793104,0.9363636363636364
align-dinov2+1b-things+hyp-abl20cat-42-random,0.9841718485019784,0.0,0.9735449735449736,0.9857142857142858,0.9798994974874372,0.9603960396039604,1.0,1.0,1.0,1.0,0.9918478260869564,1.0,0.9808612440191388,0.971830985915493,0.9714285714285714,1.0,0.9529411764705882,1.0,1.0,0.9833333333333332,0.9626168224299064,0.9864864864864864,0.9878048780487804,1.0,0.9949494949494948,0.967741935483871,0.994186046511628,0.9915254237288136,0.9682539682539684,0.9836065573770492,0.9415204678362572,1.0,0.978494623655914,0.9846153846153848,0.9769230769230768,1.0,1.0,0.9893617021276596,1.0,1.0,0.9375,1.0,0.9864864864864864,0.9919678714859438,1.0,0.9888888888888888,0.9852941176470588,0.9849624060150376,0.98,1.0,1.0,0.9973544973544972,0.9801324503311258,0.9739130434782608,1.0
align-dinov2+500m-things+hyp-abl70-7-random,0.9165217391304348,0.0,0.8064516129032258,0.9666666666666668,0.6944444444444444,1.0,0.7777777777777778,0.8909090909090909,0.9487179487179488,1.0,0.958041958041958,0.9550561797752808,0.9,0.8514851485148515,0.925925925925926,0.9523809523809524,0.9318181818181818,0.918918918918919,0.9117647058823528,1.0,0.92,1.0,1.0,0.9130434782608696,0.9375,0.9583333333333334,0.9,0.9545454545454546,0.9565217391304348,0.9629629629629628,0.6896551724137931,0.9310344827586208,0.975,0.9615384615384616,0.9393939393939394,0.9166666666666666,0.9117647058823528,0.9245283018867924,0.7391304347826086,0.9117647058823528,0.8611111111111112,0.9090909090909092,0.9384615384615383,0.95,0.986842105263158,0.8529411764705882,0.8888888888888888,0.9523809523809524,0.7727272727272727,0.8571428571428571,0.9111111111111112,0.9789473684210528,1.0,0.875,0.9318181818181818
align-dinov2+1b-things+hyp-abl10-218-random,0.9773710225517456,0.0,1.0,0.9941176470588236,0.9644444444444444,0.9864864864864864,0.979381443298969,0.9708222811671088,0.9897435897435898,0.9876543209876544,0.9762752075919336,0.9917582417582418,1.0,0.9638009049773756,0.9720670391061452,0.9655172413793104,0.9307359307359307,0.9644970414201184,0.9339622641509434,1.0,0.971264367816092,0.9880239520958084,0.9863013698630136,0.979591836734694,0.9863013698630136,0.9575757575757576,0.9829787234042552,0.9933774834437086,1.0,0.993939393939394,0.9562043795620438,0.96,0.988950276243094,0.9886363636363636,0.982089552238806,0.981132075471698,0.9378238341968912,0.9873949579831932,0.9565217391304348,0.9880239520958084,0.975103734439834,0.9701492537313432,0.9974554707379136,0.997080291970803,0.9939024390243902,0.9411764705882352,0.9583333333333334,0.9831460674157304,0.9822485207100592,0.961904761904762,0.9444444444444444,0.9951690821256038,0.9804878048780488,0.9726027397260274,0.9588607594936708
align-dinov2+500m-things+hyp-abl50-42-random,0.9602803738317756,0.0,0.991304347826087,0.9245283018867924,0.9625,0.913793103448276,1.0,0.925,0.9726027397260274,0.9615384615384616,0.993920972644377,0.9476744186046512,0.9361702127659576,0.973404255319149,1.0,0.8860759493670886,0.9384615384615383,0.96875,0.9594594594594594,0.9727272727272728,1.0,0.9302325581395348,0.953846153846154,0.8888888888888888,0.945945945945946,0.9433962264150944,1.0,0.9838709677419356,0.9571428571428572,0.981132075471698,0.9326923076923076,0.923809523809524,0.9242424242424242,0.9622641509433962,0.9734513274336284,1.0,0.943661971830986,0.9782608695652174,0.953125,0.9661016949152542,0.9767441860465116,0.9420289855072465,1.0,0.9955156950672646,0.9577464788732394,0.9253731343283582,0.9852941176470588,0.9830508474576272,0.8928571428571429,0.9315068493150684,0.8888888888888888,0.9859154929577464,0.9777777777777776,0.9387755102040816,0.9042553191489362
align-dinov2+500m-things+hyp-abl50-7-random,0.9522090059473236,0.0,0.9652173913043478,0.9245283018867924,0.9875,0.9310344827586208,0.9130434782608696,0.8916666666666667,0.9726027397260274,1.0,0.9817629179331308,0.9593023255813954,0.9787234042553192,0.9627659574468084,0.9423076923076924,0.9620253164556962,0.9230769230769232,0.921875,0.9324324324324323,0.9818181818181818,0.9365079365079364,0.9069767441860463,0.9692307692307692,0.9074074074074074,0.9864864864864864,0.981132075471698,0.9759036144578314,0.9838709677419356,0.9857142857142858,0.981132075471698,0.8942307692307693,0.8952380952380953,0.9090909090909092,0.9433962264150944,0.9734513274336284,1.0,0.9154929577464788,0.9782608695652174,0.9375,0.9322033898305084,0.9534883720930232,0.9710144927536232,0.9590163934426228,0.9910313901345292,0.9788732394366196,0.9104477611940298,0.9558823529411764,0.9830508474576272,0.8214285714285714,0.9452054794520548,0.8787878787878788,0.9859154929577464,0.9333333333333332,0.9183673469387756,0.9148936170212766
align-dinov2+1b-things+hyp-abl50-42-random,0.9641036533559898,0.0,0.9652173913043478,1.0,0.9875,0.9482758620689656,0.9782608695652174,0.9583333333333334,0.9863013698630136,0.9423076923076924,0.9878419452887538,0.9651162790697676,0.9361702127659576,0.9680851063829788,0.9807692307692308,0.9493670886075948,0.953846153846154,0.96875,1.0,0.9545454545454546,0.9682539682539684,0.9302325581395348,1.0,0.9444444444444444,0.972972972972973,0.9056603773584906,0.9759036144578314,0.9838709677419356,1.0,0.981132075471698,0.9326923076923076,0.9523809523809524,0.8787878787878788,0.981132075471698,0.9734513274336284,1.0,0.943661971830986,0.9891304347826086,0.953125,0.9830508474576272,0.9767441860465116,0.9710144927536232,0.9918032786885246,1.0,0.943661971830986,0.9253731343283582,0.9705882352941176,0.9661016949152542,0.9107142857142856,0.958904109589041,0.8585858585858586,0.971830985915493,0.9777777777777776,0.9183673469387756,0.925531914893617
align-dinov2+500m-things+hyp-abl50-218-random,0.957731520815633,0.0,0.9739130434782608,0.981132075471698,0.925,0.9310344827586208,0.9565217391304348,0.9416666666666668,0.9452054794520548,1.0,0.9878419452887538,0.9651162790697676,0.9680851063829788,0.9414893617021276,0.9807692307692308,0.8987341772151899,0.9384615384615383,0.96875,0.9594594594594594,0.9454545454545454,0.984126984126984,0.9767441860465116,0.9846153846153848,0.925925925925926,0.9324324324324323,0.9622641509433962,0.9759036144578314,0.9838709677419356,0.9571428571428572,1.0,0.9519230769230768,0.9047619047619048,1.0,0.9622641509433962,0.9734513274336284,0.9807692307692308,0.9295774647887324,0.9891304347826086,0.9375,0.9322033898305084,0.9069767441860463,0.927536231884058,0.9836065573770492,0.9910313901345292,0.9788732394366196,0.9552238805970148,0.9411764705882352,0.9661016949152542,0.9285714285714286,0.9452054794520548,0.8282828282828283,0.9788732394366196,0.9777777777777776,0.979591836734694,0.925531914893617
align-dinov2+500m-things+hyp-abl30-218-random,0.968404229161544,0.0,0.9649122807017544,1.0,0.9117647058823528,0.9789473684210528,0.992063492063492,0.9554655870445344,0.9596774193548387,0.9896907216494846,0.9890510948905108,0.979757085020243,0.9934640522875816,0.970967741935484,0.954954954954955,0.9632352941176472,0.9236111111111112,0.9789473684210528,0.9513888888888888,0.9743589743589745,0.9387755102040816,0.986842105263158,0.9495798319327732,0.9444444444444444,1.0,0.9583333333333334,0.9736842105263158,1.0,0.9895833333333334,0.9903846153846154,0.9240506329113924,0.9392265193370166,0.971153846153846,0.9787234042553192,0.9759615384615384,1.0,0.9154929577464788,0.99375,0.913978494623656,0.99,0.940119760479042,0.9612403100775194,0.9954128440366972,0.9921052631578948,0.9740932642487048,0.9393939393939394,0.9657534246575342,1.0,0.981132075471698,0.9457364341085271,0.89937106918239,0.992063492063492,0.9925925925925926,0.9886363636363636,0.9375
align-dinov2+500m-things+hyp-abl30cat-7-random,0.9766619519094768,0.0,0.9741935483870968,1.0,0.9761904761904762,0.9722222222222222,0.95,1.0,1.0,1.0,0.9736842105263158,0.9859154929577464,0.9743589743589745,0.981132075471698,0.975,1.0,1.0,0.9571428571428572,1.0,0.9813664596273292,0.9852941176470588,1.0,1.0,1.0,0.8846153846153846,1.0,1.0,0.943661971830986,1.0,0.9714285714285714,0.9357142857142856,1.0,0.971830985915493,1.0,0.94,1.0,0.90625,0.9385964912280702,1.0,1.0,0.9555555555555556,0.9803921568627452,0.9967105263157896,0.997289972899729,1.0,1.0,1.0,0.9411764705882352,0.9555555555555556,1.0,0.9026548672566372,0.9845360824742267,0.9833333333333332,1.0,0.9727272727272728
align-dinov2+500m-things+hyp-abl10cat-218-random,0.9762234991083812,0.0,1.0,0.9912280701754386,0.945945945945946,0.9743589743589745,0.9745222929936306,0.9665653495440728,0.9814814814814816,0.9821428571428572,0.9827338129496402,0.9892761394101875,0.9864864864864864,1.0,0.9901960784313726,0.9613259668508288,0.9444444444444444,0.9856115107913668,0.898936170212766,0.9587155963302753,0.991150442477876,0.9727891156462584,1.0,1.0,0.972972972972973,0.9516129032258064,0.9748743718592964,0.99009900990099,0.9877300613496932,0.9883040935672516,0.9444444444444444,0.9529914529914528,0.9782608695652174,0.9668874172185432,0.987987987987988,1.0,0.9325153374233128,0.9861751152073732,0.978494623655914,0.953020134228188,1.0,0.9903846153846154,0.9949874686716792,0.9985250737463128,0.9904458598726116,0.9171597633136096,0.9782608695652174,1.0,0.9733333333333334,1.0,0.9603960396039604,1.0,1.0,0.9851851851851852,0.9535714285714286
align-dinov2+1b-things+hyp-abl30-7-random,0.9727071551512172,0.0,0.9824561403508772,0.9803921568627452,0.9779411764705882,0.9473684210526316,1.0,0.97165991902834,1.0,0.9896907216494846,0.9817518248175182,0.979757085020243,1.0,0.967741935483871,0.954954954954955,0.9632352941176472,0.9444444444444444,0.9789473684210528,0.9375,0.9935897435897436,0.9693877551020408,0.9736842105263158,0.9831932773109244,0.9375,0.98,0.9375,0.9802631578947368,0.9887640449438202,1.0,1.0,0.9620253164556962,0.9502762430939228,0.9903846153846154,1.0,0.9759615384615384,1.0,0.9225352112676056,0.99375,0.978494623655914,0.98,0.9461077844311376,0.9457364341085271,1.0,1.0,0.9844559585492229,0.9242424242424242,0.952054794520548,0.991150442477876,0.9528301886792452,0.9302325581395348,0.9119496855345912,0.992063492063492,0.9851851851851852,0.9772727272727272,0.953125
align-dinov2+500m-things+hyp-abl20cat-7-random,0.9813453928773318,0.0,0.984126984126984,0.9857142857142858,0.9748743718592964,0.9504950495049505,0.9924242424242424,1.0,1.0,1.0,0.9864130434782608,1.0,0.9952153110047848,0.971830985915493,0.961904761904762,0.9863013698630136,0.9411764705882352,0.97,1.0,1.0,0.97196261682243,1.0,1.0,1.0,0.98989898989899,0.967741935483871,0.9825581395348836,0.9830508474576272,0.9523809523809524,0.9836065573770492,0.9298245614035088,1.0,0.967741935483871,0.9846153846153848,0.9807692307692308,1.0,1.0,0.9946808510638298,1.0,1.0,0.96875,1.0,1.0,0.9799196787148594,1.0,0.9777777777777776,0.9632352941176472,0.9548872180451128,0.93,1.0,1.0,0.992063492063492,0.9933774834437086,0.9739130434782608,1.0
align-dinov2+1b-things+hyp-abl10cat-218-random,0.979988111749554,0.0,1.0,0.9912280701754386,0.9774774774774776,0.9829059829059827,1.0,0.9635258358662614,0.9814814814814816,1.0,0.9798561151079136,0.9946380697050938,1.0,1.0,1.0,0.9613259668508288,0.9652777777777778,1.0,0.9148936170212766,0.9908256880733946,0.991150442477876,0.979591836734694,1.0,1.0,0.9864864864864864,0.967741935483871,0.9698492462311558,0.9801980198019802,0.98159509202454,1.0,0.9401709401709402,0.9743589743589745,0.9637681159420288,0.9668874172185432,0.990990990990991,0.9809523809523808,0.9386503067484664,0.9953917050691244,0.989247311827957,0.9798657718120806,1.0,1.0,1.0,0.9941002949852508,0.9808917197452228,0.9644970414201184,0.9391304347826088,1.0,0.96,1.0,0.9356435643564356,1.0,1.0,0.9703703703703704,0.9714285714285714
align-dinov2+1b-things+hyp-abl10-7-random,0.9757491504479456,0.0,0.9876543209876544,0.976470588235294,0.9644444444444444,0.9797297297297296,0.9845360824742267,0.9814323607427056,0.9794871794871794,0.9753086419753086,0.9750889679715302,0.989010989010989,1.0,0.9841628959276018,0.9664804469273744,0.9605911330049262,0.9567099567099568,0.9822485207100592,0.929245283018868,0.9910313901345292,1.0,0.9820359281437124,0.9908675799086758,0.9489795918367347,0.9863013698630136,0.9636363636363636,0.9702127659574468,0.9867549668874172,0.9770114942528736,0.993939393939394,0.9452554744525548,0.9563636363636364,0.9779005524861878,0.9829545454545454,0.982089552238806,1.0,0.917098445595855,0.9831932773109244,0.9627329192546584,0.9760479041916168,0.970954356846473,0.9601990049751244,1.0,1.0,0.972560975609756,0.9144385026737968,0.976851851851852,0.9719101123595506,0.9822485207100592,0.9761904761904762,0.9444444444444444,0.997584541062802,0.9804878048780488,0.958904109589041,0.9588607594936708
align-dinov2+500m-things+hyp-abl90-7-random,0.906832298136646,0.0,1.0,1.0,1.0,0.875,0.5,0.8888888888888888,1.0,0.8,0.967741935483871,0.8064516129032258,0.8,0.8695652173913043,0.8,0.9090909090909092,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,0.7391304347826086,0.75,1.0,1.0,0.8947368421052632,1.0,0.6666666666666666,0.8888888888888888,1.0,1.0,0.875,0.8,1.0,0.9642857142857144,0.9523809523809524,1.0,1.0,1.0,0.5,0.8461538461538461,0.5,0.9444444444444444,0.9333333333333332,1.0,0.8636363636363636
align-dinov2+500m-things+hyp-abl10cat-7-random,0.9750346740638004,0.0,1.0,1.0,0.990990990990991,0.9487179487179488,0.9936305732484076,0.972644376899696,0.9876543209876544,1.0,0.9784172661870504,0.9758713136729222,1.0,0.9646017699115044,1.0,0.9337016574585636,0.9444444444444444,0.9712230215827338,0.9042553191489362,0.9770642201834864,0.9557522123893806,0.9659863945578232,1.0,0.9888888888888888,0.990990990990991,0.9435483870967742,0.9798994974874372,0.9801980198019802,0.9754601226993864,0.9883040935672516,0.9444444444444444,0.9529914529914528,0.9565217391304348,0.9602649006622516,0.978978978978979,0.9904761904761904,0.9631901840490796,0.9907834101382488,0.967741935483871,0.9731543624161074,0.9532710280373832,0.9807692307692308,1.0,0.9970501474926252,0.9777070063694268,0.9289940828402368,0.9608695652173912,1.0,0.94,1.0,0.9554455445544554,1.0,1.0,0.9703703703703704,0.975
align-dinov2+1b-things+hyp-abl70-218-random,0.9378260869565216,0.0,0.8225806451612904,1.0,0.8333333333333334,0.96,0.9555555555555556,0.9272727272727272,0.8974358974358975,1.0,0.965034965034965,0.9213483146067416,1.0,0.9405940594059404,0.8518518518518519,1.0,0.9545454545454546,0.972972972972973,0.8529411764705882,0.9523809523809524,0.88,0.875,1.0,0.9565217391304348,0.9375,0.9583333333333334,0.975,1.0,1.0,1.0,0.7413793103448276,0.9655172413793104,0.95,0.9615384615384616,0.8939393939393939,0.9583333333333334,0.9117647058823528,0.9245283018867924,0.9130434782608696,0.9117647058823528,0.9722222222222222,0.9545454545454546,0.9846153846153848,0.97,0.9473684210526316,0.9705882352941176,0.9555555555555556,1.0,0.9545454545454546,0.8928571428571429,0.8222222222222222,0.968421052631579,0.979591836734694,0.9583333333333334,0.9772727272727272
align-dinov2+1b-things+hyp-abl70-7-random,0.95,0.0,0.8709677419354839,1.0,1.0,1.0,0.8666666666666667,0.8363636363636363,0.9743589743589745,0.9285714285714286,0.986013986013986,0.9438202247191012,0.9,0.8712871287128713,1.0,1.0,1.0,0.972972972972973,0.8823529411764706,0.984126984126984,0.88,0.8125,1.0,0.9130434782608696,0.96875,0.9166666666666666,1.0,1.0,0.9565217391304348,1.0,0.8620689655172413,0.9310344827586208,0.925,1.0,0.9696969696969696,1.0,0.9411764705882352,0.981132075471698,0.9565217391304348,1.0,1.0,0.9318181818181818,0.9692307692307692,0.96,1.0,0.9117647058823528,0.9555555555555556,0.9523809523809524,0.9545454545454546,0.8928571428571429,0.9111111111111112,0.9789473684210528,0.979591836734694,0.9583333333333334,0.9772727272727272
align-dinov2+500m-things+hyp-abl70-42-random,0.95,0.0,0.9193548387096774,1.0,0.8611111111111112,1.0,0.9555555555555556,0.9272727272727272,1.0,0.9285714285714286,0.9790209790209792,0.9550561797752808,0.95,0.8712871287128713,0.9629629629629628,1.0,0.9090909090909092,1.0,0.7647058823529411,1.0,0.92,1.0,0.96,0.9565217391304348,0.96875,0.9166666666666666,0.95,0.9545454545454546,0.9130434782608696,0.9629629629629628,0.9310344827586208,0.9482758620689656,1.0,1.0,0.9696969696969696,0.9583333333333334,0.9705882352941176,0.9433962264150944,1.0,1.0,0.9444444444444444,0.9318181818181818,0.9846153846153848,1.0,0.986842105263158,0.9411764705882352,0.9555555555555556,0.9523809523809524,0.8181818181818182,0.8571428571428571,0.8,0.9789473684210528,1.0,0.9166666666666666,0.9318181818181818
